60090,Gomphi,n,n-p---mn2-,Gomph,,,['gɔm.pʰɪ],,0
98606,98606,fruges,n,n-s---fn3-,frug,,,['frʊ.gɛs],,0
98608,f1054,frumentator,n,n-s---mn3-,frumentator,,,[frʊ.'mɛn̪.t̪a.t̪ɔr],frumentator,0
98610,f1072,frustulentus,a,aps---mn1-,frustulent frustulent frustulent,,,[frʊs.t̪ʊ.'lɛn̪.t̪ʊs],frustulentus,0
98612,f1091,fugax,a,aps---an3i,fugac fugac fugac,,,['fʊ.gaks],fugax,0
98613,98613,fugiens,a,aps---an3i,fugient fugient fugient,,,['fʊ.gɪ̣.jeːn̪s],,0
98614,f1108,fulcipedia,n,n-s---fn1-,fulcipedi,,,[fʊɫ.kɪ.'pɛ.d̪ɪ̣.ja],fulcipedia,0
98615,98615,fulgens,a,aps---an3i,fulgent fulgent fulgent,,,['fʊɫ.geːn̪s],,0
98616,f1109,fulgo,v,v1spia--3-,fulg - -,,,['fʊɫ.gɔ],fulgo,0
98617,f1118,fulgurio,v,v1spia--4-,fulgur fulguriu fulgurit,,,['fʊɫ.gʷrɪ̣.jɔ],fulgurio,0
98618,f1120,fuligineus,a,aps---mn1-,fuligine fuligine fuligine,,,['fʊ.lɪ.gɪn̪ews],fuligineus,0
98619,f1126,fullo,n,n-s---mn3-,fullon,,,['fʊɫ.loː],fullo,0
98621,f1129,fullonius,a,aps---mn1-,fulloni fulloni fulloni,,,[fʊɫ.'lɔ.n̪ɪ̣.jʊs],fullonius,0
98622,f8105,fulmenta,n,n-s---fn1-,fulment,,,[fʊɫ.'mɛn̪.t̪a],fulmenta,0
98623,f1149,fumifer,a,aps---mn1r,fumifer fumifer fumifer,,,['fʊ.mɪ.fɛr],fumifer,0
98624,f1158,funalis,a,aps---cn3i,funal funal funal,,,['fʊ.n̪a.lɪs],funalis,0
98625,f1159,funambulus,n,n-s---mn2-,funambul,,,[fʊ.'n̪am.bʊ.lʊs],funambulus,0
98557,f0659,flebilis,a,aps---cn3i,flebil flebil flebil,,,['flɛ.bɪ.lɪs],flebilis,0
98627,f1180,funebris,a,aps---cn3i,funebr funebr funebr,,,['fʊ.n̪ɛ.brɪs],funebris,0
98628,98628,furacissime,r,rp--------,,,,[fʊ.ra.'kɪs.sɪ.mɛ],,0
98629,f1199,furax,a,aps---an3i,furac furac furac,,,['fʊ.raks],furax,0
98631,98631,furens,a,aps---an3i,furent furent furent,,,['fʊ.reːn̪s],,0
98632,f1216,furialis,a,aps---cn3i,furial furial furial,,,[fʊ.'rɪ̣.ja.lɪs],furialis,0
98634,f1248,fusilis,a,aps---cn3i,fusil fusil fusil,,,['fʊ.sɪ.lɪs],fusilis,0
98635,f1256,fustis,n,n-s---fn3i,fust,,,['fʊs.t̪ɪs],fustis,0
98636,f1257,fustitudinus,a,aps---mn1-,fustitudin fustitudin fustitudin,,,[fʊs.t̪ɪ.'t̪ʊ.d̪ɪ.n̪ʊs],fustitudinus,0
98637,98637,futilis,a,aps---cn3i,futil futil futil,,,['fʊ.t̪ɪ.lɪs],,0
98638,f1263,futtilis,a,aps---cn3i,futtil futtil futtil,,,['fʊt̪.t̪ɪ.lɪs],futtilis,0
98639,g0094,garrulus,a,aps---mn1-,garrul garrul garrul,,,['gar.rʊ.lʊs],garrulus,0
98640,g0097,gastra,n,n-s---fn1-,gastr,,,['gas.t̪ra],gastra,0
98641,g0097,gastrum,n,n-s---nn2-,gastr,,,['gas.t̪rũː],gastrum,0
98642,98642,gausapa,n,n-p---nn2-,gausap,,,['gaw.sa.paː],,0
98644,98644,gausape,n,n-s---nn3i,gausap,,,['gaw.sa.pɛ],,0
98645,98645,gausapes,n,n-s---mn3i,gausap,,,['gaw.sa.pɛs],,0
98646,98646,gelu,r,rp--------,,,,['gɛ.luː],,0
98649,g0137,gemellus,a,aps---mn1-,gemell gemell gemell,,,[gɛ.'mɛɫ.lʊs],gemellus,0
98648,g0137,gemellus,n,n-s---mn2-,gemell,,,[gɛ.'mɛɫ.lʊs],gemellus,0
98650,98650,gemini,n,n-p---mn2-,gemin,,,['gɛ.mɪ.n̪ɪ],,0
98651,98651,gemites,n,n-s---mn1g,gemit,,,['gɛ.mɪ.t̪ɛs],,0
98652,g0165,generalis,a,aps---cn3i,general general general,,,[gɛ.'n̪ɛ.ra.lɪs],generalis,0
98653,g0168,generasco,v,v1spia--3-,generasc - -,,,[gɛ.n̪ɛ.'ras.kɔ],generasco,0
98654,g0178,genesis,n,n-s---fn3i,genes,,,['gɛ.n̪ɛ.sɪs],genesis,0
98656,g0196,genitabilis,a,aps---cn3i,genitabil genitabil genitabil,,,[gɛ.n̪ɪ.'t̪a.bɪ.lɪs],genitabilis,0
98688,98688,Grama,n,n-s---fn1-,Gram,,,['gra.ma],,0
98658,g0198,genitalis,a,aps---cn3i,genital genital genital,,,[gɛ.'n̪ɪ.t̪a.lɪs],genitalis,0
98659,98659,genitaliter,r,rp--------,,,,[gɛ.n̪ɪ.'t̪a.lɪ.t̪ɛr],,0
98660,98660,genitrix,n,n-s---fn3-,genitric,,,['gɛ.n̪ɪ.t̪rɪks],,0
98662,g0207,gentilis,a,aps---cn3i,gentil gentil gentil,,,['gɛn̪.t̪ɪ.lɪs],gentilis,0
98661,98661,gentilis,n,n-s---mn3i,gentil,,,['gɛn̪.t̪ɪ.lɪs],,0
98663,g0220,geometres,n,n-s---mn1g,geometr,,n-s---mn1-=geometra,[gɛ̣.'jɔ.mɛ.t̪rɛs],geometres/-a,0
98664,g0230,germanus,n,n-s---mn2-,german,,,['gɛr.ma.n̪ʊs],germanus,0
98665,98665,gerrae,n,n-p---fn1-,gerr,,,['gɛr.raj],,0
98667,g0262,gestator,n,n-s---mn3-,gestator,,,['gɛs.t̪a.t̪ɔr],gestator,0
98669,g0272,gestito,v,v1spia--1-,gestit gestitau gestitat,,,['gɛs.t̪ɪ.t̪ɔ],gestito,0
98670,g0280,gibber,a,aps---mn1r,gibber gibber gibber,,,['gɪb.bɛr],gibber,0
98671,g0303,gingiliphus,n,n-s---mn2-,gingiliph,,,[gɪŋ.'gɪ.lɪ.pʰʊs],gingiliphus,0
98672,g0312,gizeria,n,n-p---nn2-,gizeri,,,[gɪz.'zɛ.rɪ̣.ja],gizeria,0
98673,98673,glaber,n,n-s---mn2r,glabr,,,['gla.bɛr],,0
98674,g0319,glacialis,a,aps---cn3i,glacial glacial glacial,,,[gla.'kɪ̣.ja.lɪs],glacialis,0
98675,g0328,gladiatura,n,n-s---fn1-,gladiatur,,,[gla.d̪ɪ̣.'ja.t̪ʊ.ra],gladiatura,0
98677,g0339,glandifer,a,aps---mn1r,glandifer glandifer glandifer,,,['glan̪.d̪ɪ.fɛr],glandifer,0
98678,g0361,glaucus,n,n-s---mn2-,glauc,,,['glaw.kʊs],glaucus,0
98679,g0441,glittus,a,aps---mn1-,glitt glitt glitt,,,['glɪt̪.t̪ʊs],glittus,0
98681,98681,gnatus,a,aps---mn1-,gnat gnat gnat,,,['ŋn̪a.t̪ʊs],,0
98682,98682,gnauiter,r,rp--------,,,,['ŋn̪a.wɪ.t̪ɛr],,0
98683,98683,gnauus,a,aps---mn1-,gnau gnau gnau,,,['ŋn̪a.wʊs],,0
98685,g0493,gradatus,a,aps---mn1-,gradat gradat gradat,,,['gra.d̪a.t̪ʊs],gradatus,0
98686,98686,graece,r,rp--------,,,,['graj.keː],,0
98689,98689,grammatice,n,n-s---fn1g,grammatic,,,[gra.'mma.t̪ɪ.kɛ],,0
98690,g0516,grammaticus,a,aps---mn1-,grammatic grammatic grammatic,,,[gra.'mma.t̪ɪ.kʊs],grammaticus,0
98691,g0537,grandio,v,v1spia--4-,grand grandiu grandit,,,['gran̪.d̪ɪ̣.jɔ],grandio,0
98693,g0544,granea,n,n-s---fn1-,grane,,,['gra.n̪ɛ̣.ja],granea,0
98945,i1402,ineluctabilis,a,aps---cn3i,ineluctabil ineluctabil ineluctabil,,,[ɪ.n̪ɛ.lʊk.'t̪a.bɪ.lɪs],ineluctabilis,0
98657,,genitale,n,n-s---nn3i,genital,,n-p---nn3i=genitalia,[gɛ.'n̪ɪ.t̪a.lɛ],genitale,0
98626,f1177,fundo,v,v1spia--1-,fund fundau fundat,,,['fʊn̪.d̪ɔ],fundo,0
98697,98697,grauastellus,a,aps---mn1-,grauastell grauastell grauastell,,,[gra.was.'t̪ɛɫ.lʊs],,0
98698,g0587,graueolens,a,aps---an3i,graueolent graueolent graueolent,,,[gra.'wɛ̣.jɔ.ɫeːn̪s],graueolens,0
98699,g0589,grauesco,v,v1spia--3-,grauesc - -,,,[gra.'wɛs.kɔ],grauesco,0
98700,g0596,grauis,a,aps---cn3i,grau grau grau,,,['gra.wɪs],grauis,0
98701,98701,gregales,n,n-p---mn3i,gregal,,,['grɛ.ga.lɛs],,0
98702,g0602,gregalis,a,aps---cn3i,gregal gregal gregal,,,['grɛ.ga.lɪs],gregalis,0
98703,g0701,grossus,n,n-s---cn2-,gross,,,['grɔs.sʊs],grossus,1
98704,98704,gubernaclum,n,n-s---nn2-,gubernacl,,,['gʷbɛr.n̪a.kɫũː],,0
98705,g0644,gubernum,n,n-s---nn2-,gubern,,,['gʷbɛr.n̪ũː],gubernum,0
98706,g0650,gulosus,a,aps---mn1-,gulos gulos gulos,,,['gʷlɔ.sʊs],gulosus,0
98708,g0663,gustatio,n,n-s---fn3-,gustation,,,['gʷst̪aː.t̪ɪ̣.joː],gustatio,0
98709,g0664,gustatorium,n,n-s---nn2-,gustatori,,,[gʷst̪a.'t̪ɔ.rɪ̣.jũː],gustatorium,0
98710,g0668,gustum,n,n-s---nn2-,gust,,,['gʷst̪ũː],gustum,0
98695,g0568,gratilla,n,n-s---fn1-,gratill,,,[gra.'t̪ɪɫ.la],gratilla,0
98711,98711,gutto,v,v1spia--1-,gutt guttau guttat,,,['gʷt̪t̪ɔ],,0
98713,g0698,gutturosus,a,aps---mn1-,gutturos gutturos gutturos,,,['gʷt̪t̪ʊ.rɔ.sʊs],gutturosus,0
98714,h0005,habilis,a,aps---cn3i,habil habil habil,,,['ha.bɪ.lɪs],habilis,0
98715,98715,habiliter,r,rp--------,,,,[ha.'bɪ.lɪ.t̪ɛr],,0
98716,98716,habitus,a,aps---mn1-,habit habit habit,,,['ha.bɪ.t̪ʊs],,0
98717,98717,habrotonus,n,n-s---mn2-,habroton,,,[ha.'brɔ.t̪ɔ.n̪ʊs],,0
98737,98737,Helice,n,n-s---fn1g,Helic,,,['hɛ.lɪ.kɛ],,0
98719,h0029,haeresco,v,v1spia--3-,,,,[haj.'rɛs.kɔ],haeresco,0
98722,98722,halcyoneus,a,aps---mn1-,halcyone halcyone halcyone,,,['haɫ.ky.jɔn̪ews],,0
98759,h0434,hira,n,n-s---fn1-,hir,,n-s---mn3-=hir,['hɪ.ra],hira,0
98724,h0075,halophanta,n,n-s---mn1-,halophant,,,[ha.lɔ.'pʰan̪.t̪a],halophanta,0
98725,h0104,haphe,n,n-s---fn1g,haph,,,['ha.pʰɛ],haphe,0
98726,98726,hariolus,n,n-s---fn2-,hariol,,,[ha.'rɪ̣.jɔ.lʊs],,0
98727,h0127,harpago,v,v1spia--1-,harpag harpagau harpagat,,,['har.pa.gɔ],harpago,0
98728,h0850,harundifer,a,aps---mn1r,harundifer harundifer harundifer,,,[ha.'rʊn̪.d̪ɪ.fɛr],harundifer,0
98729,98729,hastati,n,n-p---mn2-,hastat,,,['has.t̪a.t̪ɪ],,0
98730,98730,hebenus,n,n-s---fn2-,heben,,,['hɛ.bɛ.n̪ʊs],,0
98732,h0160,hebes,a,aps---an3-,hebet hebet hebet,,,['hɛ.bɛs],hebes,0
98733,h0161,hebetatio,n,n-s---fn3-,hebetation,,,[hɛ.bɛ.'t̪a.t̪ɪ̣.jɔ],hebetatio,0
98734,98734,hebetius,a,aps---mn1-,hebeti hebeti hebeti,,,[hɛ.'bɛ.t̪ɪ̣.jʊs],,0
98736,h0173,hederaceus,a,aps---mn1-,hederace hederace hederace,,,['hɛ.d̪ɛ.rakews],hederaceus,0
98738,h0195,heliocaminus,n,n-s---mn2-,heliocamin,,,[hɛ.lɪ̣.jɔ.'ka.mɪ.n̪ʊs],heliocaminus,0
98740,h0243,hepatia,n,n-p---nn2-,hepati,,,[heː.'pa.t̪ɪ̣.ja],hepatia,0
98742,h0275,herbeus,a,aps---mn1-,herbe herbe herbe,,,['hɛrbews],herbeus,0
98743,h0278,herbifer,a,aps---mn1r,herbifer herbifer herbifer,,,['hɛr.bɪ.fɛr],herbifer,0
98744,98744,hercisco,v,v1spia--3-,hercisc - -,,,[hɛr.'kɪs.kɔ],,0
98746,h0292,heredipeta,n,n-s---mn1-,heredipet,,,[hɛ.rɛ.'d̪ɪ.pɛ.t̪a],heredipeta,0
98747,h0316,heroida,n,n-s---fn1-,heroid,,,[hɛ.'rɔ.jɪ.d̪a],heroida,0
98748,h0318,heroum,n,n-s---nn2-,hero,,,[heː.'roː.jũː],heroum,0
98749,h0351,hiasco,v,v1spia--3-,hiasc - -,,,[hɪ̣.'jas.kɔ],hiasco,0
98750,98750,hibernacula,n,n-p---nn2-,hibernacul,,,[hɪ.bɛr.'n̪a.kʊ.la],,0
98754,h0382,hilariculus,a,aps---mn1-,hilaricul hilaricul hilaricul,,,[hɪ.la.'rɪ.kʊ.lʊs],hilariculus,0
98755,h0388,hilaris,a,aps---cn3i,hilar hilar hilar,,,['hɪ.la.rɪs],hilaris,0
98756,h0299,hilla,n,n-s---fn1-,hill,,,['hɪɫ.la],hilla,0
98757,h0421,hippoperae,n,n-p---fn1-,hippoper,,,[hɪp.'pɔ.pɛ.raj],hippoperae,0
98758,98758,hippotoxotae,n,n-p---mn1-,hippotoxot,,,[hɪp.pɔ.'t̪ɔk.sɔ.t̪aj],,0
98718,98718,Haediliae,n,n-p---fn1-,Haedili,,,[haj.'d̪ɪ.lɪ̣.jaj],,0
98760,98760,historice,r,rp--------,,,,[hɪs.'t̪ɔ.rɪ.kɛ],,0
98761,h0465,historicus,n,n-s---mn2-,historic,,,[hɪs.'t̪ɔ.rɪ.kʊs],historicus,0
119654,o0199,ollarius,a,aps---mn1-,ollari ollari ollari,,,[ɔɫ.'la.rɪ̣.jʊs],ollarius,0
98723,h0068,hallec,n,n-s---nn3-,hallec,,,['haɫ.lɛk],,0
98694,g0545,granifer,a,aps---mn1r,granifer granifer granifer,,,['gra.n̪ɪ.fɛr],granifer,0
98764,h0473,histrionia,n,n-s---fn1-,histrioni,,,[hɪs.t̪rɪ̣.'jɔ.n̪ɪ̣.ja],histrionia,0
98766,h0511,homicida,n,n-s---mn1-,homicid,,,[hɔ.'mɪ.kɪ.d̪a],homicida,0
98767,h0533,honestamentum,n,n-s---nn2-,honestament,,,[hɔ.n̪ɛs.t̪a.'mɛn̪.t̪ũː],honestamentum,0
98769,h0310,horaeon,n,n-s---nn2g,horae,,,[hɔ.'raj.jɔn̪],horaeon,0
98770,h0561,hordeia,n,n-s---fn1-,hordei,,,['hɔrd̪.eja],hordeia,0
98771,98771,horrens,a,aps---an3i,horrent horrent horrent,,,['hɔr.reːn̪s],,0
98772,98772,horrifice,r,rp--------,,,,[hɔr.'rɪ.fɪ.kɛ],,0
98773,h0632,hosticum,n,n-s---nn2-,hostic,,,['hɔs.t̪ɪ.kũː],hosticum,0
98774,98774,hostile,n,n-s---nn3i,hostil,,,['hɔs.t̪ɪ.lɛ],,0
98777,,hostis,n,n-s---mn3i,host,,,['hɔs.t̪ɪs],hostis,0
98776,h0638,hostio,v,v1spia--4-,host hostiu hostit,,,['hɔs.t̪ɪ̣.jɔ],hostio,0
98800,i0144,ignis,n,n-s---mn3i,ign,,,['ɪŋ.n̪ɪs],ignis,1
98778,h0642,hostus,n,n-s---mn2-,host,,,['hɔs.t̪ʊs],hostus,0
98779,98779,hucine,r,rp--------,,,,['hʊ.kɪ.n̪ɛ],,0
98780,98780,huiuscemodi,r,rp--------,,,,[hʊj.jʊs.'kɛ.mɔ.d̪ɪ],,0
98781,h0958,huiusmodi,r,rp--------,,,,[hʊj.'jʊs.mɔ.d̪ɪ],huiusmodi,0
98782,98782,humana,n,n-p---nn2-,human,,,[huː.'maː.n̪a],,0
98783,98783,humani,n,n-p---mn2-,human,,,[huː.'maː.n̪iː],,0
98784,98784,humesco,v,v1spia--3-,humesc - -,,,[hʊ.'mɛs.kɔ],,0
98786,98786,hydraules,n,n-s---mn1-,hydraul,,,['hy.d̪ra.wlɛs],,0
98785,h0716,hymen,n,n-s---mn3-,hymin,,,['hy.mɛn̪],hymen,0
98787,h0718,hymenaeus,n,n-s---mn2-,hymenae,,n-s---mn2g=hymenaeos,['hy.mɛn̪ews],hymenaeus/-os,0
98789,98789,iapyx,a,aps---an3-,iapyg iapyg iapyg,,,['ja.pyks],,0
98790,i0042,iatraliptes,n,n-s---mn1g,iatralipt,,,[ja.'t̪ra.lɪ.pt̪ɛs],iatraliptes,0
98791,98791,icarius,a,aps---mn1-,icari icari icari,,,[ɪ.'ka.rɪ̣.jʊs],,0
98792,i0061,iconismus,n,n-s---mn2-,iconism,,,[ɪ.kɔ.'n̪ɪs.mʊs],iconismus,0
98793,i0066,ictericus,a,aps---mn1-,icteric icteric icteric,,,[ɪk.'t̪ɛ.rɪ.kʊs],ictericus,0
98794,98794,idaeus,a,aps---mn1-,idae idae idae,,,['ɪd̪ews],,0
98795,i0096,idos,n,n-s---nn--,-,,,['ɪ.d̪ɔs],idos,0
98796,98796,iduus,a,aps---mn1-,idu idu idu,,,['ɪ.d̪ʊ.jʊs],,0
98797,i0098,idyllium,n,n-s---nn2-,idylli,,,[ɪ.'d̪yɫ.lɪ̣.jũː],idyllium,0
98798,98798,ignauiter,r,rp--------,,,,[ɪŋ.'n̪a.wɪ.t̪ɛr],,0
98799,i0142,ignipotens,a,aps---an3i,ignipotent ignipotent ignipotent,,,[ɪŋ.'n̪ɪ.pɔ.t̪eːn̪s],ignipotens,0
98803,98803,ilia,n,n-s---fn1-,ili,,,['ɪ.lɪ̣.ja],,0
98804,98804,illaboratus,a,aps---mn1-,illaborat illaborat illaborat,,,[ɪɫ.la.'bɔ.ra.t̪ʊs],,0
98806,i0180,illacessitus,a,aps---mn1-,illacessit illacessit illacessit,,,[ɪɫ.la.'kɛs.sɪ.t̪ʊs],illacessitus,0
98807,i0181,illacrimabilis,a,aps---cn3i,illacrimabil illacrimabil illacrimabil,,,[ɪɫ.la.krɪ.'ma.bɪ.lɪs],illacrimabilis,0
98809,i0188,illaetabilis,a,aps---cn3i,illaetabil illaetabil illaetabil,,,[ɪɫ.laj.'t̪a.bɪ.lɪs],illaetabilis,0
98810,i0204,illaudatus,a,aps---mn1-,illaudat illaudat illaudat,,,[ɪɫ.'law.d̪a.t̪ʊs],illaudatus,0
98811,98811,illecebrose,r,rp--------,,,,[ɪɫ.lɛ.'kɛ.brɔ.sɛ],,0
98812,98812,illectus,a,aps---mn1-,illect illect illect,,,[ɪɫ.'lɛk.t̪ʊs],,0
98813,98813,illepide,r,rp--------,,,,[ɪɫ.'lɛ.pɪ.d̪ɛ],,0
98814,i0222,illiberalis,a,aps---cn3i,illiberal illiberal illiberal,,,[ɪɫ.lɪ.'bɛ.ra.lɪs],illiberalis,0
98815,i0231,illicitator,n,n-s---mn3-,illicitator,,,[ɪɫ.lɪ.'kɪ.t̪a.t̪ɔr],illicitator,0
98816,i0232,illicito,v,v1spia--1-,illicit illicitau illicitat,,,[ɪɫ.'lɪ.kɪ.t̪ɔ],illicito,0
98817,i0240,illimis,a,aps---cn3i,illim illim illim,,,['ɪɫ.lɪ.mɪs],illimis,0
98819,i0251,illocabilis,a,aps---cn3i,illocabil illocabil illocabil,,,[ɪɫ.lɔ.'ka.bɪ.lɪs],illocabilis,0
98820,i0252,illorsum,r,rp--------,,,,[ɪɫ.'lɔr.sũː],illorsum,0
98775,,hostilis,a,aps---cn3i,hostil hostil hostil,,,['hɔs.t̪ɪ.lɪs],hostilis,0
98822,i0301,imbecillis,a,aps---cn3i,imbecill imbecill imbecill,,,[ɪm.bɛ.'kɪɫ.lɪs],imbecillis,0
98821,i0280,illustris,a,aps---cn3i,illustr illustr illustr,,,[ɪɫ.'lʊs.t̪rɪs],,0
98763,h0471,histrionalis,a,aps---cn3i,histrional histrional histrional,,,[hɪs.t̪rɪ̣.'jɔ.n̪a.lɪs],histrionalis,0
98833,98833,imminens,a,aps---an3i,imminent imminent imminent,,,['ɪ.mmɪ.n̪eːn̪s],,0
98834,i0381,immiserabilis,a,aps---cn3i,immiserabil immiserabil immiserabil,,,[ɪ.mmɪ.sɛ.'ra.bɪ.lɪs],immiserabilis,0
98836,98836,immortales,n,n-p---mn3i,immortal,,,[ɪ.mmɔ.'rt̪aː.leːs],,0
98837,i0418,immunis,a,aps---cn3i,immun immun immun,,,['ɪ.mmʊ.n̪ɪs],immunis,0
98839,i3127,immutatus,a,aps---mn1-,immutat immutat immutat,,,[ɪ.'mmʊ.t̪a.t̪ʊs],immutatus,0
98840,i0436,impallesco,v,v1spia--3-,impallesc impallu -,,,[ɪm.paɫ.'lɛs.kɔ],impallesco,0
98841,i0467,impendiosus,a,aps---mn1-,impendios impendios impendios,,,[ɪm.pɛn̪.'d̪ɪ̣.jɔ.sʊs],impendiosus,0
98843,i0477,imperabiliter,r,rp--------,,,,[ɪm.pɛ.ra.'bɪ.lɪ.t̪ɛr],imperabiliter,0
98844,i0484,imperco,v,v1spia--3-,imperc impars -,,,[ɪm.'pɛr.kɔ],imperco,0
98845,i0504,imperpetuus,a,aps---mn1-,imperpetu imperpetu imperpetu,,,[ɪm.pɛr.'pɛ.t̪ʊ.jʊs],imperpetuus,0
98846,i0509,imperspicuus,a,aps---mn1-,imperspicu imperspicu imperspicu,,,[ɪm.pɛrs.'pɪ.kʊ.jʊs],imperspicuus,0
98847,i0528,impetrabilis,a,aps---cn3i,impetrabil impetrabil impetrabil,,,[ɪm.pɛ.'t̪ra.bɪ.lɪs],impetrabilis,0
98848,i0537,impexus,a,aps---mn1-,impex impex impex,,,[ɪm.'pɛk.sʊs],impexus,0
98849,98849,implacabilius,r,rp--------,,,,[ɪm.pla.ka.'bɪ.lɪ̣.jʊs],,0
98850,i0564,implecto,v,v1spia--3-,implect implex implex,,,['ɪm.plɛ.kt̪ɔ],implecto,0
98851,i0581,impluuiatus,a,aps---mn1-,impluuiat impluuiat impluuiat,,,[ɪm.plʊ.'jʊ.jja.t̪ʊs],impluuiatus,0
98852,i0597,importaticius,a,aps---mn1-,importatici importatici importatici,,,[ɪm.pɔr.t̪a.'t̪ɪ.kɪ̣.jʊs],importaticius,0
98853,98853,impos,n,n-s---mn3-,impot,,,['ɪm.pɔs],,0
98854,i0612,impotens,a,aps---an3i,impotent impotent impotent,,,['ɪm.pɔ.t̪eːn̪s],impotens,0
98856,98856,improuisum,n,n-s---nn2-,improuis,,,[ɪm.'prɔ.wɪ.sũː],,0
98857,i0665,imprudens,a,aps---an3i,imprudent imprudent imprudent,,,[ɪm.'pruː.d̪eːn̪s],imprudens,0
98858,i0668,impudens,a,aps---an3i,impudent impudent impudent,,,['ɪm.pʊ.d̪eːn̪s],impudens,0
98859,98859,impugnatus,a,aps---mn1-,impugnat impugnat impugnat,,,[ɪm.'pʊŋ.n̪a.t̪ʊs],,0
98860,i0691,impuro,v,v1spia--1-,impur impurau impurat,,,['ɪm.pʊ.rɔ],impuro,0
98838,i1337,immutabilis,a,aps---cn3i,immutabil immutabil immutabil,,,[ɪ.mmʊ.'t̪a.bɪ.lɪs],immutabilis,0
98871,i3137,inaratus,a,aps---mn1-,inarat inarat inarat,,,[ɪ.'n̪a.ra.t̪ʊs],inaratus,0
98872,i0779,inaresco,v,v1spia--3-,inaresc inaru -,,,[ɪ.n̪a.'rɛs.kɔ],inaresco,0
98873,i0786,inascensus,a,aps---mn1-,inascens inascens inascens,,,[ɪ.n̪as.'keːn̪.sʊs],inascensus,0
98874,98874,inberbis,a,aps---cn3i,inberb inberb inberb,,,[ɪn̪.'bɛr.bɪs],,0
98875,i0817,incalfacio,v,v1spia--3i,incalfac - -,,,[ɪŋ.kaɫ.'fa.kɪ̣.jɔ],incalfacio,0
98877,i0850,inceleber,a,aps---mn3-,incelebr incelebr incelebr,,aps---cn3i=incelebris aps---nn3i=incelebre,[ɪŋ.'kɛ.lɛ.bɛr],,0
98878,i0855,incendiarius,n,n-s---mn2-,incendiari,,,[ɪŋ.kɛn̪.d̪ɪ̣.'ja.rɪ̣.jʊs],incendiarius,0
98879,i0873,incerniculum,n,n-s---nn2-,incernicul,,,[ɪŋ.kɛr.'n̪ɪ.kʊ.ɫũː],incerniculum,0
98880,98880,incerte,r,rp--------,,,,[ɪŋ.'kɛr.t̪ɛ],,0
98881,i0877,incerto,v,v1spia--1-,incert incertau incertat,,,[ɪŋ.'kɛr.t̪oː],incerto,0
98882,i0878,incertum,n,n-s---nn2-,incert,,,[ɪŋ.'kɛr.t̪ũː],incertum,0
98883,i0884,incestificus,a,aps---mn1-,incestific incestific incestific,,,[ɪŋ.kɛs.'t̪ɪ.fɪ.kʊs],incestificus,0
98884,i0888,incestum,n,n-s---nn2-,incest,,,[ɪŋ.'kɛs.t̪ũː],incestum,0
98885,i0900,incile,n,n-s---nn3i,incil,,,['ɪŋ.kɪ.lɛ],incile,0
98886,i0935,inclaudico,v,v1spia--1-,inclaudic inclaudicau inclaudicat,,,[ɪŋ.'kla.wd̪ɪ.kɔ],inclaudico,0
98888,i0939,inclinabilis,a,aps---cn3i,inclinabil inclinabil inclinabil,,,[ɪŋ.klɪ.'n̪a.bɪ.lɪs],inclinabilis,0
98889,i1358,incoactus,a,aps---mn1-,incoact incoact incoact,,,[ɪŋ.kɔ.'jak.t̪ʊs],incoactus,0
98890,i0959,incohibilis,a,aps---cn3i,incohibil incohibil incohibil,,,[ɪŋ.kɔ.'hɪ.bɪ.lɪs],incohibilis,0
98832,i0372,immersabilis,a,aps---cn3i,immersabil immersabil immersabil,,,[ɪ.mmɛ.'rsa.bɪ.lɪs],immersabilis,0
98862,98862,imum,n,n-s---nn2-,im,,,['ɪ.mũː],,0
98894,i0993,incomparabilis,a,aps---cn3i,incomparabil incomparabil incomparabil,,,[ɪŋ.kɔm.pa.'ra.bɪ.lɪs],incomparabilis,0
98896,i1012,inconcussus,a,aps---mn1-,inconcuss inconcuss inconcuss,,,[ɪŋ.kɔŋ.'kʊs.sʊs],inconcussus,0
98897,i1013,incondemnatus,a,aps---mn1-,incondemnat incondemnat incondemnat,,,[ɪŋ.kɔn̪.'d̪ɛm.n̪a.t̪ʊs],incondemnatus,0
98898,i1020,incongruens,a,aps---an3i,incongruent incongruent incongruent,,,[ɪŋ.'kɔŋ.grʊ.jeːn̪s],incongruens,0
98899,i1049,inconstans,a,aps---an3i,inconstant inconstant inconstant,,,['ɪŋkɔːn̪s.t̪aːn̪s],inconstans,0
98901,i1071,inconueniens,a,aps---an3i,inconuenient inconuenient inconuenient,,,[ɪŋ.kɔ.n̪ʊ.'jɛ.n̪ɪ̣.jeːn̪s],inconueniens,0
98902,98902,increbesco,v,v1spia--3-,increbesc increbu -,,,[ɪŋ.'krɛ.bɛ.skɔ],,0
98903,i0685,incredibilis,a,aps---cn3i,incredibil incredibil incredibil,,,[ɪŋ.kreː.'d̪ɪ.bɪ.lɪs],incredibilis,0
98904,i1119,increto,v,v1spia--1-,incret incretau incretat,,,['ɪŋ.krɛ.t̪ɔ],increto,0
98905,i1132,incubo,n,n-s---mn3-,incubon,,,['ɪŋ.kʊ.bɔ],incubo,0
98906,i1138,inculpabilis,a,aps---cn3i,inculpabil inculpabil inculpabil,,,[ɪŋ.kʊɫ.'pa.bɪ.lɪs],inculpabilis,0
