0,n,10,a barrel holding vinegar in which cucumbers are pickled,
124715,03476036,n,10,a set of china or silverware for serving tea,1957
124716,03476224,n,10,(British) a restaurant where tea and light meals are available,"1707,2415,2772"
124718,03476525,n,10,a device to keep back tea leaves when pouring a cup of tea,
124719,03476642,n,10,a small table for serving afternoon tea,2410
124720,03476737,n,10,a tray that accommodates a tea service,1957
124721,03476849,n,10,an urn in which tea is brewed and from which it is served,1957
124723,03477091,n,10,a short T-shaped peg put into the ground to hold a golf ball off the ground,2871
124724,03477245,n,10,a device that supports a football off the ground preparatory to the kickoff,2871
124726,03477648,n,10,a system for communicating at a distance,1935
124727,03477807,n,10,the apparatus used to communicate at a distance over a wire (usually in Morse code),1707
124728,03477959,n,10,a lever that sends a telegraph signal when it is depressed and the circuit is closed,"1935,2415"
124729,03478103,n,10,any device for observing events at a distance and transmitting the information back to the observer,"1946,2097"
124731,03478695,n,10,a bell that rings to signal a call,2101
124732,03478790,n,10,for using a telephone,"1707,2415"
124733,03478932,n,10,the telephone wire that connects to the handset,"1939,2107"
124734,03479053,n,10,an additional telephone operating on the same line,"1939,2107"
124735,03479169,n,10,a jack for plugging in a telephone,2284
124736,03479277,n,10,a telephone connection,1939
124737,03479488,n,10,a plug for connecting a telephone,2284
124738,03479595,n,10,tall pole supporting telephone wires,2415
124739,03479726,n,10,converts electrical signals into sounds,"1939,2284,2410"
124740,03479878,n,10,a communication system that transmits sound between distant points,1939
124741,03480098,n,10,the wire that carries telegraph and telephone signals,"1939,2107"
124742,03480281,n,10,a photograph made with a telephoto lens,2527
124743,03480393,n,10,a photograph transmitted and reproduced by telephotography,2527
124744,03480512,n,10,a camera lens that magnifies the image,2102
124745,03480623,n,10,trademarked tv prompting device,2606
124746,03480713,n,10,an instrument that magnifies the image of distant objects,2097
124747,03480963,n,10,a telescope on a firearm for use as a sight,2102
124748,03481087,n,10,a thermometer that registers the temperature at some distant point,1951
124749,03481215,n,10,a printing telegraph that operates like a typewriter,1422
124750,03481385,n,10,a communication that transmits images of objects (stationary or moving) between distant points,2606
124751,03481743,n,10,an omnidirectional antenna tuned to the broadcast frequencies assigned to television,"1707,2284"
124752,03481923,n,10,lens system focuses image on a photosensitive mosaic that is scanned by an electron beam,2606
124753,03482141,n,10,a tube that rapidly scans an information-bearing mosaic,"2107,2284,2606"
124754,03482345,n,10,electronic equipment that broadcasts or receives electromagnetic waves representing images,2606
124756,03482829,n,10,a room set aside for viewing television,2415
124757,03482940,n,10,for the production and transmission of television broadcasts,1935
124758,03483116,n,10,the part of a television system that transmits signals,"1935,2107,2606"
124759,03483258,n,10,one of the units (or cars) in a telpherage,1946
124760,03483382,n,10,a transportation system in which cars (telphers) are suspended from cables and operated on electricity,1946
124761,03483572,n,10,pigment mixed with water-soluble glutinous materials such as size and egg yolk,2511
124762,03483734,n,10,an edifice for the worship of a deity,"1565,2415,2446"
124763,03483896,n,10,a place devoted to special or exalted purposes,2415
124755,03482557,n,10,"a receiver that displays television images: ""the British call a tv set a telly""","1935,2107,2410,2606"
150653,07578830,n,10,an important person in India,2516
150614,07572840,n,10,"a person who shoots (as regards their ability); ""he is a crack shot""; ""a poor shooter""","1781,2516"
150630,07575315,n,10,(Church of England) an assistant to the churchwarden; collects offerings of money in the church,1565
124793,03488343,n,10,an input-output device providing access to a computer; has a keyboard and display,2107
124797,03488850,n,10,a pile fabric (usually cotton) with uncut loops on both sides; used to make bath towels and bath robes,1787
124798,03489017,n,10,a step-up transformer with an air core; used to produce high voltages at high frequencies,2284
124813,03491004,n,10,a sedative and hypnotic drug; withdrawn from sale after discovered to cause severe birth defects,2248
124815,03491295,n,10,"a building where theatrical performances or motion-picture shows can be presented; ""the house was full""","1707,2415,2446,2610"
124816,03491770,n,10,a hanging cloth that conceals the stage; rises at the beginning and descends at the end of a performance,2610
124765,03484341,n,10,a connection intended to be used for a limited time,
124766,03484481,n,10,usually provides supplies to other ships,1942
124767,03484588,n,10,a boat for communication between ship and shore,1942
124769,03484831,n,10,a rundown apartment house barely meeting minimal standards,2415
124770,03484961,n,10,ball about the size of a fist used in playing tennis,"2633,2871"
124771,03485071,n,10,a camp where tennis is taught,"2415,2772,2871"
124772,03485158,n,10,the court on which tennis is played,"2415,2871"
124773,03485252,n,10,a racket used to play tennis,2871
124774,03485357,n,10,a projection at the end of a piece of wood that is shaped to fit into a mortise and form a mortise joint,1787
124775,03485532,n,10,any of various drums with small heads,2536
124776,03485635,n,10,trade name for an antihypertensive drug consisting of a fixed combination of atenolol and a diuretic,2248
124778,03485930,n,10,a nail 3 inches long,
124779,03486010,n,10,one of the bottle-shaped pins used in bowling,2631
124780,03486108,n,10,a manometer for measuring vapor pressure,1951
124781,03486205,n,10,an instrument for measuring the surface tension of a liquid,1951
124782,03486322,n,10,an instrument for measuring the tension in a wire or fiber or beam,1951
124783,03486446,n,10,an instrument for measuring the moisture content of soil,1951
124784,03486560,n,10,a playing card with ten pips on the face,2637
124786,03487226,n,10,a frame with hooks used for stretching and drying cloth,
124787,03487353,n,10,one of a series of hooks used to hold cloth on a tenter,"2098,2875"
124788,03487484,n,10,a piece of canvas that can be drawn back to provide entrance to a tent,2772
124789,03487658,n,10,a peg driven into the ground to hold a rope supporting a tent,
124791,03487908,n,10,where transport vehicles load or unload passengers or goods,"1707,1946,2772"
124794,03488515,n,10,either end of a railroad or bus route,1707
124795,03488607,n,10,a hard unglazed brownish-red earthenware,2446
124796,03488705,n,10,made from the reddish-brown clay found on the Aegean island of Lemnos,2446
124799,03489163,n,10,a place equipped with instruments etc for testing engines a machinery under working conditions,
124800,03489312,n,10,equipment required to perform a test,
124801,03489409,n,10,a flat canopy (especially one over a four-poster bed),2410
124802,03489515,n,10,paper impregnated with an indicator for use in chemical tests,2111
124803,03489651,n,10,a range for conducting tests,
124804,03489736,n,10,a rocket fired for test purposes,1946
124805,03489888,n,10,a room in which tests are conducted,2415
124806,03489994,n,10,glass tube closed at one end,2306
124808,03490263,n,10,a crystalline compound used in the form of a hydrochloride as a local anesthetic,2248
124809,03490400,n,10,an antibiotic derived from microorganisms of the genus Streptomyces and used broadly to treat infections (Achromycin is a trade name),2248
124810,03490623,n,10,a thermionic tube having four electrodes,"2107,2284"
124811,03490717,n,10,a machine for making textiles,1787
124812,03490898,n,10,a factory for making textiles,"1787,1794,2446"
124814,03491176,n,10,a house roof made with a plant material (as straw),2415
124817,03491991,n,10,any of various lights used in a theater,2610
124818,03492165,n,10,a stage in a theater on which actors can perform,"2415,2610"
124819,03492383,n,10,"an instrument for measuring horizontal and vertical angles, consisting of a small tripod-mounted telescope",
124820,03492574,n,10,a printer that produces characters by applying heat to special heat-sensitive paper,1422
124823,03493289,n,10,a thermometer that uses thermoelectric current to measure temperature,1951
124790,03487774,n,10,a native American tent; usually of conical shape,"2415,2772"
150639,07576555,n,10,"an Italian title of respect for a man; equivalent to the English ""sir""; used separately (not prefixed to his name)",2516
124842,03496773,n,10,"the third from the lowest forward ratio in the gear box of a motor vehicle: ""you shouldn't try to start in third gear""","1946,2098"
124841,03496600,n,10,"the base that must be touched third by a base runner in baseball: ""he was cut down in a close play at third""",2871
124855,03498829,n,10,"something resembling a throat in shape or function: ""the throat of the vase"" or ""the throat of a chimney""",
124836,03495643,n,10,"an artifact: ""how does this thing work?""",
124837,03495843,n,10,"an entity that is not named specifically: ""I couldn't tell what the thing was""",
124874,03501507,n,10,a crosspiece spreading the gunnels of a boat; used as a seat in a rowboat,"1942,2415,2772"
124824,03493464,n,10,a thermometer that records temperature variations on a graph as a function of time,1951
124825,03493623,n,10,a hydrometer that includes a thermometer,1951
124826,03493745,n,10,a junction between two dissimilar metals across which a voltage appears,
124827,03493877,n,10,for measuring temperature,1951
124828,03494357,n,10,a nuclear reactor that uses controlled nuclear fusion to generate energy,2097
124830,03494667,n,10,preserves temperature of hot or cold drinks,
124831,03494781,n,10,a device for automatically regulating temperature by starting or stoping the supply of heat,2098
124832,03495040,n,10,a pad worn by football players,2875
124833,03495126,n,10,one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it,
124838,03496063,n,10,an antineoplastic drug used to treat acute leukemias,2248
124840,03496436,n,10,a tranquilizer (trade name Mellaril) used to treat schizophrenia and other psychotic disorders,2248
124843,03496975,n,10,a rail through which electric current is supplied to an electric locomotive,"1940,2415"
124844,03497107,n,10,a public road from one place to another,1946
124845,03497295,n,10,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving,
124846,03497651,n,10,an arch whose inner curve is drawn with circles having three centers,2446
124847,03497806,n,10,a warship carrying guns on three decks,"1781,1942"
124848,03497903,n,10,any ship having three decks,1942
124849,03497989,n,10,radar that will report altitude as well as azimuth and distance of a target,1951
124850,03498145,n,10,the spine and much of the sides are a different material from the rest of the cover,1422
124851,03498296,n,10,a machine for separating seeds or grain from the husks and straw,"2314,2876"
124852,03498446,n,10,a floor or ground space for threshing or treading out grain,
124853,03498567,n,10,a logic element that performs a threshold operation,"2107,2284"
124854,03498699,n,10,a shop that sells second-hand goods at reduced prices,2872
124856,03498987,n,10,an opening in the vamp of a shoe at the instep,2875
124857,03499105,n,10,worn by hockey goalkeeper and catcher in baseball,2875
124859,03499424,n,10,"the chair of state of a monarch, bishop, etc.","2410,2446"
124860,03499594,n,10,a spinning machine formerly used to twist and wind fibers of cotton or wool continuously,1787
124861,03499737,n,10,the amount passing through a system from input to output (especially of a computer program over a period of time),"1355,1753"
124862,03499907,n,10,a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something,2875
124863,03500051,n,10,a sling-like device used in various primitive societies to propel a dart or spear,"1675,1781"
124864,03500241,n,10,a small cushion that is used for decorative purposes,2410
124865,03500352,n,10,a bearing designed to take thrusts parallel to the axis of revolution,
124867,03500632,n,10,a hole made to fit the thumb (as in a bowling ball),2631
124868,03500758,n,10,the hole in a woodwind that is closed and opened with the thumb,2536
124869,03500896,n,10,one of a series of rounded notches in the fore edge of a book to indicate sections,
124870,03501036,n,10,screw designed to be turned with the thumb and fingers,
124871,03501147,n,10,formerly used to torture by squeezing the thumbs,1802
124872,03501252,n,10,covering to protect an injured thumb,2232
124873,03501345,n,10,a tack for attaching papers to a bulletin board or drawing board,2479
124875,03501667,n,10,a crown-like jewelled headdress worn by women on formal occasions,"2474,2875"
124876,03501784,n,10,a light mattress,2410
124877,03501851,n,10,automatically prints stock quotations on a paper tape,"1422,1769"
124878,03501972,n,10,paper strip on which a telegraphic ticker prints,1936
124879,03502077,n,10,a window through which tickets are sold,2415
124880,03502176,n,10,a strong fabric used for mattress and pillow covers,1787
124835,03495442,n,10,a light-colored crystalline powder used as a surgical antiseptic; Merthiolate is the trademark,2248
150643,07577141,n,10,"a word used for misbehaving children: ""don't be a silly""",2516
150645,07577369,n,10,a person with confused ideas; incapable of serious thought,2516
124888,03503352,n,10,"one of two or more layers one atop another: ""tier upon tier of huge casks""; ""a three-tier wedding cake""",
124902,03505298,n,10,a hitch used to secure a rope to a log or spar; often supplemented by a half hitch,
124904,03505571,n,10,a ball that slides down a staff to show a fixed time; especially at an observatory,1951
124914,03507166,n,10,a timepiece that measures a time interval and signals its end; used in cooking,1951
124919,03507762,n,10,a solution of iodine in ethyl alcohol; applied topically to wounds as an antiseptic,2248
124923,03508256,n,10,thin sheet iron or steel coated with tin to prevent rusting; used especially for cans and pots,1787
124929,03508995,n,10,"covering for a wheel: ""automobile tires are usually made of rubber and filled with compressed air""","1946,2875"
124935,03509972,n,10,a yellow crystalline compound that is a flammable toxic derivative of toluene; used as a high explosive,"2110,2111"
124887,03503247,n,10,a piece of jewelry that holds a man's tie in place,2474
124881,03502281,n,10,a small coil in series with the anode of a vacuum tube and coupled to the grid to provide feedback,2284
124882,03502438,n,10,a line indicating the high-water or low-water limits of the tides,2125
124883,03502558,n,10,holds odds and ends (as sewing materials),
124889,03503506,n,10,a rack for storing ties,2410
124890,03503584,n,10,seating that is arranged in sloping tiers so that spectators in the back can see over the heads of those in front,"1707,2415,2610"
124891,03503831,n,10,either of two rods that link the steering gear to the front wheels,2098
124892,03503970,n,10,a pin used to hold the tie in place,2474
124893,03504080,n,10,tightly stretched rope or wire on which acrobats perform high above the ground,
124894,03504232,n,10,skintight knit garment covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls,2875
124895,03504435,n,10,a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces of buildings,2415
124896,03504610,n,10,a tool for cutting floor tiles,2415
124897,03504698,n,10,a roof made of fired clay tiles,2415
124898,03504804,n,10,used to turn the rudder on a boat,"1942,2415"
124899,03504909,n,10,a pedestal table whose top is hinged so that it can be tilted to a vertical position,2410
124900,03505082,n,10,a beam made of wood,2415
124901,03505226,n,10,a post made of wood,2415
124903,03505439,n,10,small hand drum similar to a tambourine formerly carried by itinerant jugglers,2536
124905,03505728,n,10,a bomb that has a detonating mechanism that can be set to go off at a particular time,2110
124906,03505888,n,10,for preserving historical records to be discovered at some future time,
124908,03506162,n,10,used to record the hours that people work,1951
124909,03506260,n,10,an instrument for measuring the time difference between two events,1951
124910,03506434,n,10,a photograph produced with a relatively long exposure time,2527
124911,03506552,n,10,a fuse made to burn for a given time (especially to explode a bomb),2110
124912,03506675,n,10,a science fiction machine that is supposed to transport people or objects into the past or the future,2053
124913,03506835,n,10,an instrument or device for keeping time,1951
124915,03507332,n,10,a regulator that activates or deactivates a mechanism at set times,2098
124916,03507450,n,10,a switch set to operate at a desired time,2098
124917,03507549,n,10,slang term for a destroyer,"1781,1942"
124918,03507629,n,10,a medicinal extract in an alcohol solution,2248
124920,03507937,n,10,a box for holding tinder,
124921,03508017,n,10,a prong on a fork or pitchfork,"1957,2415"
124922,03508136,n,10,foil made of tin or a tin-lead alloy,1787
124924,03508425,n,10,a thread with glittering metal foil attached,
124926,03508657,n,10,tack or small nail of tinned iron,
124927,03508744,n,10,articles made of tin plate,2872
124930,03509206,n,10,chains attached to wheels to increase traction on ice or snow,
124931,03509339,n,10,a lever that is used to force the casing of a pneumatic tire onto a steel wheel,2415
124933,03509731,n,10,barn originally built to hold tithes paid in kind and common in England,2415
124934,03509859,n,10,a junction where two roads or pipes etc meet to form a T,1946
124936,03510143,n,10,an appliance (usually electric) for toasting bread,2353
124937,03510247,n,10,long-handled fork for cooking or toasting frankfurters or bread etc. (especially over an open fire),1957
124938,03510406,n,10,a rack for holding slices of toast,2410
124925,03508522,n,10,"a showy decoration that is basically valueless: ""all the tinsel of self-promotion""",
150625,07574321,n,10,a person's brother or sister,
150660,07580022,n,10,a sister who has only one parent in common with you,2516
124986,03517995,n,10,small; has long handle; used to clean teeth,2371
124988,03518223,n,10,a small strip of wood or plastic; used to pick food from between the teeth,2415
124990,03518480,n,10,"a garment (especially for women) that extends from the shoulders to the waist or hips; ""he stared as she buttoned her top""",2875
171533,00355533,v,10,"provide with a flag: ""Flag this file so that I can recognize it immediately""",1422
124939,03510496,n,10,leaves of the tobacco plant dried and prepared for smoking or ingestion,2248
124940,03510793,n,10,a pouch for carrying pipe tobacco,
124941,03510886,n,10,a shop that sells pipes and pipe tobacco and cigars and cigarettes,"2446,2872"
124943,03511163,n,10,a drinking mug in the shape of a stout man wearing a three-cornered hat,2410
124944,03511315,n,10,a bell used to sound an alarm,2101
124945,03511412,n,10,the part of footwear that covers the toes,"2188,2875"
124946,03511522,n,10,leather covering the toe of a boot or shoe and reinforcing or decorating it,2875
124947,03511706,n,10,a small foothold used in climbing,2638
124948,03511793,n,10,a loose one-piece outer garment worn by men in ancient Rome,2875
124949,03511921,n,10,(ancient Rome) a toga worn by a youth as a symbol of manhood and citizenship,2875
124950,03512056,n,10,a wooden peg or pin inserted into the eye at the end of rope in order to fasten it to something,
124952,03512374,n,10,a hinged switch that can assume either of two positions,2098
124953,03512532,n,10,informal term for clothing,2875
124954,03512626,n,10,a room equipped with washing and toilet facilities,2415
124955,03512880,n,10,a plumbing fixture for defecation and urination,"2415,2446"
124956,03513148,n,10,the water-flushed bowl of toilet,2415
124957,03513257,n,10,a kit for carrying toilet articles while traveling,
124958,03513377,n,10,a fine powder for spreading on the body (as after bathing),"2248,2371"
124959,03513544,n,10,an artifact used in making your toilet,2371
124960,03513937,n,10,the hinged seat on a toilet,"2410,2415"
124961,03514041,n,10,soap used as a toiletry,2371
124962,03514146,n,10,a perfumed liquid lighter than cologne,2371
124964,03514437,n,10,a metal or plastic disk that can be used (as a substitute for coins) in slot machines,2098
124965,03514592,n,10,"a drug (trade name Tolinase) used in treating adult-onset, stable diabetes mellitus",2248
124966,03514743,n,10,an oral antidiabetic drug used in the treatment of adult-onset diabetes mellitus,2248
124967,03514881,n,10,a booth at a tollgate where the toll collector collects tolls,"1707,2415"
124968,03515040,n,10,a gate or bar across a toll bridge or toll road which is lifted when the toll is paid,
124969,03515190,n,10,a telephone line for long-distance calls,1939
124970,03515286,n,10,Tolectin is the trade name for this nonsteroidal anti-inflammatory drug,2248
124971,03515449,n,10,a fighting ax used by North American indians,1781
124972,03515558,n,10,a .45-caliber machine gun,1781
124973,03515665,n,10,a computer builds a detailed image of a particular plane through an object from multiple X-ray measurements,1355
124974,03515864,n,10,light balanced arm that carries the cartridge,"2098,2536"
124975,03516005,n,10,a lotion for cleansing the skin and contracting the pores,2371
124977,03516340,n,10,the flap of material under the laces of a shoe or boot,2875
124978,03516485,n,10,a mortise joint made by fitting a projection on the edge of one board into a matching groove on another board,1787
124979,03516664,n,10,a thin depressor used to press the tongue down during an examination of the mouth and throat,2232
124980,03516819,n,10,a medicine that strengthens and invigorates,2248
124981,03516946,n,10,an implement used in the practice of a vocation,2415
124982,03517458,n,10,a bag in which tools are carried,
124983,03517545,n,10,a box or chest or cabinet for holding hand tools,
124984,03517687,n,10,something resembling the tooth of an animal,
124985,03517876,n,10,one of a number of uniform projections on a gear,2098
124987,03518131,n,10,a dentifrice in the form of a paste,
124989,03518371,n,10,a dentifrice in the form of a powder,2371
124993,03519245,n,10,platform surrounding the head of a lower mast,1942
124994,03519359,n,10,a mast fixed to the head of a topmast on a square-rigged vessel,1942
124995,03519497,n,10,a sail set on a yard of a topgallant mast,"1787,1942"
124996,03519613,n,10,a garden having shrubs clipped or trimmed into decorative shapes especially of animals,"2314,2876"
124997,03519753,n,10,decorative ribbon or bow worn as a headdress,2875
124963,03514261,n,10,a doughnut-shaped chamber used in fusion research; a plasma is heated and confined in a magnetic bottle,
150661,07580144,n,10,a timid man or boy considered childish or unassertive,2516
150662,07580294,n,10,one who hesitates (out of fear),2516
125006,03521152,n,10,forerunner of modern destroyer; designed to destroy torpedo boats,"1781,1942"
125023,03523510,n,10,a structure taller than its diameter; can stand alone or be attached to a larger building,2446
125025,03524268,n,10,a fortress in London on the Thames; used as a palace and a state prison and now as a museum containing the crown jewels,1781
125030,03524895,n,10,"a nonfunctional replica of something else (frequently used as a modifier); ""a toy stove""",
125049,03527641,n,10,"a part of a main road that is defined by painted lines: ""that car is in the wrong lane""","1707,1946"
125044,03526770,n,10,a vehicle with large wheels; used in farming and other applications,1946
125045,03526927,n,10,a truck that has a cab but no body; used for pulling large trailers or vans,1946
125046,03527056,n,10,a card with a picture on it; collected and traded by children,2637
125048,03527430,n,10,an area in a roadway from which traffic is excluded; provides safe area for pedestrians,"1707,2772"
125052,03528261,n,10,a place where space for house trailers can be rented; utilities are generally provided,"2415,2772"
124998,03519851,n,10,the mast next above a lower mast and topmost in a fore-and-aft rig,1942
125033,03525200,n,10,either of two lines that connect a horse's harness to a wagon or other vehicle or to a whiffletree,2651
124999,03520043,n,10,the best (most expensive) in a given line of merchandise,2872
125000,03520180,n,10,a sail (or either of a pair of sails) immediately above the lowermost sail of a mast and supported by a topmast,"1787,1942"
125003,03520623,n,10,a flat at each side of the stage to prevent the audience from seeing into the wings,
125004,03520783,n,10,a long cylindrical self-propelled underwater projectile that detonates on contact with a target,1781
125005,03521004,n,10,small high-speed warship designed for torpedo attacks in coastal waters,"1781,1942"
125007,03521286,n,10,a tube near the waterline of a vessel through which a torpedo is fired,2306
125008,03521415,n,10,for transmitting and amplifying torque especially by hydraulic means,2306
125009,03521546,n,10,a wrench that has a gauge that indicates the amount of torque being applied,"1787,2415"
125010,03521681,n,10,designed to measure small forces by the torsion they exert on a thin wire,1951
125011,03521816,n,10,a room in which torture is inflicted,2415
125012,03521914,n,10,commonly the lowest molding at the base of a column,2446
125013,03522024,n,10,an object such as an animal or plant serving as the emblem of a family or clan especially among American Indians,2425
125015,03522398,n,10,a small hairpiece to cover partial baldness,2875
125016,03522520,n,10,large open car seating four with folding top,1946
125017,03522641,n,10,inexpensive accommodations on a ship or train,"2415,2772"
125018,03522760,n,10,a rectangular piece of absorbent cloth (or paper) for drying or wiping,1787
125019,03522990,n,10,any of various fabrics (linen or cotton) used to make towels,"1787,2401"
125020,03523153,n,10,a rack consisting of one or more bars on which towels can be hung,2410
125021,03523289,n,10,a horizontal bar a few inches from a wall for holding towels,"2371,2410,2415"
125022,03523418,n,10,a circular hoop for holding a towel,2875
125026,03524449,n,10,a rope used in towing,1946
125027,03524562,n,10,a building that houses administrative offices of a town government,"1707,2415"
125028,03524684,n,10,a path along a canal or river used by animals towing boats,1946
125029,03524810,n,10,for storage of toys,
125031,03525033,n,10,shop where toys are sold,"2446,2872"
125032,03525111,n,10,a doll that resembles a soldier,2633
125034,03525369,n,10,flight can be observed by trail of smoke,1781
125036,03525647,n,10,an open pattern of interlacing ribs,2446
125037,03525754,n,10,something drawn by tracing,2479
125038,03525842,n,10,any road or path affording passage especially a rough one,1946
125039,03526011,n,10,a bar or bars of rolled steel making a track along which vehicles can roll,"1946,2415"
125040,03526208,n,10,a pair of parallel rails providing a runway for wheels,"1707,1946"
125041,03526350,n,10,a groove on a phonograph recording,
125042,03526436,n,10,(computer science) one of the circular magnetic patterns on a magnetic disk that serve as a guide for writing and reading data,1355
125043,03526627,n,10,steam-powered locomotive for drawing heavy loads along surfaces other than tracks,1940
125050,03527842,n,10,a path or track roughly blazed through wild or hilly country,1946
125051,03528080,n,10,a large transport conveyance designed to be pulled by a truck or tractor,1946
125053,03528421,n,10,a truck consisting of a tractor and a trailer together,1946
125054,03528618,n,10,the rear edge of an airfoil,1942
125002,03520488,n,10,a light carried in the hand; consists of some flammable substance,
150663,07580416,n,10,the sister of your spouse,
150664,07580501,n,10,a defenseless victim,2516
125062,03530203,n,10,a recording; eg from broadcast to tape,2536
125101,03535939,n,10,a wooden peg that is used to fasten timbers in shipbuilding; water causes the peg to swell and hold the timbers fast,
125057,03529295,n,10,the track on which trams or streetcars run,1946
125107,03536855,n,10,a military style raincoat; belted with deep pockets,2875
125083,03533762,n,10,a plumber's snake for clearing a trap and drain,"2415,2425"
125060,03529690,n,10,a system for transporting passengers or freight in carriers suspended from cables and supported by a series of towers,1946
125061,03529911,n,10,a drug used to reduce stress or tension without reducing mental clarity,2248
125063,03530301,n,10,a device that converts one form of energy into another,2284
125065,03530611,n,10,an electrical device by which alternating current of one voltage is changed to another voltage,2284
125066,03530910,n,10,a semiconductor device capable of amplification,2107
125067,03531093,n,10,a telescope mounted on an east-west axis and used to time the transit of a celestial body across the meridian,2097
125068,03531267,n,10,a line providing public transit,"1753,1946"
125069,03531412,n,10,the gears that transmit power from an automobile engine via the driveshaft to the live axle,2098
125070,03531674,n,10,transmits rotary motion from the engine to the differential,"1940,2098"
125071,03531817,n,10,equipment used to broadcast radio or tv signals,"1935,2107"
125072,03531995,n,10,a horizontal piece across a window or separating a door from a window over it,2415
125073,03532137,n,10,a window above a door and hinged to a transom,2415
125074,03532264,n,10,equipment designed to receive a specific signal and automatically transmit a specific reply,2284
125075,03532413,n,10,the roads and equipment necessary for the movement of passengers or goods,1946
125076,03532768,n,10,a crane for moving material with dispatch as in loading and unloading ships,1787
125077,03532901,n,10,a long truck for carrying motor vehicles,1946
125078,03532999,n,10,a ship for carrying soldiers or military equipment,1942
125079,03533110,n,10,a device in which something (usually an animal) can be caught and penned,
125080,03533432,n,10,a light two-wheel carriage,1946
125081,03533509,n,10,a device to hurl clay pigeons into the air for trapshooters,2098
125082,03533619,n,10,a U-shaped section of drainpipe that holds liquid and so prevents a return flow of sewer gas,2306
125084,03533876,n,10,a hinged or sliding door in a floor or ceiling,2415
125085,03533978,n,10,a swing used by circus acrobats,"2098,2633"
125086,03534063,n,10,a horizontal beam that extends across something,2415
125087,03534198,n,10,a small iron that can be carried while traveling,2353
125088,03534304,n,10,a conical net dragged through the water at great depths,2655
125089,03534433,n,10,a vessel used for trawling for fish,1942
125090,03534522,n,10,an open receptacle for holding or displaying or serving articles or food,
125091,03534789,n,10,a small cloth for a tray,2353
125092,03534870,n,10,the horizontal part of a stair or step,2415
125093,03534979,n,10,the part (as of a wheel or shoe) that touches the ground,"1946,2875"
125094,03535106,n,10,a mill that is powered by men or animals walking on a circular belt or climbing steps,
125096,03535421,n,10,a chest filled with valuables,
125097,03535511,n,10,a storehouse for treasures,2872
125098,03535598,n,10,a 16th-century ship loaded with treasure,1942
125099,03535698,n,10,a depository (a room or building) where wealth and precious objects can be kept safely,
125100,03535839,n,10,a playhouse built in the branches of a tree,2633
125102,03536130,n,10,an architectural ornament in the form of three arcs arranged in a circle,2446
125103,03536256,n,10,an arch having cusps in the intrados on either side of the apex,2446
125104,03536378,n,10,a structure of latticework used to support climbing plants,
125105,03536539,n,10,a ditch dug as a fortification having a parapet of the excavated earth,"1781,1946"
125106,03536753,n,10,any long cut made in the ground,1946
125108,03536964,n,10,a wooden board or platter on which food is served or carved,2410
125109,03537078,n,10,a knife with a double-edged blade for hand-to-hand fighting,1781
125110,03537196,n,10,a tool for cutting circular holes around a center,"1787,2415"
125111,03537298,n,10,a surgical instrument used to remove sections of bone from the skull,2232
125112,03537430,n,10,sawhorses used in pairs to support a horizontal tabletop,2410
125113,03537559,n,10,a tower-like framework used to support a bridge,2279
125059,03529570,n,10,a commercial vessel for hire; one having no regular schedule,1942
150665,07580592,n,10,a person who is at least six feet tall,2516
150666,07580687,n,10,(British) a student in the sixth form,1919
125142,03541459,n,10,"a catch mechanism that acts as a switch: ""the pressure activates the tripper and releases the water""",
125133,03540276,n,10,variable capacitance; used for making fine adjustments,2284
125138,03540936,n,10,a massive power hammer; raised by a cam until released to fall under gravity,2415
125172,03546198,n,10,a policeman's club,"1802,2600"
125114,03537679,n,10,a bridge supported by trestlework,1946
125164,03544936,n,10,the personal outfit of a bride; clothes and accessories and linens,2875
125165,03545058,n,10,a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials,2415
125161,03544053,n,10,"something designed for or relating to trousers: ""in his trouser's pocket""; ""ripped his trouser leg""",2875
125123,03538728,n,10,the apse of a Christian church that contains the bishop's throne,1707
125115,03537773,n,10,a table supported on trestles,2410
125118,03538136,n,10,one of four playing cards in a deck having three pips,2637
125119,03538240,n,10,a balloon sent up to test air currents,1946
125120,03538338,n,10,a percussion instrument consisting of a metal bar bent in the shape of an open triangle,2536
125121,03538480,n,10,any of various triangular drafting instruments used to draw straight lines at specified angles,2479
125122,03538629,n,10,an anesthetic,2248
125124,03538846,n,10,a flag having three colored stripes especially the French flag,2425
125125,03538975,n,10,a color television tube in which three primary colors are combined to give the full range of colors,"1355,2107,2284,2606"
125126,03539206,n,10,brim turned up to form three points,2875
125127,03539306,n,10,"a knitted fabric, or one resembling knitting",1787
125128,03539403,n,10,a vehicle with three wheels,1946
125130,03539902,n,10,a spear with three prongs,1781
125131,03540000,n,10,a fast sailboat with 3 parallel hulls,1942
125132,03540092,n,10,receives the end of a header in floor or roof framing in order to leave an opening for a staircase or chimney etc.,2415
125134,03540405,n,10,a machine that trims timber,"1787,2415"
125135,03540486,n,10,an arch built between trimmers in a floor (to support the weight of a hearth),2446
125137,03540842,n,10,a thermionic tube having three electrodes,"2107,2284"
