2,cibicida,n,n-s---mn1-,cibicid,,,[kɪ.bɪˈkiː.da],cibicida,0
44689,44689,adgestio,n,n-s---fn3-,adgestion,,,[ad̪.'gɛs.t̪ɪ̣.jɔ],adgestio,0
44728,c0309,camararius,a,aps---mn1-,camarari camarari camarari,,,[ka.ma.'ra.rɪ̣.jʊs],camararius,0
44704,c9916,campanus,a,aps---mn1-,campan campan campan,,,['kam.pa.n̪ʊs],campanus,0
44738,c3178,condoleo,v,v1spia--2-,condol condolu condolit,,,[kɔnˈdɔ.ɫe.oː],condoleo,0
44754,c3545,consistorium,n,n-s---nn2-,consistori,,,[kɔːn̪sɪs.'t̪ɔ.rɪ̣.jũː],consistorium,0
44715,c4687,curionus,n,n-s---mn2-,curion,,,[kʊ.'rɪ̣.jɔ.n̪ʊs],curionus,0
44743,d0585,delitisco,v,v1spia--3-,delitisc delitu -,,,[deː.lɪˈtiːs.koː],delitisco,0
113782,i1180,indagabilis,a,aps---cn3i,indagabil indagabil indagabil,,,[ɪn̪.d̪a.'ga.bɪ.lɪs],indagabilis,0
44691,l9890,laniatus,n,n-s---mn4-,lani,,,[la.'n̪ɪ̣.ja.t̪ʊs],laniatus,0
44721,l1070,lucanica,n,n-s---fn1-,luc,,,[lʊ.'ka.n̪ɪ.ka],lucanica,0
44710,m0723,mendicus,a,aps---mn1-,mendic mendic mendic,,,[mɛnˈdiː.kʊs],mendicus,0
44685,p0228,panifex,n,n-s---mn3-,panific,,,['pa.n̪ɪ.fɛks],panifex,0
44717,p1460,perpendo,v,v1spia--3-,perpend perpend perpens,,,[pɛrˈpɛn.doː],perpendo,0
44722,r1112,refert,v,v1spia--2-,refer retul relat,,,['rɛ.fɛrt̪],refert,0
44690,r1325,rescribo,v,v1spia--3-,rescrib rescrips rescript,,,[rɛsˈkriː.boː],rescribo,0
44750,u0623,uiculus,n,n-s---mn2-,uicul,,,[ˈwiː.kʊ.ɫʊs],uiculus,0
44706,a0247,accenseo,v,v1spia--2-,accens accensu accens,,,[akˈkẽː.se.oː],accenseo,0
44815,i3214,isthmos,n,n-s---mn2g,isthm,,27964,[ˈɪstʰ.mʊs],isthmos,0
44814,44814,adparator,n,n-s---mn3-,adparator,,,[ad̪.'pa.ra.t̪ɔr],adparator,0
44793,44793,alia,r,rp--------,,,,['a.lɪ̣.jaː],alia,0
44760,44760,aliouorsum,r,rp--------,,,,[a.lɪ̣.jɔ.'wɔr.sũː],aliouorsum,0
44843,44843,altispex,n,n-s---mn3-,altispic,,,[aɫ.'t̪ɪs.pɛks],altispex,0
44812,44812,archielectus,n,n-s---mn4-,archielect,,,[ar.kʰɪ̣.jɛ.'lɛk.t̪ʊs],archielectus,0
44825,44825,cerimonia,n,n-s---fn1-,cerimoni,,,[kɛ.rɪ.'mɔ.n̪ɪ̣.ja],cerimonia,0
44765,44765,conbustura,n,n-s---fn1-,conbustur,,,[kɔn̪.'bʊs.t̪ʊ.ra],conbustura,0
44791,44791,cornucopia,n,n-s---fn1-,cornucopi,,,[kɔr.n̪ʊ.'kɔ.pɪ̣.ja],cornucopia,0
44830,44830,decidiculum,n,n-s---nn2-,decidicul,,,[d̪ɛ.kɪ.'d̪ɪ.kʊ.ɫũː],decidiculum,0
44824,44824,explicite,r,rp--------,,,,[ɛks.'plɪ.kɪ.t̪ɛ],explicite,0
44803,44803,fellato,v,v1spia--1-,fellat fellatau fellatat,,,['fɛɫ.la.t̪ɔ],fellato,0
44805,a9132,abra,n,n-s---fn1-,abr,,,/ˈa.bra/,abra,0
44780,44780,formidolose,r,rp--------,formidolosius formidolosissime,,,[fɔr.mɪ.'d̪ɔ.lɔ.sɛ],formidolose,0
44837,44837,hecatolitrum,n,n-s---nn2-,hecatolitr,,,[hɛ.ka.'t̪ɔ.lɪ.t̪rũː],hecatolitrum,0
44756,44756,hedychrum,n,n-s---nn2-,hedychr,,,['hɛ.d̪y.kʰrũː],hedychrum,0
44826,a1207,agnus,n,n-s---mn2-,agnu,,,[ˈaŋ.nʊs],agnus,0
44822,44822,independenter,r,rp--------,,,,[ɪn̪.d̪ɛ.pɛn̪.'d̪ɛn̪.t̪ɛr],independenter,0
44786,44786,irregularitas,n,n-s---fn3-,irregularitat,,,[ɪr.rɛ.'gʷla.rɪ.t̪as],irregularitas,0
44799,44799,liberaliter,r,rp--------,,,,[liː.bɛˈraː.lɪ.tɛr],liberaliter,0
44784,44784,mastichum,n,n-s---nn2-,mastich,,,['mas.t̪ɪ.kʰũː],mastichum,0
44818,44818,nausia,n,n-s---fn1-,nausi,,,/ˈnau̯.si.a/,nausia,0
44767,44767,progagus,n,n-s---mn2-,progag,,,['prɔ.gagʷs],progagus,0
44777,44777,succeptor,n,n-s---mn3-,succeptor,,,[sʊk.'kɛp.t̪ɔr],succeptor,0
44806,44806,uenucula,n,n-s---fn1-,uenucul,,,[wɛ.'n̪ʊ.kʊ.la],uenucula,0
44802,a1597,amatorculus,n,n-s---mn2-,amatorcul,,,[a.ma.'t̪ɔr.kʊ.lʊs],amatorculus,0
44762,a2782,argemon,n,n-s---nn2g,argemon,,,['ar.gɛ.mɔn̪],argemon,0
44771,a2784,argemonia,n,n-s---fn1-,argemoni,,,[ar.gɛ.'mɔ.n̪ɪ̣.ja],argemonia,0
44835,b0805,bucinus,n,n-s---mn2-,bucin,,,['buː.kɪ.n̪ʊs],bucinus,0
44808,c0163,calamistratus,a,aps---mn1-,calamistrat calamistrat calamistrat,,,[ka.ɫa.mɪsˈtraː.tʊs],calamistratus,0
44834,c0266,callithrix,n,n-s---fn3-,callitrich,,,['kaɫ.lɪ.t̪ʰrɪks],callithrix,0
44795,c0820,catagraphus,a,aps---mn1-,catagraph catagraph catagraph,,,[ka.'t̪a.gra.pʰʊs],catagraphus,0
44817,c0971,caulator,n,n-s---mn3-,caulator,,,['kaw.la.t̪ɔr],caulator,0
44797,c2213,coagmentum,n,n-s---nn2-,coagment,,,[kɔ.'ja.gmɛ.n̪t̪ũː],coagmentum,0
44813,c6511,consentium,n,n-s---nn2-,consenti,,,['kɔːn̪sɛn̪.t̪ɪ̣.jũː],consentium,0
44776,c3899,conuexo,v,v1spia--1-,conuex conuexau conuexat,,,[kɔ.n̪ʊ.'jɛk.sɔ],conuexo,0
44774,c4754,custodiarium,n,n-s---nn2-,custodiari,,,[kʊs.t̪ɔ.d̪ɪ̣.'ja.rɪ̣.jũː],custodiarium,0
44792,d0395,defluxio,n,n-s---fn3-,defluxion,,,[d̪ɛf.'lʊk.sɪ̣.jɔ],defluxio,0
44764,d2200,doto,v,v1spia--1-,dot dotau dotat,,,/ˈdoː.toː/,doto,0
44820,g0592,grauido,v,v1spia--1-,grauid - grauidat,,,['gra.wɪ.d̪ɔ],grauido,0
44831,i1297,indiscretim,r,rp--------,,,,[ɪn̪.'d̪ɪs.krɛt̪ĩː],indiscretim,0
44816,i2244,intemptatus,a,aps---mn1-,intemptat intemptat intemptat,,,[ɪn̪.'t̪ɛmp.t̪a.t̪ʊs],intemptatus,0
44823,l0331,lassesco,v,v1spia--3-,lassesc lassescau lassescat,,,[las.'sɛs.kɔ],lassesco,0
44775,l0852,linteo,n,n-s---mn3-,linteon,,,['lɪn̪.t̪ɛ̣.jɔ],linteo,0
44773,m0099,malleolus,n,n-s---mn2-,malleol,,,[malˈle.ɔ.ɫʊs],malleolus,0
44787,o0869,oppidum,n,n-s---nn2-,oppid,,,[ˈɔp.pɪ.dũ],oppidum,0
44759,p0656,peccatorius,a,aps---mn1-,peccatori peccatori peccatori,,,[pɛk.ka.'t̪ɔ.rɪ̣.jʊs],peccatorius,0
44839,p2079,pinaster,n,n-s---mn2r,pinastr,,,[piːˈnas.tɛr],pinaster,0
44794,q0049,quadriiugus,a,aps---mn1-,quadr quadr quadr,,,[kʷaˈdrɪ.jʊ.ɡʊs],quadriiugus,0
44819,t0925,traditor,n,n-s---mn3-,terti tern ter,,,[ˈtraː.dɪ.tɔr],traditor,0
44841,t1870,tyrannicus,a,aps---mn1-,tyrannic tyrannic tyrannic,,,/tʏˈran.ni.kus/,tyrannicus,0
44770,u0857,uitigenus,a,aps---mn1-,uitigen uitigen uitigen,,,[wɪ.'t̪ɪ.gɛ.n̪ʊs],uitigenus,0
44836,u0993,umidum,n,n-s---nn2-,umid,,,['ʊ.mɪ.d̪ũː],umidum,0
44785,a0274,accio,v,v1spia--4-,acci acciu accit,,,/ˈak.ki.oː/,accio,0
44850,c4856,cytisus,n,n-s---cn2-,cytis,,27965,[ˈkʏ.tɪ.sʊs],cytisus,0
44870,d1420,digammon,n,n-s---nn2g,digamm,,27966,['d̪ɪ.ga.mmɔn̪],digammon,0
44863,44863,abdicatiue,r,rp--------,,,,[ab.d̪ɪ.'ka.t̪ɪ.wɛ],abdicatiue,0
44904,44904,anteridion,n,n-s---nn2-,anteridi,,,[an̪.t̪ɛ.'rɪ.d̪ɪ̣.jɔn̪],anteridion,0
44889,44889,circumscriptorie,r,rp--------,,,,[kɪr.kʊms.krɪ.'pt̪ɔ.rɪ̣.jɛ],circumscriptorie,0
44893,44893,connatus,a,aps---mn1-,connat connat connat,,,['kɔn̪.n̪a.t̪ʊs],connatus,0
44916,44916,conpingo,v,v1spia--3-,conping conpinx conpict,,,[kɔmˈpɪŋ.ɡoː],conpingo,0
44856,44856,conprobatio,n,n-s---fn3-,conprobation,,,[kɔn̪.prɔ.'ba.t̪ɪ̣.jɔ],conprobatio,0
44844,44844,decimum,r,rp--------,,,,['d̪ɛ.kɪ.mũː],decimum,0
44859,44859,diocesanus,a,aps---mn1-,diocesan diocesan diocesan,,,[d̪ɪ̣.jɔ.'kɛ.sa.n̪ʊs],diocesanus,0
44900,44900,acere,a,aps---an3-,acr acr acr,,,[aˈkeː.rɛ],acere,0
44898,44898,exequiale,n,n-s---nn3-,exequial,,,[ɛk.sɛ.'kʷɪ̣.ja.lɛ],exequiale,0
44884,44884,exquisitus,a,aps---mn1-,tentation tentation tentation,,,[ɛk.skᶣiːˈsiː.tʊs],exquisitus,0
44913,44913,fimus,n,n-s---mn2-,fim,,,[ˈfɪ.mʊs],fimus,0
44868,a3670,aquaeductus,n,n-s---mn4-,aquaeduct,,,[a.kʷae̯ˈdʊk.tʊs],aquaeductus,0
44846,44846,hisopus,n,n-s---mn2-,hisop,,,['hɪ.sɔ.pʊs],hisopus,0
44881,44881,impunite,r,rp--------,,,,[ɪm.'pʊ.n̪ɪ.t̪ɛ],impunite,0
44871,44871,kalator,n,n-s---mn3-,kalator,,,['ka.la.t̪ɔr],kalator,0
44909,44909,mediocriter,r,rp--------,mediocrius mediocrissime,,,[mɛ.d̪ɪ̣.'jɔ.krɪ.t̪ɛr],mediocriter,0
44892,44892,microbium,n,n-s---nn2-,microbi,,,[mɪ.'krɔ.bɪ̣.jũː],microbium,0
44902,44902,oblatrix,n,n-s---fn3-,oblatric,,,['ɔ.bla.t̪rɪks],oblatrix,0
44914,a2886,armisonus,a,aps---mn1-,armison armison armison,,,[arˈmɪ.sɔ.nʊs],armisonus,0
44867,44867,rectificatio,n,n-s---fn3-,rectification,,,[rɛk.t̪ɪ.fɪ.'ka.t̪ɪ̣.jɔ],rectificatio,0
44885,44885,redactor,n,n-s---mn3-,redactor,,,[rɛ.'d̪ak.t̪ɔr],redactor,0
44877,44877,retrospectiuus,a,aps---mn1-,retrospectiu retrospectiu retrospectiu,,,[rɛ.t̪rɔ.'spɛ.kt̪ɪ.wʊs],retrospectiuus,0
44907,b0423,bisellium,n,n-s---nn2-,biselli,,,[bɪ.'sɛɫ.lɪ̣.jũː],bisellium,0
44891,c0519,cardiacus,a,aps---mn1-,cardiac cardiac cardiac,,,[kar.'d̪ɪ̣.ja.kʊs],cardiacus,0
44860,44860,rigide,r,rp--------,diocesan,,,['rɪ.gɪ.d̪ɛ],rigide,0
44847,44847,saccharatus,a,aps---mn1-,saccharat saccharat saccharat,,,[sak.'kʰa.ra.t̪ʊs],saccharatus,0
44917,44917,surpiculus,n,n-s---mn2-,surpicul,,,[sʊr.'pɪ.kʊ.lʊs],surpiculus,0
44899,44899,syrtis,n,n-s---fn3-,syrt,,,['syr.t̪ɪs],syrtis,0
44874,44874,taxiraeda,n,n-s---fn1-,taxiraed,,,[tak.sɪˈrae̯.da],taxiraeda,0
44883,44883,tentatio,n,n-s---fn3-,tentation,,,[t̪ɛn̪.'t̪a.t̪ɪ̣.jɔ],tentatio,0
44864,c1144,centinodius,a,aps---mn1-,centinodi centinodi centinodi,,,[kɛn̪.t̪ɪ.'n̪ɔ.d̪ɪ̣.jʊs],centinodius,0
44906,c3731,contessero,v,v1spia--1-,contesser contesserau contesserat,,,[kɔn̪.'t̪ɛs.sɛ.rɔ],contessero,0
44869,d0974,desiduo,r,rp--------,,,,[d̪ɛ.'sɪ.d̪ʊ.jɔ],desiduo,0
44852,d1376,diecula,n,n-s---fn1-,diecul,,,[dɪˈeː.kʊ.ɫa],diecula,0
44882,d2137,domesticatus,n,n-s---mn4-,domesticat,,,[d̪ɔ.mɛs.'t̪ɪ.ka.t̪ʊs],domesticatus,0
44861,e0101,edormisco,v,v1spia--3-,edormisc - -,,,[ɛ.d̪ɔr.'mɪs.kɔ],edormisco,0
44851,e0272,electarium,n,n-s---nn2-,electari,,,[ɛ.lɛk.'t̪a.rɪ̣.jũː],electarium,0
44865,f1158,funale,n,n-s---nn3-,funal,,,['fʊ.n̪a.lɛ],funale,0
44873,g0422,glubo,v,v1spia--3-,glub - -,,,[ˈɡɫuː.boː],glubo,0
44896,i1357,inductorius,a,aps---mn1-,inductori inductori inductori,,,[ɪn̪.d̪ʊk.'t̪ɔ.rɪ̣.jʊs],inductorius,0
44911,i9873,infectus,n,n-s---mn4-,infect,,,[iːn̪.'fɛk.t̪ʊs],infectus,0
44857,i2095,inspico,v,v1spia--1-,inspic inspicau inspicat,,,['iːn̪s.pɪ.kɔ],inspico,0
44912,l0048,laceratio,n,n-s---fn3-,laceration,,,[ɫa.kɛˈraː.ti.oː],laceratio,0
44895,p0588,patrius,a,aps---mn1-,patri patri patri,,,[ˈpa.tri.ʊs],patrius,0
44879,p1315,perlito,v,v1spia--1-,perlit perlitau perlitat,,,['pɛr.lɪ.t̪ɔ],perlito,0
44890,p3043,praehibeo,v,v1spia--2-,praehib praehibu praehibit,,,[prae̯ˈhɪ.be.oː],praehibeo,0
44858,p4279,psecas,n,n-s---fn3-,psecad,,,[ˈpsɛ.kas],psecas,0
44894,q0097,quaesitio,n,n-s---fn3-,quaesition,,,[kʷaj.'sɪ.t̪ɪ̣.jɔ],quaesitio,0
44905,r0372,remigium,n,n-s---nn2-,remigi,,,[reː.'mɪ.gɪ̣.jũː],remigium,0
44886,t0318,tepidarium,n,n-s---nn2-,tepidari,,,[t̪ɛ.pɪ.'d̪a.rɪ̣.jũː],tepidarium,0
44872,a8929,altum,n,n-s---nn2-,alt,,,[ˈaɫ.tũ],altum,0
44919,c4553,culleus,n,n-s---mn2-,culle,,27967,['kʊɫɫews],culleus,0
44920,44920,anaesthesia,n,n-s---fn1-,anaesthesi,,,[a.n̪ajs.'t̪ʰɛ.sɪ̣.ja],anaesthesia,0
44927,44927,apricus,n,n-s---mn2-,apric,,,[aˈpriː.kʊs],apricus,0
44980,44980,arenaceus,a,aps---mn1-,aren aren aren,,,[a.reːˈnaː.ke.ʊs],arenaceus,0
44955,44955,audiendus,a,aps---mn1-,appertin appertin appertin,,,[aw.d̪ɪ̣.'jɛn̪.d̪ʊs],audiendus,0
44961,44961,bombycinum,n,n-s---nn2-,bombycin,,,[bɔm.'by.kɪ.n̪ũː],bombycinum,0
44958,44958,clauularius,a,aps---mn1-,clauulari clauulari clauulari,,,[kla.wʊ.'la.rɪ̣.jʊs],clauularius,0
44981,44981,coadiuto,v,v1spia--1-,coadiut coadiutau coadiutat,,,[kɔ.ja.'d̪ɪ̣.jʊ.t̪ɔ],coadiuto,0
44971,44971,conlaudabilis,a,aps---cn3-,conlaudabil conlaudabil conlaudabil,,,[kɔ.n̪la.'wd̪a.bɪ.lɪs],conlaudabilis,0
44986,44986,dentarpaga,n,n-s---fn1-,dentarpag,,,[d̪ɛn̪.'t̪ar.pa.ga],dentarpaga,0
44924,44924,derectus,n,n-s---mn4-,derect,,,[d̪ɛ.'rɛk.t̪ʊs],derectus,0
44975,44975,derigo,v,v1spia--3-,derig - -,,,[ˈdeː.rɪ.ɡoː],derigo,0
44939,a2348,apiacius,a,aps---mn1-,apiaci apiaci apiaci,,,[a.pɪ̣.'ja.kɪ̣.jʊs],apiacius,0
44963,44963,dialecticos,a,aps----n3-,dialectic dialectic dialectic,,,[d̪ɪ̣.ja.'lɛk.t̪ɪ.kɔs],dialecticos,0
44932,44932,dodecaedrum,n,n-s---nn2-,dodecaedr,,,[d̪ɔ.d̪ɛ.'kaj.d̪rũː],dodecaedrum,0
44968,a2661,arborarius,a,aps---mn1-,arborari arborari arborari,,,[ar.bɔ.'ra.rɪ̣.jʊs],arborarius,0
44929,44929,elata,n,n-s---fn1-,elat,,,['ɛ.la.t̪aː],elata,0
44987,44987,emendatus,a,aps---mn1-,dentarpag dentarpag dentarpag,,,[ɛ.'mɛn̪.d̪a.t̪ʊs],emendatus,0
44984,44984,executo,v,v1spia--1-,execut execu execut,,,[ɛk.'sɛ.kʊ.t̪ɔ],executo,0
44972,44972,expurgatus,a,aps---mn1-,expurgat expurgat expurgat,,,[ɛks.'pʊr.ga.t̪ʊs],expurgatus,0
44934,44934,extimum,n,n-s---nn2-,extim,,,['ɛks.t̪ɪ.mũː],extimum,0
44989,44989,indecenter,r,rp--------,,,,[ɪn̪.d̪ɛ.'kɛn̪.t̪ɛr],indecenter,0
44937,44937,limonata,n,n-s---fn1-,limonat,,,[lɪ.'mɔ.n̪a.t̪a],limonata,0
44965,44965,luculenus,a,aps---mn1-,luculen luculen luculen,,,[lʊ.'kʊ.lɛ.n̪ʊs],luculenus,0
44950,44950,maior,n,n-s---mn3-,congru,,,[ˈmaj.jɔr],maior,0
44960,44960,praesente,n,n-s---nn3-,praesent,,,[praj.'sɛn̪.t̪ɛ],praesente,0
44922,44922,puteulanus,a,aps---mn1-,puteulan puteulan puteulan,,,['pʊt̪ew.la.n̪ʊs],puteulanus,0
44979,44979,quadringenties,r,rp--------,quadringentesim quadringen quadringent,,,[kʷa.d̪rɪ.'ŋgɛ.n̪t̪ɪ̣.jɛs],quadringenties,0
44962,44962,qualiter,r,rp--------,qual,,,['kʷaː.lɪ.t̪ɛr],qualiter,0
44974,44974,sanctius,n,n-s---mn2-,sanct,,,['saŋk.t̪ɪ̣.jʊs],sanctius,0
44930,44930,sapineus,a,aps---mn1-,sapine sapine sapine,,,['sa.pɪn̪ews],sapineus,0
44957,44957,scholastica,n,n-s---fn1-,scholastic,,,[skʰɔ.'las.t̪ɪ.ka],scholastica,0
44970,44970,succinum,n,n-s---nn2-,succin,,,[ˈsʊk.kɪ.nũ],succinum,0
44988,b0593,brachypota,n,n-s---mn1-,brachypot,,,[bra.'kʰy.pɔ.t̪a],brachypota,0
44959,44959,sulphureus,a,aps---mn1-,sulphure sulphure sulphure,,,[sʊɫˈpʰʊ.re.ʊs],sulphureus,0
44982,44982,tenere,r,rp--------,ten tenu tent,,,[t̪ɛ.'n̪eː.rɛ],tenere,0
44946,44946,uigorosus,a,aps---mn1-,uigoros uigoros uigoros,,,[wɪ.'gɔ.rɔ.sʊs],uigorosus,0
44933,44933,amplexo,v,v1spia--1-,amplex - amplexat,,,[amˈpɫɛk.soː],amplexo,0
44953,44953,amussito,v,v1spia--1-,amussit amussitau amussitat,,,[a.'mʊs.sɪ.t̪ɔ],amussito,0
44977,c2097,commiseresco,v,v1spia--3-,commiseresc - -,,,[kɔ.mmɪ.'sɛ.rɛ.skɔ],commiseresco,0
44942,c2847,complaceo,v,v1spia--2-,complac complacu complacit,,,[kɔmˈpɫa.ke.oː],complaceo,0
44969,c3317,confrigo,v,v1spia--3-,confrig confrix confrict,,,['kɔːn̪frɪ.gɔ],confrigo,0
44949,c3401,congruus,a,aps---mn1-,congru congru congru,,,[ˈkɔŋ.ɡrʊ.ʊs],congruus,0
44928,i9035,ianus,n,n-s---mn2-,ian,,,[ˈjaː.nʊs],ianus,0
44976,i0266,illuminator,n,n-s---mn3-,illuminator,,,[ɪɫ.lʊ.'mɪ.n̪a.t̪ɔr],illuminator,0
44948,i3044,iungo,v,v1spia--3-,iung iunx iunct,,,[ˈjʊŋ.ɡoː],iungo,0
44938,l9911,lutus,n,n-s---mn2-,lut,,,['lʊ.t̪ʊs],lutus,0
44967,n0118,nauseola,n,n-s---fn1-,nauseol,,,[n̪aw.'sɛ̣.jɔ.la],nauseola,0
44926,p2273,planum,n,n-s---nn2-,plan,,,/ˈplaː.num/,planum,0
44993,p2579,popina,n,n-s---fn1-,popin,,,[pɔ.'piː.n̪aː],popina,0
44941,p2918,praediator,n,n-s---mn3-,praediator,,,[praj.'d̪ɪ̣.ja.t̪ɔr],praediator,0
44945,p3129,praemolestia,n,n-s---fn1-,praemolesti,,,[praj.mɔ.'lɛs.t̪ɪ̣.ja],praemolestia,0
44936,p4620,putrefactio,n,n-s---fn3-,putrefaction,,,[pʊ.t̪rɛ.'fa.kt̪ɪ̣.jɔ],putrefactio,0
44956,t0962,trama,n,n-s---fn1-,tram,,,/ˈtraː.ma/,trama,0
45042,45042,bissextilis,a,aps---cn3-,bissextil bissextil bissextil,,,[bɪs.'sɛks.t̪ɪ.lɪs],bissextilis,0
45009,45009,adscendens,a,aps---an3-,adscendent adscendent adscendent,,,[ad̪s.'kɛn̪.d̪eːn̪s],adscendens,0
45008,a2582,alimentarius,n,n-s---mn2-,alimentari,,,[a.lɪ.mɛn̪.'t̪a.rɪ̣.jʊs],alimentarius,0
45057,45057,aliqua,r,rp--------,,,,['a.lɪ.kʷaː],aliqua,0
45049,45049,Iesus,n,n-s---mn2-,,,,['jeː.sʊs],Iesus,0
45066,45066,andena,n,n-s---fn1-,anden,,,['an̪.d̪ɛ.n̪a],andena,0
45031,45031,bracchionarium,n,n-s---nn2-,bracchionari,,,[brak.kʰɪ̣.jɔ.'n̪a.rɪ̣.jũː],bracchionarium,0
45071,45071,annotatio,n,n-s---fn3-,annotation,,,[an.nɔˈtaː.ti.oː],annotatio,0
45048,45048,apyrinum,n,n-s---nn2-,apyrin,,,[a.'py.rɪ.n̪ũː],apyrinum,0
45019,45019,archibugius,n,n-s---mn2-,archibugi,,,[ar.kʰɪ.'bʊ.gɪ̣.jʊs],archibugius,0
45056,45056,architecta,n,n-s---fn1-,architect,,,[ar.kʰɪ.'t̪ɛk.t̪a],architecta,0
44999,44999,auratus,n,n-s---mn4-,aurat,,,[au̯ˈraː.tʊs],auratus,0
45004,45004,ballistium,n,n-s---nn2-,ballisti,,,[baɫ.'lɪs.t̪ɪ̣.jũː],ballistium,0
45010,45010,ballux,n,n-s---mn3-,balluc,,,['baɫ.lʊks],ballux,0
45032,45032,barbarice,r,rp--------,,,,[bar.'ba.rɪ.kɛ],barbarice,0
45001,45001,ciuilizo,v,v1spia--1-,ciuiliz ciuilizau ciuilizat,,,[kɪ.wɪ.'lɪz.zɔ],ciuilizo,0
45016,45016,condeceo,v,v1spia--2-,condec - -,,,[kɔn̪.'d̪ɛ.kɛ̣.jɔ],condeceo,0
45080,45080,conlicio,v,v1spia--3-,con - conat,,,[kɔ.'n̪lɪ.kɪ̣.jɔ],conlicio,0
45007,45007,curialitas,n,n-s---fn3-,curialitat,,,[kʊ.rɪ̣.'ja.lɪ.t̪as],curialitas,0
45034,45034,exsequia,n,n-s---fn1-,exsequi,,,[ɛkˈsɛ.kᶣi.a],exsequia,0
45012,45012,incrementabiliter,r,rp--------,,,,[ɪŋ.krɛ.mɛ.n̪t̪a.'bɪ.lɪ.t̪ɛr],incrementabiliter,0
45023,45023,integrista,n,n-s---fn1-,integrist,,,[ɪn̪.'t̪ɛ.grɪ.st̪a],integrista,0
45070,45070,interruptus,a,aps---mn1-,interrupt interrupt interrupt,,,[ɪn̪.t̪ɛr.'rʊp.t̪ʊs],interruptus,0
45030,45030,adrenalinum,n,n-s---nn2-,adrenalin,,,[a.d̪rɛ.'n̪a.lɪ.n̪ũː],adrenalinum,0
45013,45013,irate,r,rp--------,ir,,,['ɪ.ra.t̪ɛ],irate,0
45038,45038,posea,n,n-s---fn1-,pose,,,['pɔ.sɛ̣.ja],posea,0
45017,45017,qualislibet,a,aps---an3-,qual qual qual,,,[kʷa.'lɪs.lɪ.bɛt̪],qualislibet,0
45050,45050,qualislibet,r,rp--------,,,,[kʷa.'lɪs.lɪ.bɛt̪],qualislibet,0
45067,45067,rubricatus,a,aps---mn1-,rubricat rubricat rubricat,,,[rʊ.brɪˈkaː.tʊs],rubricatus,0
45078,c0217,calefactio,n,n-s---fn3-,calefaction,,,[ka.lɛ.'fak.t̪ɪ̣.jɔ],calefactio,0
45055,45055,solidum,n,n-s---nn2-,solid,,,[ˈsɔ.lɪ.dũ],solidum,0
45072,45072,theolonium,n,n-s---nn2-,theoloni,,,[t̪ʰɛ̣.jɔ.'lɔ.n̪ɪ̣.jũː],theolonium,0
45021,45021,totalitas,n,n-s---fn3-,totalitat,,,[t̪ɔ.'t̪a.lɪ.t̪as],totalitas,0
45046,a1633,ambo,a,aps---an3-,amb amb amb,,,/ˈam.boː/,ambo,0
45062,a2953,articulatim,r,rp--------,,,,[ar.'t̪ɪ.kʊ.lat̪ĩː],articulatim,0
45005,a6183,assitus,a,aps---mn1-,assit assit assit,,,['as.sɪ.t̪ʊs],assitus,0
45029,b0345,biferus,a,aps---mn1-,bifer bifer bifer,,,['bɪ.fɛ.rʊs],biferus,0
45063,b0362,bigener,a,aps---mn1r,bigener bigener bigener,,,[ˈbɪ.ɡɛ.nɛr],bigener,0
45040,c1499,choricus,a,aps---mn1-,choric choric choric,,,['kʰɔ.rɪ.kʊs],choricus,0
44994,c1995,citrarius,n,n-s---mn2-,citrari,,,[kɪ.'t̪ra.rɪ̣.jʊs],citrarius,0
45069,c4752,custodela,n,n-s---fn1-,custodel,,,[kʊs.'t̪ɔ.d̪ɛ.la],custodela,0
45065,d0646,demolitor,n,n-s---mn3-,demolitor,,,[d̪ɛ.'mɔ.lɪ.t̪ɔr],demolitor,0
45027,e0054,ecligma,n,n-s---nn3-,ecligmat,,,[ɛˈkliːɡ.ma],ecligma,0
45047,e0796,epityrum,n,n-s---nn2-,epityr,,,[ɛ.'pɪ.t̪y.rũː],epityrum,0
45043,f0142,falsiparens,a,aps---an3-,fals fals fals,,,[faɫˈsɪ.pa.rẽːs],falsiparens,0
44997,i0822,incandesco,v,v1spia--3-,incandesc incandu -,,,[ɪŋ.kanˈdeːs.koː],incandesco,0
45006,i1925,inquinatio,n,n-s---fn3-,inquination,,,[ɪŋ.kʷɪ.'n̪a.t̪ɪ̣.jɔ],inquinatio,0
45075,m0912,metropolita,n,n-s---mn1-,metropolit,,,[mɛ.t̪rɔ.'pɔ.lɪ.t̪a],metropolita,0
45061,m9986,miliarium,n,n-s---nn2-,miliari,,,[miː.lɪ̣.'jaː.rɪ̣.jũː],mĭliarium,0
44995,o0602,oggannio,v,v1spia--4-,oggann - -,,,/ˈoɡ.ɡan.ni.oː/,oggannio,0
44998,o1178,oxygarum,n,n-s---nn2-,oxygar,,,[ɔk.'sy.ga.rũː],oxygarum,0
45024,s2002,sorbilo,r,rp--------,sorb sorbu sorbit,,,['sɔr.bɪ.lɔ],sorbilo,0
45077,t0429,testaceus,a,aps---mn1-,testace testace testace,,,[tɛsˈtaː.ke.ʊs],testaceus,0
45014,u1081,unguiculus,n,n-s---mn2-,unguicul,,,[ʊŋ.'gʷɪ.kʊ.lʊs],unguiculus,0
