083,transportatio,n,n-s---fn3-,transportation,,,[t̪raːn̪s.pɔr.'t̪a.t̪ɪ̣.jɔ],transportatio,0
112906,i0130,ignicans,a,aps---an3i,ignicant ignicant ignicant,,,['ɪŋ.n̪ɪ.kaːn̪s],ignicans,0
112920,i0148,ignitulus,a,aps---mn1-,ignitul ignitul ignitul,,,[ɪŋ.'n̪ɪ.t̪ʊ.lʊs],ignitulus,0
98801,i0151,ignobilis,a,aps---cn3i,ignobil ignobil ignobil,,,[ɪŋ.'n̪ɔ.bɪ.lɪs],ignobilis,0
37338,i0152,ignobilitas,n,n-s---fn3-,ignobilitat,,,[ɪŋ.n̪ɔ.'bɪ.lɪ.t̪as],ignobilitas,0
37801,i0156,ignominiosus,a,aps---mn1-,ignominios ignominios ignominios,,,[ɪŋ.noː.mɪ.nɪˈoː.sʊs],ignominiosus,0
112935,i0161,ignoscibilis,a,aps---cn3i,ignoscibil ignoscibil ignoscibil,,,[ɪŋ.n̪ɔs.'kɪ.bɪ.lɪs],ignoscibilis,0
112951,i0175,illabefactus,a,aps---mn1-,illabefact illabefact illabefact,,,[ɪɫ.la.bɛ.'fak.t̪ʊs],illabefactus,0
112959,i0189,illamentatus,a,aps---mn1-,illamentat illamentat illamentat,,,[ɪɫ.la.'mɛn̪.t̪a.t̪ʊs],illamentatus,0
112971,i0207,illecebro,v,v1spia--1-,illecebr illecebrau illecebra,,,[ɪɫ.'lɛ.kɛ.brɔ],illecebro,0
45558,i0216,illepidus,a,aps---mn1-,illepid illepid illepid,,,[ɪlˈlɛ.pɪ.dʊs],illepidus,0
32341,i0223,illiberalitas,n,n-s---fn3-,illiberalitat,,,[ɪɫ.lɪ.bɛ.'ra.lɪ.t̪as],illiberalitas,0
112984,i0224,illiberis,a,aps---cn3i,illiber illiber illiber,,,[ɪɫ.'lɪ.bɛ.rɪs],illiberis,0
112996,i0244,illinimentum,n,n-s---nn2-,illiniment,,,[ɪɫ.lɪ.n̪ɪ.'mɛn̪.t̪ũː],illinimentum,0
98818,i0250,illitteratus,a,aps---mn1-,illitterat illitterat illitterat,,,[ɪɫ.lɪt̪.'t̪ɛ.ra.t̪ʊs],illitteratus,0
113006,i0253,illocalis,a,aps---cn3i,illocal illocal illocal,,,[ɪɫ.'lɔ.ka.lɪs],illocalis,0
113010,i0256,illubrico,v,v1spia--1-,illubric illubricau illubrica,,,[ɪɫ.'lʊ.brɪ.kɔ],illubrico,0
112682,h0698,hydrogeron,n,n-s---mn3i,hydrogeront,,,[hy.'d̪rɔ.gɛ.rɔn̪],hydrogeron,0
32735,i2331,interfio,v,v1spia--3-,interf - interfact,,,[ɪn̪.'t̪ɛr.fɪ̣.jɔ],interfio,0
35937,i2333,interfluo,v,v1spia--3-,interflu interflux -,,,[ɪnˈtɛr.fɫʊ.oː],interfluo,0
114858,i2334,interfluum,n,n-s---nn2-,interflu,,,[ɪn̪.'t̪ɛrf.lʊ.jũː],interfluum,0
55523,i2345,intergeriuus,a,aps---mn1-,intergeriu intergeriu intergeriu,,,[ɪn̪.t̪ɛr.'gɛ.rɪ.wʊs],intergeriuus,0
114874,i2347,intergressus,n,n-s---mn4-,intergress,,,[ɪn̪.'t̪ɛr.grɛ.ssʊs],intergressus,0
54331,i2349,interiaceo,v,v1spia--2-,conloc conlocau conlocat,,,[ɪn.tɛrˈja.ke.oː],interiaceo,0
24371,i2353,intericio,v,v1spia--3i,interic interiec interiect,,,[ɪn.tɛˈrɪ.ki.oː],intericio,1
114887,i2365,interlectio,n,n-s---fn3-,interlection,,,[ɪn̪.t̪ɛr.'lɛk.t̪ɪ̣.jɔ],interlectio,0
46568,i2370,interlino,v,v1spia--3-,interlin interleu interlit,,,[ɪnˈtɛr.lɪ.noː],interlino,0
114899,i2376,interluco,v,v1spia--1-,interluc interlucau interluca,,,[ɪn̪.'t̪ɛr.lʊ.kɔ],interluco,0
44103,i2384,intermedius,a,aps---mn1-,intermedi intermedi intermedi,,,[ɪn.tɛrˈmɛ.di.ʊs],intermedius,0
99086,i2387,intermestris,a,aps---cn3i,intermestr intermestr intermestr,,,[ɪn̪.t̪ɛr.'mɛs.t̪rɪs],intermestris,0
114907,i2392,interminis,a,aps---cn3i,intermin intermin intermin,,,[ɪn̪.'t̪ɛr.mɪ.n̪ɪs],interminis,0
55275,i2399,intermundia,n,n-p---nn2-,intermundi,,,[ɪn̪.t̪ɛr.'mʊn̪.d̪ɪ̣.ja],intermundia,0
132533,i2402,internascor,v,v1spid--3-,internasc internat -,,,[ɪn̪.t̪ɛr.'n̪as.kɔr],internascor,0
114923,i2404,internato,v,v1spia--1-,internat internatau internata,,,[ɪn̪.'t̪ɛr.n̪a.t̪ɔ],internato,0
54784,i2406,internecinus,a,aps---mn1-,internecin internecin internecin,,,[ɪn̪.t̪ɛr.'n̪ɛ.kɪ.n̪ʊs],internecinus,0
24381,i2407,internecio,n,n-s---fn3-,internecion,,,[ɪn̪.t̪ɛr.'n̪ɛ.kɪ̣.jɔ],internecio,1
114944,i2420,internuntius,a,aps---mn1-,internunti internunti internunti,,,[ɪn̪.t̪ɛr.'n̪ʊn̪.t̪ɪ̣.jʊs],internuntius,0
54056,i2429,interpellator,n,n-s---mn3-,interpellator,,,[ɪn̪.t̪ɛr.'pɛɫ.la.t̪ɔr],interpellator,0
114955,i2433,interplico,v,v1spia--1-,interplic interplicau interplicat,,,[ɪn̪.'t̪ɛr.plɪ.kɔ],interplico,0
114958,i2436,interpolatio,n,n-s---fn3-,interpolation,,,[ɪn̪.t̪ɛr.pɔ.'la.t̪ɪ̣.jɔ],interpolatio,0
24389,i2445,interpretamentum,n,n-s---nn2-,interpretament,,,[ɪn̪.t̪ɛr.prɛ.'t̪a.mɛ.n̪t̪ũː],interpretamentum,1
114966,i2447,interpretatiuncula,n,n-s---fn1-,interpretatiuncul,,,[ɪn̪.t̪ɛr.prɛ.t̪a.t̪ɪ̣.'jʊ.ŋkʊ.la],interpretatiuncula,0
114981,i2468,interriuatus,a,aps---mn1-,interriuat interriuat interriuat,,,[ɪn̪.t̪ɛr.'rɪ.wa.t̪ʊs],interriuatus,0
24396,i2476,interrogo,v,v1spia--1-,interrog interrogau interrogat,,,[ɪnˈtɛr.rɔ.ɡoː],interrogo,1
114995,i2482,interscalmium,n,n-s---nn2-,interscalmi,,,[ɪn̪.t̪ɛrs.'kaɫ.mɪ̣.jũː],interscalmium,0
115005,i2488,intersectio,n,n-s---fn3-,intersection,,,[ɪn̪.t̪ɛr.'sɛk.t̪ɪ̣.jɔ],intersectio,0
115012,i2493,intersisto,v,v1spia--3-,intersist intersistit -,,,[ɪn̪.t̪ɛr.'sɪs.t̪ɔ],intersisto,0
47497,i2497,interspiratio,n,n-s---fn3-,interspiration,,,[ɪn̪.t̪ɛrs.pɪ.'ra.t̪ɪ̣.jɔ],interspiratio,0
115017,i2501,interstinctio,n,n-s---fn3-,interstinction,,,[ɪn̪.t̪ɛrs.'t̪ɪŋk.t̪ɪ̣.jɔ],interstinctio,0
53463,i2502,interstinguo,v,v1spia--3-,interstingu interstinx interstinct,,,[ɪn.tɛrˈstɪŋ.ɡʷoː],interstinguo,0
99097,i2508,interstringo,v,v1spia--3-,interstring interstrinx interstrict,,,[ɪn̪.'t̪ɛrs.t̪rɪ.ŋgɔ],interstringo,0
115027,i7514,intertriginosus,a,aps---mn1-,intertriginos intertriginos intertriginos,,,[ɪn̪.t̪ɛr.t̪rɪ.'gɪ.n̪ɔ.sʊs],intertriginosus,0
29919,i2515,intertrigo,n,n-s---fn3-,intertrigin,,,[ɪn.tɛrˈtriː.ɡoː],intertrigo,0
24403,i2516,intertrimentum,n,n-s---nn2-,intertriment,,,[ɪn̪.t̪ɛr.'t̪rɪ.mɛ.n̪t̪ũː],intertrimentum,1
115048,i2519,interulus,a,aps---mn1-,interul interul interul,,,[ɪn̪.'t̪ɛ.rʊ.lʊs],interulus,0
115056,i2550,intestinarius,a,aps---mn1-,intestinari intestinari intestinari,,,[ɪn̪.t̪ɛs.t̪ɪ.'n̪a.rɪ̣.jʊs],intestinarius,0
52315,i2551,intestinum,n,n-s---nn2-,intestin,,,[ɪn̪.'t̪ɛs.t̪ɪ.n̪ũː],intestinum,0
115072,i2559,intinctio,n,n-s---fn3-,intinction,,,[ɪn̪.'t̪ɪŋk.t̪ɪ̣.jɔ],intinctio,0
24413,i2560,intinguo,v,v1spia--3-,intingu intinx intinct,,,[ɪnˈtɪŋ.ɡʷoː],intinguo,1
115082,i2565,intolero,v,v1spia--1-,intoler intolerau intolerat,,,[ɪn̪.'t̪ɔ.lɛ.rɔ],intolero,0
24418,i2569,intorqueo,v,v1spia--2-,intorqu intors intort,,,[ɪnˈtɔr.kᶣe.oː],intorqueo,1
115097,i2580,intransgressibilis,a,aps---cn3i,intransgressibil intransgressibil intransgressibil,,,[ɪn̪.t̪raː.n̪sgrɛ.'ssɪ.bɪ.lɪs],intransgressibilis,0
114847,i2319,intererro,v,v1spia--1-,intererr intererrau intererrat,,,[ɪn̪.t̪ɛ.'rɛr.rɔ],intererro,0
24430,i9925,intromitto,v,v1spia--3-,intromitt intromis intromiss,,,[ɪn.troːˈmɪt.toː],intromitto,1
32858,i2769,ioculator,n,n-s---mn3-,ioculator,,,[jɔ.kʊˈɫaː.tɔr],ioculator,0
24495,i2888,irritus,a,aps---mn1-,irrit irrit irrit,,"29500,29501,29502,29503,29504,29505",[ˈɪr.rɪ.tʊs],irritus,1
115129,i2609,introporto,v,v1spia--1-,introport introportau introportat,,,[ɪn̪.'t̪rɔ.pɔ.rt̪ɔ],introporto,0
115137,i9927,introuoco,v,v1spia--1-,introuoc introuocau introuocat,,,[ɪn̪.'t̪rɔ.wɔ.kɔ],introuoco,0
99111,i2625,inturbatus,a,aps---mn1-,inturbat inturbat inturbat,,,[ɪn̪.'t̪ʊr.ba.t̪ʊs],inturbatus,0
55015,i2632,inualidus,a,aps---mn1-,inualid inualid inualid,,,[ɪnˈwa.lɪ.dʊs],inualidus,0
24448,i2634,inuasio,n,n-s---fn3-,inuasion,,,[ɪ.n̪ʊ.'ja.sɪ̣.jɔ],inuasio,1
115156,i2637,inubero,v,v1spia--1-,inuber inuberau inuberat,,,[ɪ.'n̪ʊ.bɛ.rɔ],inubero,0
115170,i2646,inuendibilis,a,aps---cn3i,inuendibil inuendibil inuendibil,,,[ɪ.n̪ʊ.jɛn̪.'d̪ɪ.bɪ.lɪs],inuendibilis,0
40596,i2655,inuenustus,a,aps---mn1-,inuenust inuenust inuenust,,,[ɪn.wɛˈnʊs.tʊs],inuenustus,0
115180,i2663,inuertibilis,a,aps---cn3i,inuertibil inuertibil inuertibil,,,[ɪ.n̪ʊ.jɛr.'t̪ɪ.bɪ.lɪs],inuertibilis,0
24455,i2665,inuerto,v,v1spia--3-,inuert inuert inuers,,,[ɪnˈwɛr.toː],inuerto,1
34302,i2682,inuictus,a,aps---mn1-,inuict inuict inuict,,,[ɪnˈwɪk.tʊs],inuictus,0
53107,i2685,inuidiosus,a,aps---mn1-,inuidios inuidios inuidios,,,[ɪn.wɪ.dɪˈoː.sʊs],inuidiosus,0
24462,i2686,inuidus,a,aps---mn1-,inuid inuid inuid,,,[ˈɪn.wɪ.dʊs],inuidus,1
115199,i2690,inuincibilis,a,aps---cn3i,inuincibil inuincibil inuincibil,,,[ɪ.n̪ujŋ.'kɪ.bɪ.lɪs],inuincibilis,0
115212,i2700,inuisibilitas,n,n-s---fn3-,inuisibilitat,,,[ɪ.n̪uj.sɪ.'bɪ.lɪ.t̪as],inuisibilitas,0
32373,i2709,inuitatorius,a,aps---mn1-,inuitatori inuitatori inuitatori,,,[ɪ.n̪uj.t̪a.'t̪ɔ.rɪ̣.jʊs],inuitatorius,0
115224,i2712,inuitiabilis,a,aps---cn3i,inuitiabil inuitiabil inuitiabil,,,[ɪ.n̪uj.t̪ɪ̣.'ja.bɪ.lɪs],inuitiabilis,0
24470,i2716,inuius,a,aps---mn1-,inui inui inui,,,[ˈɪn.wi.ʊs],inuius,1
115241,i2731,inuocatiuus,a,aps---mn1-,inuocatiu inuocatiu inuocatiu,,,[ɪ.n̪ʊ.jɔ.'ka.t̪ɪ.wʊs],inuocatiuus,0
24473,i2741,inuoluo,v,v1spia--3-,inuolu inuolu inuolut,,,[ɪnˈwɔɫ.woː],inuoluo,1
115251,i2742,inuolutio,n,n-s---fn3-,inuolution,,,[ɪ.n̪ʊ.jɔ.'lʊ.t̪ɪ̣.jɔ],inuolutio,0
99114,i2752,inutilis,a,aps---cn3i,inutil inutil inutil,,,[ɪ.'n̪ʊ.t̪ɪ.lɪs],inutilis,0
115266,i2762,iocista,n,n-s---mn1-,iocist,,,[jɔ.'kɪs.t̪a],iocista,0
24478,i2787,irascibilis,a,aps---cn3i,irascibil irascibil irascibil,,,[iː.raːsˈkɪ.bɪ.lɪs],irascibilis,1
115289,i2791,irenarches,n,n-s---mn1g,irenarch,,,[ɪ.rɛ.'n̪ar.kʰɛs],irenarches,0
115300,i2807,irrationabilis,a,aps---cn3i,irrationabil irrationabil irrationabil,,,[ɪr.ra.t̪ɪ̣.jɔ.'n̪a.bɪ.lɪs],irrationabilis,0
33643,i2811,irrecogitatio,n,n-s---fn3-,irrecogitation,,,[ɪr.rɛ.kɔ.gɪ.'t̪a.t̪ɪ̣.jɔ],irrecogitatio,0
115311,i2814,irrecuperabilis,a,aps---cn3i,irrecuperabil irrecuperabil irrecuperabil,,,[ɪr.rɛ.kʊ.pɛ.'ra.bɪ.lɪs],irrecuperabilis,0
115317,i2817,irredux,a,aps---an3i,irreduc irreduc irreduc,,,['ɪr.rɛ.d̪ʊks],irredux,0
115319,i2819,irreformabilis,a,aps---cn3i,irreformabil irreformabil irreformabil,,,[ɪr.rɛ.fɔr.'ma.bɪ.lɪs],irreformabilis,0
31369,i2828,irreligiositas,n,n-s---fn3-,irreligiositat,,,[ɪr.rɛ.lɪ.gɪ̣.'jɔ.sɪ.t̪as],irreligiositas,0
24484,i2829,irreligiosus,a,aps---mn1-,irreligios irreligios irreligios,,,[ɪr.rɛ.lɪ.ɡɪˈoː.sʊs],irreligiosus,1
115335,i2835,irremunerabilis,a,aps---cn3i,irremunerabil irremunerabil irremunerabil,,,[ɪr.rɛ.mʊ.n̪ɛ.'ra.bɪ.lɪs],irremunerabilis,0
41547,i2836,irremuneratus,a,aps---mn1-,irremunerat irremunerat irremunerat,,,[ɪr.rɛ.mʊ.'n̪ɛ.ra.t̪ʊs],irremuneratus,0
99138,i2844,irreprehensus,a,aps---mn1-,irreprehens irreprehens irreprehens,,,[ɪr.rɛ.prɛ.'heː.n̪sʊs],irreprehensus,0
115348,i2849,irrequiebilis,a,aps---cn3i,irrequiebil irrequiebil irrequiebil,,,[ɪr.rɛ.kʷɪ̣.'jɛ.bɪ.lɪs],irrequiebilis,0
115357,i2860,irretractabilis,a,aps---cn3i,irretractabil irretractabil irretractabil,,,[ɪr.rɛ.t̪ra.'kt̪a.bɪ.lɪs],irretractabilis,0
115373,i2878,irrisorius,a,aps---mn1-,irrisori irrisori irrisori,,,[ɪr.rɪ.'sɔ.rɪ̣.jʊs],irrisorius,0
99150,i2890,irrogatio,n,n-s---fn3-,irrogation,,,[ɪr.rɔ.'ga.t̪ɪ̣.jɔ],irrogatio,0
115386,i2896,irrubio,v,v1spia--4-,irrub irrubiu irrubit,,,[ɪr.'rʊ.bɪ̣.jɔ],irrubio,0
44237,i2904,irrumator,n,n-s---mn3-,irrumator,,,[ɪr.rʊˈmaː.tɔr],irrumator,0
115401,i2918,ischas,n,n-s---fn3-,ischad,,,['ɪs.kʰas],ischas,0
49191,i9923,introfero,v,v1spia--3-,intr intrau intrat,,,[ɪnˈtroː.fɛ.roː],introfero,0
116828,m0103,magistras,n,n-s---mn3-,magistrat,,,[ma.'gɪs.t̪ras],magistras,0
116815,m0087,magdalia,n,n-p---nn2-,magdali,,29507,[mag.'d̪a.lɪ̣.ja],magdalia,1
24858,m0103,magistratus,n,n-s---mn4-,magistrat,,,[ma.ɡɪsˈtraː.tʊs],magistratus,1
24851,m0081,maestitia,n,n-s---fn1-,maestiti,,29506,[majs.'t̪ɪ.t̪ɪ̣.ja],maestitia,1
116754,m0003,macariotes,n,n-s---fn3-,macariotet,,,[ma.ka.'rɪ̣.jɔ.t̪ɛs],macariotes,0
116761,m0011,maceratio,n,n-s---fn3-,maceration,,,[ma.kɛ.'ra.t̪ɪ̣.jɔ],maceratio,0
116763,m0014,maceriatio,n,n-s---fn3-,maceriation,,,[ma.kɛ.rɪ̣.'ja.t̪ɪ̣.jɔ],maceriatio,0
24838,m0027,machinatio,n,n-s---fn3-,machination,,,[maː.kʰɪˈnaː.ti.oː],machinatio,1
99326,m0029,machinatrix,n,n-s---fn3-,machinatric,,,[ma.'kʰɪ.n̪a.t̪rɪks],machinatrix,0
116776,m0031,machinosus,a,aps---mn1-,machinos machinos machinos,,,[ma.'kʰɪ.n̪ɔ.sʊs],machinosus,0
116788,m0050,mactatio,n,n-s---fn3-,mactation,,,[mak.'t̪a.t̪ɪ̣.jɔ],mactatio,0
24846,m0060,madefacio,v,v1spia--3i,madefac madefec madefact,,,[ma.dɛˈfa.ki.oː],madefacio,1
30596,m0080,maestifico,v,v1spia--1-,maestific maestificau maestificat,,,[majs.'t̪ɪ.fɪ.kɔ],maestifico,0
116827,m0100,magistralis,a,aps---cn3i,magistral magistral magistral,,,[ma.'gɪs.t̪ra.lɪs],magistralis,0
116834,m0108,magmentatus,a,aps---mn1-,magmentat magmentat magmentat,,,[ma.'gmɛ.n̪t̪a.t̪ʊs],magmentatus,0
116846,m0121,magnificatio,n,n-s---fn3-,magnification,,,[maŋ.n̪ɪ.fɪ.'ka.t̪ɪ̣.jɔ],magnificatio,0
24865,m0123,magnificus,a,aps---mn1-,magnific magnific magnific,,,[maŋˈnɪ.fɪ.kʊs],magnificus,1
116862,m0141,maioriarius,n,n-s---mn2-,maioriari,,,[maj.jɔ.rɪ̣.'ja.rɪ̣.jʊs],maioriarius,0
99336,m0150,malacisso,v,v1spia--1-,malaciss malacissau malacissat,,,[ma.la.'kɪs.sɔ],malacisso,0
116874,m0156,malandriosus,a,aps---mn1-,malandrios malandrios malandrios,,,[ma.lan̪.'d̪rɪ̣.jɔ.sʊs],malandriosus,0
24875,m9606,maledico,v,v1spia--3-,maledic maledix maledict,,,[ma.ɫɛˈdiː.koː],maledico,1
116896,m0176,malesuadium,n,n-s---nn2-,malesuadi,,,[ma.lɛ.sʊ.'ja.d̪ɪ̣.jũː],malesuadium,0
116907,m0190,maliloquus,a,aps---mn1-,maliloqu maliloqu maliloqu,,,[ma.'lɪ.lɔ.kʷʊs],maliloquus,0
116917,m0207,malobathratus,a,aps---mn1-,malobathrat malobathrat malobathrat,,,[ma.lɔ.'ba.t̪ʰra.t̪ʊs],malobathratus,0
24892,m0216,malum,n,n-s---nn2-,mal,,,[ˈma.ɫũ],mălum,1
116935,m0227,mammeatus,a,aps---mn1-,mammeat mammeat mammeat,,,[ma.'mmɛ̣.ja.t̪ʊs],mammeatus,0
58403,m0232,mammoneus,a,aps---mn1-,mammone mammone mammone,,,['ma.mmɔn̪ews],mammoneus,1
116953,m0244,manciola,n,n-s---fn1-,manciol,,,[maŋ.'kɪ̣.jɔ.la],manciola,0
116960,m0254,mandatela,n,n-s---fn1-,mandatel,,,[man̪.'d̪a.t̪ɛ.la],mandatela,0
116964,m0256,mandatorius,a,aps---mn1-,mandatori mandatori mandatori,,,[man̪.d̪a.'t̪ɔ.rɪ̣.jʊs],mandatorius,0
24899,m9996,mandatum,n,n-s---nn2-,mandat,,,['man̪.d̪a.t̪ũː],mandatum,1
116979,m0277,mangonium,n,n-s---nn2-,mangoni,,,[maŋ.'gɔ.n̪ɪ̣.jũː],mangonium,0
24905,m0291,manifesto,v,v1spia--1-,manifest manifestau manifestat,,,/ma.niˈfes.toː/,manifesto,1
116997,m0296,maniosus,a,aps---mn1-,manios manios manios,,,[ma.'n̪ɪ̣.jɔ.sʊs],maniosus,0
99353,m0298,manipularis,a,aps---cn3i,manipular manipular manipular,,,[ma.n̪ɪ.'pʊ.la.rɪs],manipularis,0
24914,m0320,mansuetudo,n,n-s---fn3-,mansuetudin,,,[maːn̪.sʊ.jeː.'t̪uː.d̪oː],mansuetudo,1
117015,m0325,mantichoras,n,n-s---mn1g,mantichor,,,[man̪.'t̪ɪ.kʰɔ.ras],mantichoras,0
117028,m0334,manto,v,v1spia--1-,mant mantau mantat,,,['man̪.t̪ɔ],manto,0
117035,m0340,manuatus,a,aps---mn1-,manuat manuat manuat,,,[ma.'n̪ʊ.ja.t̪ʊs],manuatus,0
117049,m0354,manumissalia,n,n-p---nn3i,manumissal,,,[ma.n̪ʊ.mɪs.'sa.lɪ̣.ja],manumissalia,0
24918,m9607,manumitto,v,v1spia--3-,manumitt manumis manumiss,,,[ma.nuːˈmɪt.toː],manumitto,1
117066,m0375,marculentus,a,aps---mn1-,marculent marculent marculent,,,[mar.kʊ.'lɛn̪.t̪ʊs],marculentus,0
117084,m0395,maritimensis,a,aps---cn3i,maritimens maritimens maritimens,,,[ma.rɪ.t̪ɪ.'meːn̪.sɪs],maritimensis,0
24928,m0397,maritimus,a,aps---mn1-,maritim maritim maritim,,,[maˈrɪ.tɪ.mʊs],maritimus,1
117089,m0402,marmoratio,n,n-s---fn3-,marmoration,,,[mar.mɔ.'ra.t̪ɪ̣.jɔ],marmoratio,0
99368,m0404,marmoro,v,v1spia--1-,marmor marmorau marmorat,,,['mar.mɔ.rɔ],marmoro,0
24936,m0414,martyr,n,n-s---cn3-,martyr,,,[ˈmar.tʏr],martyr,1
117106,m0419,masculesco,v,v1spia--3-,,,,[mas.kʊ.'lɛs.kɔ],masculesco,0
117121,m0430,masticatio,n,n-s---fn3-,mastication,,,[mas.t̪ɪ.'ka.t̪ɪ̣.jɔ],masticatio,0
117136,m0444,mataxa,n,n-s---fn1-,matax,,,[ma.'t̪ak.sa],mataxa,0
116740,l1286,lyristria,n,n-s---fn1-,lyristri,,,[ly.'rɪs.t̪rɪ̣.ja],lyristria,0
24952,m0472,matrimonium,n,n-s---nn2-,matrimoni,,,[maː.trɪˈmoː.ni.ũ],matrimonium,1
37462,m0622,melimelum,n,n-s---nn2-,melimel,,29510,[mɛ.'lɪ.mɛ.ɫũː],melimelum,0
25010,m0754,mensuro,v,v1spia--1-,mensur mensurau mensurat,,29513,[mẽːˈsuː.roː],mensuro,1
117258,m0597,melancoryphus,n,n-s---mn2-,melancoryph,,29508,[mɛ.laŋ.'kɔ.ry.pʰɔs],melancoryphus,0
117162,m0489,maturator,n,n-s---mn3-,maturator,,,[ma.'t̪ʊ.ra.t̪ɔr],maturator,0
99389,m0603,melanthium,n,n-s---nn2-,melanthi,,29509,[mɛ.'lan̪.t̪ʰɪ̣.jũː],melanthium,0
35810,m0693,memini,v,v1sria--3-,memin memin -,"29511,29512",,['mɛ.mɪ.n̪iː],memini,0
24963,m0501,maximitas,n,n-s---fn3-,maximitat,,,[mak.'sɪ.mɪ.t̪as],maximitas,1
117186,m0513,mechanicus,a,aps---mn1-,mechanic mechanic mechanic,,,[mɛ.'kʰa.n̪ɪ.kʊs],mechanicus,0
117198,m0550,medialis,a,aps---cn3i,medial medial medial,,,[mɛ.'d̪ɪ̣.ja.lɪs],medialis,0
24971,m0537,medicabilis,a,aps---cn3i,medicabil medicabil medicabil,,,[mɛ.d̪ɪ.'ka.bɪ.lɪs],medicabilis,1
117209,m0540,medicamentarius,n,n-s---mn2-,medicamentari,,,[mɛ.d̪ɪ.ka.mɛn̪.'t̪a.rɪ̣.jʊs],medicamentarius,0
117219,m0554,medimnus,n,n-s---mn2-,medimn,,,[mɛ.'d̪ɪm.n̪ʊs],medimnus,0
117228,m0566,meditatiuncula,n,n-s---fn1-,meditatiuncul,,,[mɛ.d̪ɪ.t̪a.t̪ɪ̣.'jʊŋ.kʊ.la],meditatiuncula,0
58003,m0570,mediterraneus,a,aps---mn1-,mediterrane mediterrane mediterrane,,,[mɛ.dɪ.tɛrˈraː.ne.ʊs],mediterraneus,1
24985,m0574,medius,a,aps---mn1-,medi medi medi,,,[ˈmɛ.di.ʊs],medius,1
117242,m0579,medullosus,a,aps---mn1-,medullos medullos medullos,,,[mɛ.'d̪ʊɫ.lɔ.sʊs],medullosus,0
117276,m0613,melia,n,n-s---fn1-,meli,,,['mɛ.lɪ̣.ja],melia,0
117287,m0624,melinus,a,aps---mn1-,melin melin melin,,,['mɛ.lɪ.n̪ʊs],mēlĭnus,0
117294,m0634,melitites,n,n-s---mn1g,melitit,,,[mɛ.'lɪ.t̪ɪ.t̪ɛs],melitites,0
31017,m0640,meliusculus,a,aps---mn1-,meliuscul meliuscul meliuscul,,,[mɛ.lɪˈʊs.kʊ.ɫʊs],meliusculus,0
117304,m0644,mellarius,n,n-s---mn2-,mellari,,,[mɛɫ.'la.rɪ̣.jʊs],mellarius,0
117310,m0651,mellifico,v,v1spia--1-,mellific mellificau mellificat,,,[mɛɫ.'lɪ.fɪ.kɔ],mellifico,0
43130,m0649,mellificus,a,aps---mn1-,mellific mellific mellific,,,[mɛlˈlɪ.fɪ.kʊs],mellificus,0
35008,m0660,mellitus,a,aps---mn1-,mellit mellit mellit,,,[mɛlˈliː.tʊs],mellitus,0
117325,m0665,melocarpon,n,n-s---nn2g,melocarp,,,[mɛ.lɔ.'kar.pɔn̪],melocarpon,0
24992,m0673,melos,n,n-s---nn2-,mel,,,['mɛ.lɔs],melos,1
24993,m0679,membrana,n,n-s---fn1-,membran,,,[mɛmˈbraː.na],membrana,1
117347,m0684,membranulum,n,n-s---nn2-,membranul,,,[mɛm.'bra.n̪ʊ.ɫũː],membranulum,0
117349,m0679,membranus,a,aps---mn1-,membran membran membran,,,['mɛm.bra.n̪ʊs],membranus,0
43401,m0685,membratim,r,rp--------,,,,/memˈbraː.tim/,membratim,0
24994,m0690,membrum,n,n-s---nn2-,membr,,,[ˈmɛm.brũ],membrum,1
117365,m0699,memoratiuus,a,aps---mn1-,memoratiu memoratiu memoratiu,,,[mɛ.mɔ.'ra.t̪ɪ.wʊs],memoratiuus,0
117379,m0711,mendaciloquus,a,aps---mn1-,mendaciloqu mendaciloqu mendaciloqu,,,[mɛn̪.d̪a.'kɪ.lɔ.kʷʊs],mendaciloquus,0
25003,m0718,mendicatio,n,n-s---fn3-,mendication,,,[mɛn̪.d̪ɪ.'ka.t̪ɪ̣.jɔ],mendicatio,1
57610,m0725,mendosus,a,aps---mn1-,mendos mendos mendos,,,[mɛnˈdoː.sʊs],mendosus,1
117397,m0736,mensarius,a,aps---mn1-,mensari mensari mensari,,,[meːn̪.'sa.rɪ̣.jʊs],mensarius,0
99403,m0742,menstrualis,a,aps---cn3i,menstrual menstrual menstrual,,,[meːn̪s.'t̪rʊ.ja.lɪs],menstrualis,0
117404,m0749,mensurabilis,a,aps---cn3i,mensurabil mensurabil mensurabil,,,[meːn̪.sʊ.'ra.bɪ.lɪs],mensurabilis,0
117411,m0752,mensuratio,n,n-s---fn3-,mensuration,,,[meːn̪.sʊ.'ra.t̪ɪ̣.jɔ],mensuratio,0
117421,m0761,mentiosus,a,aps---mn1-,mentios mentios mentios,,,[mɛn̪.'t̪ɪ̣.jɔ.sʊs],mentiosus,0
117436,m0776,mercatio,n,n-s---fn3-,mercation,,,[mɛr.'ka.t̪ɪ̣.jɔ],mercatio,0
42532,m0783,mercedula,n,n-s---fn1-,mercedul,,,[mɛr.'kɛ.d̪ʊ.la],mercedula,0
25020,m0786,mercimonium,n,n-s---nn2-,mercimoni,,,[mɛr.kɪ.'mɔ.n̪ɪ̣.jũː],mercimonium,1
