s1125,semirasus,a,0,aps---mn1-,semiras semiras semiras,semirasus
47234,47234,diacecaumeme,n,0,n-s---nn3-,diacecaumem,diacecaumeme
47222,47222,dragagantum,n,0,n-s---nn2-,dragagant,dragagantum
47279,47279,expes,a,0,aps---an3-,- - -,expes
47282,47282,faucitas,n,0,n-s---fn3-,faucitat,faucitas
47267,47267,ferratus,n,0,n-s---mn4-,ferrat,ferratus
47228,47228,fraterne,r,0,rp--------,conc,fraterne
47287,47287,hemerodromus,n,0,n-s---mn2-,hemerodrom,hemerodromus
47289,47289,heterosexualis,a,0,aps---cn3-,heterosexual heterosexual heterosexual,heterosexualis
47256,47256,hydromellum,n,0,n-s---nn2-,hydromell,hydromellum
47261,47261,lubido,n,0,n-s---fn3-,lubidin,lubido
47252,b0158,basileus,n,0,n-s---mn2-,basile,basileus
47247,47247,lycaonice,r,0,rp--------,,lycaonice
47292,47292,meteorologus,n,0,n-s---mn2-,meteorolog,meteorologus
47266,b0729,bullatus,a,0,aps---mn1-,bullat bullat bullat,bullatus
47277,47277,oblitus,a,0,aps---mn1-,oblit oblit oblit,oblitus
47280,47280,obscaenitas,n,0,n-s---fn3-,obscaenitat,obscaenitas
47291,47291,primanus,n,0,n-s---mn2-,priman,primanus
47258,c0389,candidarius,a,0,aps---mn1-,candidari candidari candidari,candidarius
47284,47284,quarzicus,a,0,aps---mn1-,quarzic quarzic quarzic,quarzicus
47269,47269,Sipus,n,0,n-s---mn2-,Sip,Sipus
47221,47221,adpetitio,n,0,n-s---fn3-,adpetition,adpetitio
47248,c3478,conscius,a,0,aps---mn1-,consci consci consci,conscius
47220,d0023,damium,n,0,n-s---nn2-,dami,damium
47242,d0878,depugno,v,0,v1spia--1-,depugn depugnau depugnat,depugno
47235,e9978,expensum,n,0,n-s---nn2-,expens,expensum
47260,g0154,gemmosus,a,0,aps---mn1-,gemmos gemmos gemmos,gemmosus
47286,h0387,hilarulus,a,0,aps---mn1-,hilarul hilarul hilarul,hilarulus
47271,i0580,impluo,v,0,v1spia--3-,implu implu implut,impluo
47265,i1502,infacundus,a,0,aps---mn1-,infacund infacund infacund,infacundus
47225,i3038,iunctim,r,0,rp--------,consectane,iunctim
47240,m1862,mutito,v,0,v1spia--1-,mut mutau mutat,mutito
47283,p0582,patrimonium,n,0,n-s---nn2-,patrimoni,patrimonium
47229,p1243,perinfirmus,a,0,aps---mn1-,perinfirm perinfirm perinfirm,perinfirmus
47262,p1308,perlibro,v,0,v1spia--1-,perlibr perlibrau perlibrat,perlibro
47238,p2368,plumarius,n,0,n-s---mn2-,plumari,plumarius
47231,p3276,praesentio,v,0,v1spia--4-,praesent praesens praesens,praesentio
47243,r0062,rapidus,a,0,aps---mn1-,rapid rapid rapid,rapidus
47236,s1638,silesco,v,0,v1spia--3-,silesc silu -,silesco
47294,t1067,transmuto,v,0,v1spia--1-,transmut transmutau transmutat,transmuto
47351,47351,planguncula,n,0,n-s---fn1-,planguncul,planguncula
47338,47338,cafea,n,0,n-s---fn1-,cafe,cafea
47296,47296,catechisticus,a,0,aps---mn1-,catechistic catechistic catechistic,catechisticus
47308,47308,colegium,n,0,n-s---nn2-,colegi,colegium
47333,47333,condama,n,0,n-s---fn1-,condam,condama
40710,u1286,uspiam,r,0,rp--------,,uspiam
47355,47355,confusionismus,n,0,n-s---mn2-,confusionism,confusionismus
47354,b0079,balneaticum,n,0,n-s---nn2-,balneatic,balneaticum
47352,47352,conmemoro,v,0,v1spia--1-,conmemor conmemorau conmemorat,conmemoro
47299,b0411,bipertitio,n,0,n-s---fn3-,bipertition,bipertitio
47295,47295,contracte,r,0,rp--------,contractius contractissime,contracte
47363,b0493,blepharon,n,1,n-s---mn2g,blephar,blepharon
47324,47324,correptus,a,0,aps---mn1-,corrept corrept corrept,correptus
47345,47345,derector,n,0,n-s---mn3-,derector,derector
47315,47315,hortalitium,n,0,n-s---nn2-,hortaliti,hortalitium
47349,47349,impirius,a,0,aps---mn1-,impiri impiri impiri,impirius
47339,c0683,caroenum,n,0,n-s---nn2-,caroen,caroenum
47300,47300,inaequatus,a,0,aps---mn1-,inaequat inaequat inaequat,inaequatus
47359,47359,incontinenter,r,0,rp--------,efficienti,incontinenter
47353,47353,inpudentia,n,0,n-s---fn1-,inpudenti,inpudentia
47361,47361,internationalis,a,0,aps---cn3-,international international international,internationalis
47342,47342,missionarius,n,0,n-s---mn2-,missionari,missionarius
47357,47357,necrocomium,n,0,n-s---nn2-,necrocomi,necrocomium
47331,47331,ningit,v,0,v1spia--3-,ning ninx -,ningit
47314,47314,panton,n,0,n-s---mn2-,pant,panton
47328,47328,plascisco,v,0,v1spia--3-,plascisc plasciu plascit,plascisco
47337,47337,praepollens,r,0,rp--------,,praepollens
47306,c7888,compotor,n,0,n-s---mn3-,compotor,compotor
47332,47332,strepa,n,0,n-s---fn1-,strep,strepa
47365,47365,syncretismus,n,0,n-s---mn2-,syncretism,syncretismus
47325,47325,thymaterium,n,0,n-s---nn2-,thymateri,thymaterium
47326,c3375,conglomeratio,n,0,n-s---fn3-,conglomeration,conglomeratio
47343,47343,aeriportus,n,0,n-s---mn4-,aeriport,aeriportus
47313,d2131,doma,n,0,n-s---nn3-,domat,doma
47358,e0131,efficientia,n,0,n-s---fn1-,efficienti,efficientia
47318,e1444,exercitorius,a,0,aps---mn1-,exercitori exercitori exercitori,exercitorius
47330,f0488,fideiussorius,a,0,aps---mn1-,fid fid fid,fideiussorius
47341,i2558,intimus,a,0,aps---mn1-,intim intim intim,intimus
47336,i2988,iucundo,v,0,v1spia--1-,perterg perters perters,iucundo
47307,l0218,laureus,a,0,aps---mn1-,laure laure laure,laureus
47360,m0310,mansiuncula,n,0,n-s---fn1-,mansiuncul,mansiuncula
47347,n0639,nugiuendus,n,0,n-s---mn2-,nugiuend,nugiuendus
47362,p0936,percarus,a,0,aps---mn1-,percar percar percar,percarus
47302,p1216,peridoneus,a,0,aps---mn1-,peridone peridone peridone,peridoneus
47366,p1323,perluctuosus,a,0,aps---mn1-,perluctuos perluctuos perluctuos,perluctuosus
47335,p1658,pertergeo,v,0,v1spia--2-,perterg perters perters,pertergeo
47356,p2453,polimen,n,0,n-s---nn3-,polimin,polimen
47321,p2871,praecognosco,v,0,v1spia--3-,praecognosc praecognou praecognit,praecognosco
47340,r1394,retono,v,0,v1spia--1-,reton retonau retonat,retono
47364,t0006,tabellarius,a,0,aps---mn1-,blephar blephar blephar,tabellarius
47323,t1046,translator,n,0,n-s---mn3-,translator,translator
47304,i6050,iurisconsultus,n,1,n-s---mn2-,iurisconsult,iurisconsultus
47380,47380,adrotans,a,0,aps---an3-,adrotant adrotant adrotant,adrotans
47424,d2232,dromo,n,0,n-s---mn3-,dromon,dromo
47388,r0175,recitatio,n,0,n-s---fn3-,re,recitatio
47419,a0843,aedicula,n,0,n-s---fn1-,aedicul,aedicula
47398,47398,animalculum,n,0,n-s---nn2-,animalcul,animalculum
47422,47422,assimilatus,a,0,aps---mn1-,assimilat assimilat assimilat,assimilatus
47430,47430,balineare,n,0,n-s---nn3-,balinear,balineare
47437,47437,ceremonium,n,0,n-s---nn2-,ceremoni,ceremonium
47431,47431,circumctipo,v,0,v1spia--1-,circumctip circumctipau circumctipat,circumctipo
47392,47392,confiscator,n,0,n-s---mn3-,confiscator,confiscator
47400,47400,conleprosus,n,0,n-s---mn2-,conlepros,conleprosus
47408,47408,conpotor,n,0,n-s---mn3-,conpotor,conpotor
47402,47402,culcitra,n,0,n-s---fn1-,culcitr,culcitra
47407,47407,cuncta,n,0,n-s---fn1-,cunct,cuncta
47436,a1328,aleatorium,n,0,n-s---nn2-,aleatori,aleatorium
47387,47387,exclaustratio,n,0,n-s---fn3-,exclaustration,exclaustratio
47418,47418,exsecuto,v,0,v1spia--1-,exsecut exsecu exsecut,exsecuto
47433,47433,extinctio,n,0,n-s---fn3-,extinction,extinctio
47403,47403,inmodicus,a,0,aps---mn1-,inmodic inmodic inmodic,inmodicus
47410,47410,libamenta,n,0,n-s---nn2-,libament,libamenta
47423,a1735,amphibolia,n,0,n-s---fn1-,amphiboli,amphibolia
47395,47395,peruicaciter,r,0,rp--------,tegumin,peruicaciter
47405,a0048,abhibeo,v,0,v1spia--2-,abhib - -,abhibeo
47404,47404,pharetraus,a,0,aps---mn1-,pharetra pharetra pharetra,pharetraus
47438,a2813,argutia,n,0,n-s---fn1-,arguti,argutia
47396,47396,poeniteo,v,0,v1spia--2-,poenit poenitu -,poeniteo
47421,47421,praemandata,n,0,n-s---fn1-,praemandat,praemandata
47378,47378,solox,n,0,n-s---fn3-,soloc,solox
47409,a3112,assarius,n,0,n-s---mn2-,assari,assarius
47425,47425,tametsi,r,0,rp--------,,tametsi
47393,47393,tegumen,n,0,n-s---nn3-,tegumin,tegumen
133266,u1288,usque,p,0,p---------,-,usque
47412,a3454,auenarius,a,0,aps---mn1-,auenari auenari auenari,auenarius
47399,b0695,bucinator,n,0,n-s---mn3-,bucinator,bucinator
47386,c0321,cameratio,n,0,n-s---fn3-,cameration,cameratio
47375,c0597,carbasinus,a,0,aps---mn1-,carbasin carbasin carbasin,carbasinus
47379,c1393,charistio,n,0,n-s---mn3-,charistion,charistio
47377,c1930,circumuincio,v,0,v1spia--4-,circumuinc circumuinx circumuinct,circumuincio
47376,c3097,concubitor,n,0,n-s---mn3-,concubitor,concubitor
47367,d0406,defraudator,n,0,n-s---mn3-,defraudator,defraudator
47416,d1175,deuolo,v,0,v1spia--1-,deuol deuolau deuolat,deuolo
47368,d1578,dilemma,n,0,n-s---nn3-,dilemmat,dilemma
47428,d2317,dum,r,0,rp--------,,dum
47384,e9960,erythinus,n,0,n-s---mn2-,erythin,erythinus
47435,h0628,hostia,n,0,n-s---fn1-,hosti,hostia
47434,l0221,laniena,n,0,n-s---fn1-,lanien,laniena
47397,n0280,nidificium,n,0,n-s---nn2-,nidifici,nidificium
47414,p0750,phalera,n,0,n-s---fn1-,phaler,phalera
47420,p2065,pilleatus,a,0,aps---mn1-,pi pi pi,pilleatus
47415,p2816,praecedentia,n,0,n-s---fn1-,praecedenti,praecedentia
47426,p3025,praegestio,v,0,v1spia--4-,praegest - -,praegestio
47373,p3156,praeniteo,v,0,v1spia--2-,praenit praenitu -,praeniteo
47369,p3628,probrosus,a,0,aps---mn1-,probros probros probros,probrosus
47429,t0006,tabellarius,n,0,n-s---mn2-,tabellari,tabellarius
47472,47472,annato,v,0,v1spia--1-,annat annatau annatat,annato
47483,47483,adsimulatus,a,0,aps---mn1-,adsimulat adsimulat adsimulat,adsimulatus
47516,47516,adstructio,n,0,n-s---fn3-,adstruction,adstructio
47509,a0673,admissiuus,a,0,aps---mn1-,admissiu admissiu admissiu,admissiuus
47505,47505,argimonia,n,0,n-s---fn1-,argimoni,argimonia
47470,a0264,accessibilitas,n,0,n-s---fn3-,accessibilitat,accessibilitas
47480,47480,auricalcinus,a,0,aps---mn1-,auricalcin auricalcin auricalcin,auricalcinus
47462,47462,auscultabulum,n,0,n-s---nn2-,auscultabul,auscultabulum
47448,47448,casetophonum,n,0,n-s---nn2-,casetophon,casetophonum
47485,47485,catecheta,n,0,n-s---fn1-,catechet,catecheta
47447,47447,cedens,a,0,aps---an3-,cedent cedent cedent,cedens
47520,47520,chorius,n,0,n-s---mn2-,chori,chorius
47498,47498,colonellus,n,0,n-s---mn2-,colonell,colonellus
47445,47445,confirmandus,n,0,n-s---mn2-,confirmand,confirmandus
47492,47492,conlibertus,n,0,n-s---mn2-,conlibert,conlibertus
47452,47452,criminose,r,0,rp--------,criminosius criminissime,criminose
47471,47471,delero,v,0,v1spia--1-,deler delerau delerat,delero
47442,47442,ferraus,a,0,aps---mn1-,ferra ferra ferra,ferraus
47461,47461,firme,r,0,rp--------,,firme
47476,47476,gruma,n,0,n-s---fn1-,grum,gruma
47486,47486,inconrupte,r,0,rp--------,inconruptius inconruptissime,inconrupte
47506,47506,iniuste,r,0,rp--------,argimoni,iniuste
47457,47457,iureperitus,a,0,aps---mn1-,iureperit iureperit iureperit,iureperitus
47508,47508,limitotrophus,a,0,aps---mn1-,limitotroph limitotroph limitotroph,limitotrophus
47517,47517,munificator,n,0,n-s---mn3-,munificator,munificator
47484,47484,nummischedula,n,0,n-s---fn1-,nummischedul,nummischedula
47511,47511,olitor,n,0,n-s---mn3-,olitor,olitor
47467,47467,persalse,r,0,rp--------,,persalse
47477,a8893,aggestum,n,0,n-s---nn2-,aggest,aggestum
47450,47450,praememoro,v,0,v1spia--1-,praememor praememorau praememorat,praememoro
47488,a2003,angulosus,a,0,aps---mn1-,angulos angulos angulos,angulosus
47449,47449,qualum,n,0,n-s---nn2-,qual,qualum
47460,47460,quocumque,r,0,rp--------,,quocumque
47491,47491,rarefactio,n,0,n-s---fn3-,rarefaction,rarefactio
47475,47475,repotium,n,0,n-s---nn2-,repoti,repotium
47458,47458,uenero,v,0,v1spia--1-,uener - uenerat,uenero
47451,47451,Acharne,n,0,n-s---fn1-,Acharn,Acharne
47473,b0558,botellus,n,0,n-s---mn2-,botell,botellus
47441,c0116,caepetum,n,0,n-s---nn2-,caepet,caepetum
47499,c1669,circaea,n,0,n-s---fn1-,circae,circaea
47440,c3053,conclusiuncula,n,0,n-s---fn1-,conclusiuncul,conclusiuncula
47507,c3077,concremo,v,0,v1spia--1-,concrem concremau concremat,concremo
47481,c3921,conuiuifico,v,0,v1spia--1-,conuiuific conuiuificau conuiuificat,conuiuifico
47510,d0804,deplorabundus,a,0,aps---mn1-,deplorabund deplorabund deplorabund,deplorabundus
47468,e1475,exhonoro,v,0,v1spia--1-,exhonor exhonorau exhonorat,exhonoro
47478,l0222,lanificus,a,0,aps---mn1-,lanific lanific lanific,lanificus
47465,o0071,oblaqueatio,n,0,n-s---fn3-,oblaqueation,oblaqueatio
47446,p1133,perforaculum,n,0,n-s---nn2-,perforacul,perforaculum
47518,p3583,priuatio,n,0,n-s---fn3-,priuat,priuatio
47519,p3606,proauus,n,0,n-s---mn2-,proau,proauus
47504,r0334,relegatio,n,0,n-s---fn3-,relegation,relegatio
47444,r1474,roro,v,0,v1spia--1-,ror rorau rorat,roro
47456,u0775,uirgula,n,0,n-s---fn1-,uirgul,uirgula
47557,t0518,textrinum,n,0,n-s---nn2-,textrin,textrinum
47599,47599,adprobe,r,0,rp--------,,adprobe
47594,47594,alumentarius,n,0,n-s---mn2-,alumentari,alumentarius
47551,47551,ambon,n,0,n-s---nn2-,ambon,ambon
47585,47585,ambultus,n,0,n-s---mn4-,ambult,ambultus
47553,47553,anachronismus,n,0,n-s---mn2-,anachronism,anachronismus
47540,47540,bimestre,r,0,rp--------,,bimestre
47581,47581,castellanus,n,0,n-s---mn2-,castellan,castellanus
47566,47566,chondrillon,n,0,n-s---nn2-,chondrill,chondrillon
47596,47596,cinifes,n,0,n-p---fn3-,cinif,cinifes
47548,47548,clauile,n,0,n-s---nn3-,clauil,clauile
47595,47595,condemnatorius,a,0,aps---mn1-,condemnatori condemnatori condemnatori,condemnatorius
47563,a0222,acanthion,n,0,n-s---nn2g,acanthi,acanthion
47546,47546,corcodilus,n,0,n-s---mn2-,corcodil,corcodilus
47539,47539,delimator,r,0,rp--------,delimator,delimator
47555,47555,diabulus,n,0,n-s---mn2-,diabul,diabulus
47552,47552,displodeo,v,0,v1spia--2-,displod displos displos,displodeo
47549,47549,finite,r,0,rp--------,clauil,finite
47580,h0130,harpax,a,1,aps---an3-,harpag harpag harpag,harpax
47531,47531,homologus,n,0,n-s---mn2-,homolog,homologus
47588,47588,horoma,n,0,n-s---fn1-,horomat,horoma
47526,a2143,aedilicius,n,0,n-s---mn2-,aedilici,aedilicius
47574,47574,inaccedendus,a,0,aps---mn1-,inaccedend inaccedend inaccedend,inaccedendus
47576,47576,intactus,r,0,rp--------,nouell,intactus
47541,47541,iuuenaliter,r,0,rp--------,,iuuenaliter
47598,47598,notatus,a,0,aps---mn1-,not not not,notatus
47522,47522,hyssopus,n,0,n-s---mn2-,hyssop,hyssopus
47536,47536,praeiudicatus,a,0,aps---mn1-,transuers transuers transuers,praeiudicatus
47558,47558,quandocunque,r,0,rp--------,,quandocunque
47583,47583,scutulata,n,0,n-s---fn1-,scutulat,scutulata
27946,u1289,usquequaque,r,1,rp--------,,usquequaque
47542,47542,stapeda,n,0,n-s---fn1-,staped,stapeda
47535,47535,transuersus,a,0,aps---mn1-,transuers transuers transuers,transuersus
47590,47590,uectarius,a,0,aps---mn1-,uectari uectari uectari,uectarius
47570,47570,achilleos,n,0,n-s---mn2-,achille,achilleos
47578,a1871,anancaeum,n,0,n-s---nn2-,anancae,anancaeum
47532,b0459,blennus,n,0,n-s---mn2-,blenn blenn blenn,blennus
47560,c0953,cauernatim,r,0,rp--------,,cauernatim
47554,c2990,concertatorius,a,0,aps---mn1-,concertatori concertatori concertatori,concertatorius
47573,c3937,conuomo,v,0,v1spia--3-,conuom conuomu conuomit,conuomo
47586,c4335,cretatus,a,0,aps---mn1-,cretat cretat cretat,cretatus
47533,d1031,destitor,n,0,n-s---mn3-,destitor,destitor
47528,f0948,fraudator,n,0,n-s---mn3-,fraudator,fraudator
47538,i0485,impercussus,a,0,aps---mn1-,impercuss impercuss impercuss,impercussus
113807,i1206,indefinibilis,a,0,aps---cn3i,indefinibil indefinibil indefinibil,indefinibilis
47562,i2326,interfectrix,n,0,n-s---fn3-,interfectric,interfectrix
47575,n0568,nouellus,a,0,aps---mn1-,nouell nouell nouell,nouellus
47550,p0029,padus,n,0,n-s---mn2-,pad,padus
47589,r0281,refugus,a,1,aps---mn1-,refug refug refug,refugus
47571,s0519,scaenicus,a,0,aps---mn1-,scaenic scaenic scaenic,scaenicus
47521,s0580,scatebra,n,0,n-s---fn1-,scatebr,scatebra
47544,t1163,triangulus,a,0,aps---mn1-,triangul triangul triangul,triangulus
47530,u0085,uannus,n,0,n-s---fn2-,uann,uannus
47612,p3315,praestes,n,1,n-s---cn3-,praestit,praestes
47627,47627,amula,n,0,n-s---fn1-,amul,amula
47658,47658,arcubalista,n,0,n-s---fn1-,arcubalist,arcubalista
47643,47643,cicurare,a,0,aps---an3-,cicur cicur cicur,cicurare
47638,47638,clauiclarius,n,0,n-s---mn2-,clauiclari,clauiclarius
47665,47665,cloacarius,a,0,aps---mn1-,cloacari cloacari cloacari,cloacarius
47656,47656,conplus,a,0,aps---mn1-,conplur conplur conplur,conplus
47600,47600,continuate,r,0,rp--------,,continuate
47668,a0748,adordino,v,0,v1spia--1-,adordin adordinau adordinat,adordino
47672,47672,cyamus,n,0,n-s---mn2-,cyam,cyamus
47637,47637,cycnon,n,0,n-s---nn2-,cycn,cycnon
47617,47617,cydonium,n,0,n-s---nn2-,cydoni,cydonium
47615,47615,duello,v,0,v1spia--1-,duell duellau duellat,duello
47606,47606,egloga,n,0,n-s---fn1-,eglog,egloga
47640,47640,essuriens,n,0,n-s---cn3-,essurient,essuriens
47610,47610,falsificatio,n,0,n-s---fn3-,falsification,falsificatio
47601,47601,foraneus,a,0,aps---mn1-,forane forane forane,foraneus
131952,131952,ustulatus,a,0,aps---mn1-,ustulat ustulat ustulat,ustulatus
47622,47622,fossatus,n,0,n-s---mn2-,fossat,fossatus
47625,47625,gummitio,n,0,n-s---fn3-,gummition,gummitio
47608,47608,hetaeriarcha,n,0,n-s---fn1-,hetaeriarch,hetaeriarcha
47650,47650,imperceptibilis,a,0,aps---cn3-,imperceptibil imperceptibil imperceptibil,imperceptibilis
47632,47632,monachismus,n,0,n-s---mn2-,monachism,monachismus
47641,47641,neclectus,n,0,n-s---mn4-,neclect,neclectus
47651,47651,otiosus,n,0,n-s---mn2-,otios,otiosus
47647,47647,persolus,a,0,aps---mn1-,persol persol persol,persolus
47659,47659,praemandatatum,n,0,n-s---nn2-,praemandatat,praemandatatum
47670,47670,prodigialus,a,0,aps---mn1-,prodigial prodigial prodigial,prodigialus
47604,47604,promptarius,a,0,aps---mn1-,promptari promptari promptari,promptarius
47634,47634,recens,r,0,rp--------,denecal,recens
47642,47642,retrorsum,r,0,rp--------,,retrorsum
47619,47619,semiesus,a,0,aps---mn1-,semies semies semies,semiesus
47609,47609,sexquetertius,a,0,aps---mn1-,sexqueterti sexqueterti sexqueterti,sexquetertius
47667,47667,siquidem,r,0,rp--------,uendic uendicau uendicat,siquidem
47663,47663,spiralis,a,0,aps---cn3-,spiral spiral spiral,spiralis
47652,c0303,camelopardalus,n,0,n-s---mn2-,camelopardal,camelopardalus
47630,c0581,captiua,n,0,n-s---fn1-,captiu,captiua
47654,c1247,cernulus,a,0,aps---mn1-,cernul cernul cernul,cernulus
47646,c2617,commartyr,n,0,n-s---mn3-,commartyr,commartyr
47636,c2938,conamentum,n,0,n-s---nn2-,conament,conamentum
47629,c2964,concateruatus,a,0,aps---mn1-,concateruat concateruat concateruat,concateruatus
47661,d0390,defloreo,v,0,v1spia--2-,deflor defloru -,defloreo
47618,f0444,festus,a,0,aps---mn1-,fest fest fest,festus
47626,h0305,hircinus,a,0,aps---mn1-,hircin hircin hircin,hircinus
47648,l1150,ludificatio,n,0,n-s---fn3-,ludification,ludificatio
47674,m1943,myxa,n,0,n-s---fn1-,myx,myxa
47669,o1115,ostium,n,0,n-s---nn2-,osti,ostium
47624,r1328,resecro,v,0,v1spia--1-,resecr resecrau resecrat,resecro
47673,s0548,saxifragus,a,0,aps---mn1-,cyam cyam cyam,saxifragus
47657,s1092,seminex,a,0,aps---an3-,seminec seminec seminec,seminex
47616,s1740,singillatim,r,0,rp--------,sin,singillatim
47660,s2693,suada,n,0,n-s---fn1-,suad,suada
47621,t0395,territo,v,0,v1spia--1-,territ territau territat,territo
47743,47743,acna,n,0,n-s---fn1-,acn,acna
47680,47680,agrarius,n,0,n-s---mn2-,agrari,agrarius
47692,47692,assimulanter,r,0,rp--------,,assimulanter
47742,47742,connexe,r,0,rp--------,,connexe
47744,47744,conruptum,n,0,n-s---nn2-,conrupt,conruptum
47709,47709,contemtor,n,0,n-s---mn3-,contemtor,contemtor
47700,47700,corticius,a,0,aps---mn1-,cortici cortici cortici,corticius
47731,47731,decore,r,0,rp--------,decor,decore
47741,47741,dessico,v,0,v1spia--1-,dessic - dessect,dessico
47676,47676,deuocator,n,0,n-s---mn3-,deuocator,deuocator
47706,47706,epitrachelion,n,0,n-s---nn2-,epitracheli,epitrachelion
47740,47740,feriatus,n,0,n-s---mn4-,feriat,feriatus
47677,47677,futurologus,n,0,n-s---mn2-,futurolog,futurologus
47713,47713,gypsatus,a,0,aps---mn1-,gypsat gypsat gypsat,gypsatus
47718,47718,hisopum,n,0,n-s---nn2-,hisop,hisopum
47687,47687,immutatus,r,0,rp--------,oporothec,immutatus
47703,47703,inaequabiliter,r,0,rp--------,,inaequabiliter
47733,47733,inreligatus,a,0,aps---mn1-,inreligat inreligat inreligat,inreligatus
47699,47699,insecticidium,n,0,n-s---nn2-,insecticidi,insecticidium
47702,47702,institutionalis,a,0,aps---cn3-,institutional institutional institutional,institutionalis
47739,47739,lixa,n,0,n-s---fn1-,lix,lixa
47746,47746,manzerinus,n,0,n-s---mn2-,manzerin,manzerinus
47686,47686,oporotheca,n,0,n-s---fn1-,oporothec,oporotheca
47728,47728,remunero,v,0,v1spia--1-,remuner - remunerat,remunero
47688,a0978,aerinus,a,0,aps---mn1-,aerin aerin aerin,ăerinus
47698,47698,soldus,a,0,aps---mn1-,sold sold sold,soldus
47747,47747,subito,r,0,rp--------,subit subit subit,subito
47712,47712,teleuisorium,n,0,n-s---nn2-,teleuisori,teleuisorium
47738,a1241,agripeta,n,0,n-s---mn1-,agripet,agripeta
47707,47707,trigonum,n,0,n-s---nn2-,trigon,trigonum
34429,u1295,ustor,n,0,n-s---mn3-,ustor,ustor
47683,c0894,catholicum,n,0,n-s---nn2-,catholic,catholicum
47693,c3987,centesima,n,0,n-s---fn1-,centesim,centesima
47696,c3184,condrion,n,0,n-s---nn2g,condri,condrion
47678,47678,adoriosus,a,0,aps---an3-,adorios adorios adorios,adoriosus
47691,c4093,corrado,v,0,v1spia--3-,corrad corras corras,corrado
47726,d0786,depictio,n,0,n-s---fn3-,depiction,depictio
47697,d1320,diatritus,n,0,n-s---fn2-,diatrit,diatritus
47690,d1326,dibaphus,a,0,aps---mn1-,dibaph dibaph dibaph,dibaphus
47722,d2072,docilitas,n,0,n-s---fn3-,docilitat,docilitas
47734,e0548,enarmonius,a,0,aps---mn1-,enarmoni enarmoni enarmoni,enarmonius
47681,e1582,expauesco,v,0,v1spia--3-,expauesc expau -,expauesco
47735,f0253,fasciola,n,0,n-s---fn1-,fasciol,fasciola
47682,i0960,inchoo,v,0,v1spia--1-,incho inchoau inchoat,inchoo
47679,i1522,infatuo,v,0,v1spia--1-,infatu infatuau infatuat,infatuo
47745,i2113,instauratiuus,a,0,aps---mn1-,instauratiu instauratiu instauratiu,instauratiuus
47711,i2318,interequito,v,0,v1spia--1-,interequit interequitau interequitat,interequito
47723,m1865,mutunium,n,0,n-s---nn2-,mutuni,mutunium
47725,n0453,noctesco,v,0,v1spia--3-,noctesc - -,noctesco
47715,p1643,perspicientia,n,0,n-s---fn1-,perspicienti,perspicientia
47729,p4679,pyxis,n,0,n-s---fn3-,pyxid,pyxis
47724,r0011,racana,n,0,n-s---fn1-,racan,racana
47704,r1081,redhalo,v,0,v1spia--1-,redhal - -,redhalo
47759,u0893,uituperator,n,0,n-s---mn3-,uituperator,uituperator
47800,d1645,diphthongus,n,0,n-s---fn2-,diphthong,diphthongus
47749,47749,adlido,v,0,v1spia--3-,adlid adlis adlis,adlido
47784,47784,adparatorium,n,0,n-s---nn2-,adparatori,adparatorium
47783,47783,aduorsa,n,0,n-s---fn1-,aduors,aduorsa
47782,47782,agenda,n,0,n-s---fn1-,agend,agenda
47801,47801,antecedente,n,0,n-s---nn3-,antecedent,antecedente
47758,47758,apsinthius,a,0,aps---mn1-,apsinthi apsinthi apsinthi,apsinthius
47752,47752,badisso,v,0,v1spia--1-,badiss badissau badissat,badisso
47799,47799,canterinus,a,0,aps---mn1-,canteri canteri canteri,canterinus
47769,47769,conlibro,v,0,v1spia--1-,conlibr conlibrau conlibrat,conlibro
47773,47773,conpendiose,r,0,rp--------,conpendiosius conpendiosissime,conpendiose
47781,47781,consequia,n,0,n-s---fn1-,consequi,consequia
47805,s0433,satisfacio,v,0,v1spia--3i,satisfac satisfec satisfact,satisfacio
47791,47791,contans,a,0,aps---an3-,contant contant contant,contans
131954,131954,ustus,a,0,aps---mn1-,ust ust ust,ustus
47753,47753,dedux,a,0,aps---an3-,deduc deduc deduc,dedux
47811,a8923,adustum,n,0,n-s---nn2-,adust,adustum
47775,47775,denditio,n,0,n-s---fn3-,dendition,denditio
47787,47787,graue,r,0,rp--------,cauteri cauteriau cauteriat,graue
47780,47780,inauratus,n,0,n-s---mn4-,inaurat,inauratus
47813,47813,incolomis,a,0,aps---cn3-,incolom incolom incolom,incolomis
47776,47776,karus,a,0,aps---mn1-,kar kar kar,karus
47794,47794,laudabiliter,r,0,rp--------,trig,laudabiliter
47750,47750,matralia,n,0,n-s---fn1-,adlid adlis adlis,matralia
47815,47815,octauum,r,0,rp--------,demonstratiu,octauum
47807,47807,plegio,v,0,v1spia--4-,plegi plegiau plegiat,plegio
47770,47770,rassismus,n,0,n-s---mn2-,rassism,rassismus
47757,47757,rassisticus,a,0,aps---mn1-,rassistic rassistic rassistic,rassisticus
47755,47755,recussus,a,0,aps---mn1-,recuss recuss recuss,recussus
47789,47789,socialisticus,a,0,aps---mn1-,socialistic socialistic socialistic,socialisticus
47748,47748,triclinarium,n,0,n-s---nn2-,triclinari,triclinarium
47761,a8486,altercator,n,0,n-s---mn3-,altercator,altercator
47788,a2110,antea,r,0,rp--------,,antea
47808,a2979,anularius,a,0,aps---mn1-,anulari anulari anulari,anularius
