,praesignis,a,aps---cn3i,praesign praesign praesign,praesignis,0
103812,103812,bouarius,n,n-s---mn2-,bouari,bouarius,0
103815,103815,bouo,v,v1spia--1-,bou bouau bouat,bouo,0
103795,b0552,boscis,n,n-s---fn3-,boscid,boscis,0
103816,103816,brabifer,n,n-s---mn2r,brabifr,brabifer,0
103817,103817,bracchiale,n,n-s---nn3i,bracchial,bracchiale,0
103821,103821,bracha,n,n-s---fn1-,brach,bracha,0
103796,b0553,bostar,n,n-s---nn3-,bostar,bostar,1
103755,103755,bolbus,n,n-s---mn2-,bolb,bolbus,0
103803,103803,Botrio,n,n-s---mn3-,Botrion,Botrio,0
103798,b0554,bostrychitis,n,n-s---fn3i,bostrychit,bostrychitis,0
103799,b0556,botanicum,n,n-s---nn2-,botanic,botanicum,0
103809,b0566,botryon,n,n-s---nn2g,botry,botryon,0
103811,b0567,botrys,n,n-s---fn3g,botry,botrys,0
103813,b0573,bouilla,n,n-s---fn1-,bouill,bouilla,0
103822,b9697,brachiale,n,n-s---nn3i,brachial,brachiale,0
115477,i3013,iugilo,v,v1spia--1-,iugil iugilau iugila,iugilo,0
51153,51153,abiegneus,a,aps---mn1-,abiegne abiegne abiegne,abiegneus,0
103826,b9696,brachilis,n,n-s---mn3i,brachil,brachilis,0
103834,103834,bractearia,n,n-s---fn1-,bracteari,bractearia,0
103829,b0592,brachycatalectus,a,aps---mn1-,brachycatalect brachycatalect brachycatalect,brachycatalectus,0
103830,b0594,brachysyllabus,a,aps---mn1-,brachysyllab brachysyllab brachysyllab,brachysyllabus,0
103831,b0595,bracile,n,n-s---nn3i,bracil,bracile,0
103832,b0597,bractamentum,n,n-s---nn2-,bractament,bractamentum,0
103847,b0616,bratus,n,n-s---fn2-,brat,bratus,0
103858,103858,breuis,n,n-s---mn3i,breu,breuis,0
103835,103835,bractearius,n,n-s---mn2-,bracteari,bractearius,0
103839,103839,branchiae,n,n-p---fn1-,branchi,branchiae,0
103842,103842,brassicae,n,n-p---fn1-,brassic,brassicae,0
103837,b0599,brado,n,n-s---fn3-,bradon,brado,0
103838,b0601,branca,n,n-s---fn1-,branc,branca,0
103843,103843,brassicum,n,n-s---nn2-,brassic,brassicum,0
103840,b0603,branchos,n,n-s---mn2g,branch,branchos,0
103844,103844,brastae,n,n-p---fn1-,brast,brastae,0
103846,103846,brattearius,n,n-s---mn2-,bratteari,brattearius,0
103851,103851,breuia,n,n-p---nn3i,breu,breuia,0
103841,b0605,brasmatiae,n,n-p---fn1-,brasmati,brasmatiae,1
103853,103853,breuiatus,a,aps---mn1-,breuiat breuiat breuiat,breuiatus,0
103845,b0610,brattealis,a,aps---cn3i,bratteal bratteal bratteal,brattealis,0
103854,103854,breuiculus,n,n-s---mn2-,breuicul,breuiculus,0
103855,103855,breuigerulus,n,n-s---mn2-,breuigerul,breuigerulus,0
103861,103861,briso,v,v1spia--1-,bris brisau brisat,briso,0
103862,103862,britannica,n,n-s---fn1-,britannic,britannica,0
103848,b0617,brecta,n,n-p---nn2-,brect,brecta,0
103850,b0619,brephotropheum,n,n-s---nn2-,brephotrophe,brephotropheum,0
103864,103864,bromatici,n,n-p---mn2-,bromatic,bromatici,0
103868,103868,bronchus,a,aps---mn1-,bronch bronch bronch,bronchus,0
103869,103869,bronia,n,n-s---fn1-,broni,bronia,0
103852,b0622,breuiatim,r,rp--------,,breuiatim,0
103870,103870,brontia,n,n-s---fn1-,bronti,brontia,0
103871,103871,brumosus,a,aps---mn1-,brumos brumos brumos,brumosus,0
103872,103872,brunda,n,n-s---fn1-,brund,brunda,0
103873,103873,brunicus,n,n-s---mn2-,brunic,brunicus,0
103875,103875,brutalia,n,n-p---nn3i,brutal,brutalia,0
103879,103879,brutisco,v,v1spia--3-,,brutisco,0
103880,103880,bruttia,n,n-s---fn1-,brutti,bruttia,0
103859,b0633,bridus,n,n-s---mn2-,brid,bridus,0
103882,103882,bryonias,n,n-s---fn3-,bryoniad,bryonias,0
103883,103883,bu,n,n-s---fn--,-,bu,0
103860,b0634,brigantes,n,n-s---mn3-,brigant,brigantes,0
103886,103886,bubella,n,n-s---fn1-,bubell,bubella,0
103887,103887,bubilo,v,v1spia--1-,bubil bubilau bubilat,bubilo,0
103889,103889,bublinum,n,n-s---nn2-,bublin,bublinum,0
103890,103890,bubo,v,v1spia--3-,,bubo,0
103863,b0638,brochon,n,n-s---nn2g,broch,brochon,0
103825,103825,brachiati,n,n-p---mn2-,brachiat,brachiati,0
103866,b0641,bromus,n,n-s---mn2-,brom,bromus,0
103867,b0642,bronchia,n,n-p---nn2-,bronchi,bronchia,0
103874,b0650,bruta,n,n-s---fn1-,brut,bruta,0
103877,b0650,brutes,n,n-s---fn3i,brut,brutes,0
103878,b0653,brutesco,v,v1spia--3-,,brutesco,0
103881,b0655,bryon,n,n-s---nn2g,bry,bryon,0
103885,b0615,bubalus,a,aps---mn1-,bubal bubal bubal,bubalus,0
103888,b0662,bubino,v,v1spia--1-,bubin bubinau bubinat,bubino,0
99169,i3019,iugulatio,n,n-s---fn3-,iugulation,iugulatio,0
51224,a0899,aemulatrix,n,n-s---fn3-,aemulatric,aemulatrix,0
103898,b0682,buccellatarius,n,n-s---mn2-,buccellatari,buccellatarius,0
24339,24339,intellectualiter,r,rp--------,,intellectualiter,1
103909,b0779,buculus,n,n-s---mn2-,bucul,buculus,0
103959,b0792,byssus,n,n-s---fn2-,byss,byssus,0
103901,b0686,buccosus,a,aps---mn1-,buccos buccos buccos,buccosus,0
103900,103900,buccifer,a,aps---mn1r,buccifr buccifr buccifr,buccifer,0
103903,103903,bucita,n,n-p---nn2-,bucit,bucita,0
103902,b9680,bucculare,n,n-s---nn3i,buccular,bucculare,0
103945,103945,butyr,n,n-s---n---,-,butyr,0
103908,103908,buculus,a,aps---mn1-,bucul bucul bucul,buculus,0
103904,b0699,bucolia,n,n-s---fn1-,bucoli,bucolia,0
103905,b0701,bucolismus,n,n-s---mn2-,bucolism,bucolismus,0
103906,b0702,bucolista,n,n-s---mn1-,bucolist,bucolista,0
103907,b0705,bucrius,n,n-s---mn2-,bucri,bucrius,0
103911,103911,bulbine,n,n-s---fn1g,bulbin,bulbine,0
103912,103912,bulbos,n,n-s---mn2g,bulb,bulbos,0
103916,103916,bullitus,a,aps---mn1-,bullit bullit bullit,bullitus,0
103914,b0730,bullesco,v,v1spia--3-,,bullesco,0
103919,103919,buphtalmos,n,n-s---mn2g,buphtalm,buphtalmos,0
103915,b0732,bullitio,n,n-s---fn3-,bullition,bullitio,0
103920,103920,buphthalmos,n,n-s---fn2g,buphthalm,buphthalmos,0
103924,103924,burdus,n,n-s---mn2-,burd,burdus,0
103917,b0735,bumammus,a,aps---mn1-,bumamm bumamm bumamm,bumammus,0
103918,b0738,bunion,n,n-s---nn2g,buni,bunion,0
103925,103925,burgarii,n,n-p---mn2-,burgari,burgarii,0
103926,103926,burio,v,v1spia--4-,bur buriu burit,burio,0
103927,103927,burrae,n,n-p---fn1-,burr,burrae,0
103929,103929,burrhus,n,n-s---mn2-,burrh,burrhus,0
103930,103930,burrio,v,v1spia--4-,burr burriu burrit,burrio,0
103931,103931,buselinon,n,n-s---nn2g,buselin,buselinon,0
103932,103932,bussequa,n,n-s---mn1-,bussequ,bussequa,0
103933,103933,bustans,a,aps---an3i,bustant bustant bustant,bustans,0
103943,103943,butubatta,n,n-p---nn2-,butubatt,butubatta,0
103921,b0743,buprestis,n,n-s---fn3i,buprest,buprestis,0
103922,b0745,burdatio,n,n-s---fn3-,burdation,burdatio,0
103928,b0756,burrhinon,n,n-s---nn2g,burrhin,burrhinon,0
103944,103944,butus,a,aps---mn1-,but but but,butus,0
103946,103946,butyron,n,n-s---nn2g,butyr,butyron,0
103948,103948,buuile,n,n-s---nn3i,buuil,buuile,0
103952,103952,buxula,n,n-s---fn1-,buxul,buxula,0
103934,b0763,bustio,n,n-s---fn3-,bustion,bustio,0
103954,103954,byrrhus,n,n-s---mn2-,byrrh,byrrhus,0
103957,103957,byssina,n,n-s---fn1-,byssin,byssina,0
104095,104095,caliandrium,n,n-s---nn2-,caliandri,caliandrium,0
103936,b0766,bustrophedon,r,rp--------,,bustrophedon,0
103937,b0767,bustualis,a,aps---cn3i,bustual bustual bustual,bustualis,0
103953,103953,Byblos,n,n-s---mn2g,Bybl,Byblos,0
103938,b0768,bustuarium,n,n-s---nn2-,bustuari,bustuarium,0
103939,b0768,bustuarius,n,n-s---mn2-,bustuari,bustuarius,0
103940,b0771,busycon,n,n-s---nn2g,busyc,busycon,0
103895,103895,buccellare,n,n-s---nn3i,buccellar,buccellare,0
103942,b0775,butio,v,v1spia--4-,buti  ,butio,0
103947,b0778,butyrum,n,n-s---nn2-,butyr,butyrum,0
103949,b0788,buxa,n,n-s---fn1-,bux,buxa,0
103951,b0787,buxtula,n,n-s---fn1-,buxtul,buxtula,0
103955,b0789,byrsa,n,n-s---fn1-,byrs,byrsa,0
103956,b0790,byssicus,a,aps---mn1-,byssic byssic byssic,byssicus,0
103958,b0792,byssum,n,n-s---nn2-,byss,byssum,0
25440,25440,obnixus,a,aps---mn1-,obnix obnix obnix,obnixus,1
103966,c0010,cabo,n,n-s---mn3-,cabon,cabo,0
103969,103969,cacatus,a,aps---mn1-,cacat cacat cacat,cacatus,0
103971,103971,caccabo,v,v1spia--1-,caccab caccabau caccabat,caccabo,0
103967,c0015,cacator,n,n-s---mn3-,cacator,cacator,0
103972,103972,caccacabaceus,a,aps---mn1-,caccacabace caccacabace caccacabace,caccacabaceus,0
103970,c0020,caccabinus,a,aps---mn1-,caccabin caccabin caccabin,caccabinus,0
103973,103973,caccacabatus,a,aps---mn1-,caccacabat caccacabat caccacabat,caccacabatus,0
103974,103974,caccacabulus,n,n-s---mn2-,caccacabul,caccacabulus,0
103975,103975,caccacabus,n,n-s---mn2-,caccacab,caccacabus,0
103978,103978,cachectes,n,n-s---mn1-,cachect,cachectes,0
103981,103981,cachry,n,n-s---nn3g,cachry,cachry,0
103988,103988,cacologia,n,n-s---fn1-,cacologi,cacologia,0
103989,103989,cacophaton,n,n-s---nn2g,cacophat,cacophaton,0
103977,c0023,cacemphaton,n,n-s---nn2g,cacemphat,cacemphaton,0
103980,c0030,cachinno,n,n-s---mn3-,cachinnon,cachinno,0
103992,103992,cacozelon,n,n-s---nn2g,cacozel,cacozelon,0
103995,103995,cacuminatus,a,aps---mn1-,cacuminat cacuminat cacuminat,cacuminatus,0
103983,c0035,cacillo,v,v1spia--1-,cacill cacillau cacillat,cacillo,0
103984,c9858,cacizotechnos,n,n-s---mn2g,cacizotechn,cacizotechnos,0
103996,103996,cacus,n,n-s---mn2-,cac,cacus,0
103985,c0037,cacochymia,n,n-s---fn1-,cacochymi,cacochymia,0
103964,103964,cabator,n,n-s---mn3-,cabator,cabator,0
103997,103997,cadax,a,aps---an3i,cadac cadac cadac,cadax,0
104004,104004,caecatio,n,n-s---fn3-,caecation,caecatio,0
103986,c0038,cacochymus,a,aps---mn1-,cacochym cacochym cacochym,cacochymus,0
103987,c0039,cacodaemon,n,n-s---mn3-,cacodaemon,cacodaemon,0
103990,c0041,cacophemia,n,n-s---fn1-,cacophemi,cacophemia,0
104006,104006,caecula,n,n-s---fn1-,caecul,caecula,0
103993,c0047,cacula,n,n-s---mn1-,cacul,cacula,0
104007,104007,caecum,n,n-s---nn2-,caec,caecum,0
104011,104011,caelatus,a,aps---mn1-,caelat caelat caelat,caelatus,0
104013,104013,caeli,n,n-p---mn2-,cael,caeli,0
104016,104016,caeligena,a,aps---cn1-,caeligen caeligen caeligen,caeligena,0
103998,c0055,cadesco,v,v1spia--3-,,cadesco,0
103999,c0056,cadialis,a,aps---cn3i,cadial cadial cadial,cadialis,0
104018,104018,caeliloquus,a,aps---mn1-,caeliloqu caeliloqu caeliloqu,caeliloquus,0
104000,c0060,cadmitis,n,n-s---fn3i,cadmit,cadmitis,0
104021,104021,caementaria,n,n-s---fn1-,caementari,caementaria,0
104001,c0068,caduca,n,n-s---fn1-,caduc,caduca,0
104002,c0066,caducia,n,n-s---fn1-,caduci,caducia,0
104022,104022,caementatus,a,aps---mn1-,caementat caementat caementat,caementatus,0
104024,104024,caenaturio,v,v1spia--4-,caenatur caenaturiu caenaturit,caenaturio,0
104026,104026,caepitium,n,n-s---nn2-,caepiti,caepitium,0
104027,104027,caepuila,n,n-s---fn1-,caepuil,caepuila,0
104003,c0071,cadytas,n,n-s---mn1g,cadyt,cadytas,0
104023,104023,Caena,n,n-s---fn1-,Caen,Caena,0
104005,c0075,caecilia,n,n-s---fn1-,caecili,caecilia,0
104008,c0080,caecus,n,n-s---mn2-,caec,caecus,0
104012,c0089,caelestinus,a,aps---mn1-,caelestin caelestin caelestin,caelestinus,0
104014,c0092,caelibalis,a,aps---cn3i,caelibal caelibal caelibal,caelibalis,0
104015,c0093,caelibaris,a,aps---cn3i,caelibar caelibar caelibar,caelibaris,0
104017,c0101,caeliloquax,a,aps---an3i,caeliloquac caeliloquac caeliloquac,caeliloquax,0
104020,c0120,caementa,n,n-s---fn1-,caement,caementa,0
104028,c1194,caepula,n,n-s---fn1-,caepul,caepula,0
115488,i3032,iumentarius,n,n-s---mn2-,iumentari,iumentarius,0
103963,c0009,cabanna,n,n-s---fn1-,cabann,cabanna,0
25511,25511,occulto,v,v1spia--3-,occult occultau occultat,occulto,1
104039,104039,caesar,n,n-s---mn3-,caesar,caesar,0
104043,104043,caestus,n,n-s---mn2-,caest,caestus,0
104035,c0127,caerulosus,a,aps---mn1-,caerulos caerulos caerulos,caerulosus,0
104042,104042,caesticus,a,aps---mn1-,caestic caestic caestic,caesticus,0
104036,c9913,caesa,n,n-s---fn1-,caes,caesa,0
104037,c0128,caesalis,a,aps---cn3i,caesal caesal caesal,caesalis,0
104046,c9913,caesus,n,n-s---mn4-,caes,caesus,0
104041,c0142,caespito,v,v1spia--1-,caespit caespitau caespita,caespito,0
104045,104045,caesus,a,aps---mn1-,caes caes caes,caesus,0
104033,c0125,caeruleatus,a,aps---mn1-,caeruleat caeruleat caeruleat,caeruleatus,0
104049,104049,calam,r,rp--------,,calam,0
104050,104050,calamatus,n,n-s---mn2-,calamat,calamatus,0
104051,104051,calamaucus,n,n-s---mn2-,calamauc,calamaucus,0
104044,c0146,caesullae,n,n-p---fn1-,caesull,caesullae,0
104052,104052,calamaules,n,n-s---mn1-,calamaul,calamaules,0
104053,104053,calamintha,n,n-s---fn1-,calaminth,calamintha,0
104055,104055,calaminus,a,aps---mn1-,calamin calamin calamin,calaminus,0
104057,104057,calamistratorium,n,n-s---nn2-,calamistratori,calamistratorium,0
104059,104059,calantica,n,n-s---fn1-,calantic,calantica,0
104061,104061,calatus,a,aps---mn1-,calat calat calat,calatus,0
104064,104064,calcariensis,n,n-s---mn3i,calcariens,calcariensis,0
104066,104066,calcatio,n,n-s---fn3-,calcation,calcatio,0
104067,104067,calcatius,r,rp--------,,calcatius,0
104072,104072,calceatus,a,aps---mn1-,calceat calceat calceat,calceatus,0
104073,104073,calceocaliga,n,n-s---fn1-,calceocalig,calceocaliga,0
104075,104075,calchisso,v,v1spia--1-,calchiss calchissau calchissa,calchisso,0
104054,c0160,calaminthe,n,n-s---fn1g,calaminth,calaminthe,0
104056,c0161,calamiscus,n,n-s---mn2-,calamisc,calamiscus,0
104076,104076,calciatus,a,aps---mn1-,calciat calciat calciat,calciatus,0
104077,104077,calcis,n,n-s---fn3i,calc,calcis,0
104078,104078,calcius,n,n-s---mn2-,calci,calcius,0
104083,104083,caldaria,n,n-s---fn1-,caldari,caldaria,0
104084,104084,caldatio,n,n-s---fn3-,caldation,caldatio,0
104085,104085,caldo,v,v1spia--1-,cald caldau calda,caldo,0
104060,c0169,calasis,n,n-s---fn3i,calas,calasis,0
104062,c0174,calcabilis,a,aps---cn3i,calcabil calcabil calcabil,calcabilis,0
104063,c0179,calcarea,n,n-s---fn1-,calcare,calcarea,0
104086,104086,caleco,v,v1spia--1-,calec calecau calecat,caleco,0
104090,104090,calendarius,a,aps---mn1-,calendari calendari calendari,calendarius,0
104091,104091,calens,a,aps---an3i,calent calent calent,calens,0
104093,104093,calfactus,a,aps---mn1-,calfact calfact calfact,calfactus,0
104065,c9915,calcatae,n,n-p---fn1-,calcat,calcatae,0
104094,104094,calfactus,n,n-s---mn4-,calfact,calfactus,0
104040,104040,Caeso,n,n-s---mn3-,Caeson,Caeso,0
104069,c0213,calcatura,n,n-s---fn1-,calcatur,calcatura,0
104070,c0221,calcatus,n,n-s---mn4-,calcat,calcatus,0
104074,c0196,calceolus,n,n-s---mn2-,calceol,calceolus,0
104079,c0207,calculatrix,n,n-s---fn3-,calculatric,calculatrix,0
104080,c0208,calculensis,a,aps---cn3i,calculens calculens calculens,calculensis,0
104081,c0210,calculo,n,n-s---mn3-,calculon,calculo,0
104082,c9212,caldamentum,n,n-s---nn2-,caldament,caldamentum,0
104089,c0220,calendalis,a,aps---cn3i,calendal calendal calendal,calendalis,0
115498,i1038,iuniperus,a,aps---mn1-,iuniper iuniper iuniper,iuniperus,0
115505,i6052,iureperitus,n,n-s---mn2-,iureperit,iureperitus,0
104032,c0124,caerulans,a,aps---an3i,caerulant caerulant caerulant,caerulans,0
26170,26170,potius,r,rp--------,,potius,1
104100,c0242,caligula,n,n-s---fn1-,caligul,caligula,0
26188,26188,praecipue,r,rp--------,praecipu,praecipue,1
104123,104123,calumma,n,n-s---nn3-,calummat,calumma,0
104154,104154,campania,n,n-s---fn1-,campani,campania,0
104102,104102,callens,a,aps---an3i,callent callent callent,callens,0
104103,104103,callenter,r,rp--------,,callenter,0
104105,104105,calliculus,n,n-s---mn2-,callicul,calliculus,0
104099,c0237,caligino,v,v1spia--1-,caligin caliginau caliginat,caligino,0
104106,104106,callicum,n,n-s---nn2-,callic,callicum,0
104107,104107,calligo,n,n-s---fn3-,calligin,calligo,0
104111,104111,callitrichos,n,n-s---fn2g,callitrich,callitrichos,0
104155,104155,campania,n,n-p---nn2-,campani,campania,0
104112,104112,callitrix,n,n-s---fn3-,callitric,callitrix,0
104115,104115,calopodion,n,n-s---nn2g,calopodi,calopodion,0
104108,c0258,callion,n,n-s---nn2g,calli,callion,0
104117,104117,calthum,n,n-s---nn2-,calth,calthum,0
104109,c0262,callipygis,a,aps---cn3i,callipyg callipyg callipyg,callipygis,0
104118,104118,caluarium,n,n-s---nn2-,caluari,caluarium,0
104110,c0265,callistruthis,n,n-s---fn3-,callistruthid,callistruthis,0
104125,104125,calumniosus,n,n-s---mn2-,calumnios,calumniosus,0
104113,c0274,calobatarius,n,n-s---mn2-,calobatari,calobatarius,0
104127,104127,calybita,n,n-s---mn1-,calybit,calybita,0
104128,104128,calycularia,n,n-s---fn1-,calyculari,calycularia,0
104129,104129,calycularis,a,aps---cn3i,calycular calycular calycular,calycularis,0
104130,104130,calycularius,a,aps---mn1-,calyculari calyculari calyculari,calycularius,0
104132,104132,calyptra,n,n-s---fn1-,calyptr,calyptra,0
104116,c0280,calpar,n,n-s---nn3i,calpar,calpar,0
104134,104134,camamero,v,v1spia--1-,camamer camamerau camamerat,camamero,0
104135,104135,camarus,n,n-s---mn2-,camar,camarus,0
104142,104142,camerarius,a,aps---mn1-,camerari camerari camerari,camerarius,0
104120,c0286,caluaster,n,n-s---mn2r,caluastr,caluaster,0
104121,c0287,caluatus,a,aps---mn1-,caluat caluat caluat,caluatus,0
104126,c0298,caluo,v,v1spia--3-,calu - -,caluo,1
104143,104143,cameratus,a,aps---mn1-,camerat camerat camerat,cameratus,0
104145,104145,camillum,n,n-s---nn2-,camill,camillum,0
104146,104146,caminatus,a,aps---mn1-,caminat caminat caminat,caminatus,0
104147,104147,caminum,n,n-s---nn2-,camin,caminum,0
104148,104148,camomilla,n,n-s---fn1-,camomill,camomilla,0
104150,104150,campa,n,n-s---fn1-,camp,campa,0
104151,104151,campae,n,n-p---fn1-,camp,campae,0
104157,104157,campestratus,a,aps---mn1-,campestrat campestrat campestrat,campestratus,0
104131,c0305,calymma,n,n-s---nn3-,calymmat,calymma,0
104158,104158,campestres,n,n-p---mn3i,campestr,campestres,0
104098,104098,caligans,a,aps---an3i,caligant caligant caligant,caligans,0
104137,c0300,camelae,n,n-p---fn1-,camel,camelae,0
104140,c0318,camelopodion,n,n-s---nn2g,camelopodi,camelopodion,0
104141,c0320,camensis,a,aps---cn3i,camens camens camens,camensis,0
104144,c0319,camilla,n,n-s---fn1-,camill,camilla,0
104152,c0330,campanella,n,n-s---fn1-,campanell,campanella,0
104153,c0331,campaneus,a,aps---mn1-,campane campane campane,campaneus,0
104156,c0332,camparius,n,n-s---mn2-,campari,camparius,0
104161,c0340,campigeni,n,n-p---mn2-,campigen,campigeni,0
104162,c0341,campsa,n,n-s---fn1-,camps,campsa,0
115508,i3055,iurgatorius,a,aps---mn1-,iurgatori iurgatori iurgatori,iurgatorius,0
104139,c0301,camelopardalis,n,n-s---fn3i,camelopardal,camelopardalis,0
104171,104171,canalis,a,aps---cn3i,canal canal canal,canalis,0
104169,104169,canacheni,n,n-p---mn2-,canachen,canacheni,0
104170,104170,canaliclarius,a,aps---mn1-,canaliclari canaliclari canaliclari,canaliclarius,0
104167,c0354,canabetum,n,n-s---nn2-,canabet,canabetum,0
43820,i6057,iurisdictio,n,n-s---fn3-,iurisdiction,iurisdictio,0
104172,104172,canaster,n,n-s---mn2-,canastr,canaster,0
104174,104174,cancalefactio,n,n-s---fn3-,cancalefaction,cancalefactio,0
104176,104176,cancellate,r,rp--------,,cancellate,0
104177,104177,cancelli,n,n-p---mn2-,cancell,cancelli,0
104224,104224,cantus,n,n-s---mn2-,cant,cantus,0
104181,104181,canchrema,n,n-s---nn3-,canchremat,canchrema,0
104182,104182,cancroma,n,n-s---nn3-,cancromat,cancroma,0
104183,104183,candefactus,a,aps---mn1-,candefact candefact candefact,candefactus,0
104185,104185,canens,a,aps---an3i,canent canent canent,canens,0
104186,104186,canentae,n,n-p---fn1-,canent,canentae,0
104193,104193,canistella,n,n-p---nn2-,canistell,canistella,0
104165,c0346,campulus,n,n-s---mn2-,campul,campulus,0
104194,104194,canistellus,n,n-s---mn2-,canistell,canistellus,0
104195,104195,canistri,n,n-p---mn2-,canistr,canistri,0
104173,c0367,canauaria,n,n-s---fn1-,canauari,canauaria,0
104179,c0378,canceratio,n,n-s---fn3-,canceration,canceratio,0
104180,c0380,cancerosus,a,aps---mn1-,canceros canceros canceros,cancerosus,0
104197,104197,caniturus,a,aps---mn1-,canitur canitur canitur,caniturus,0
104199,104199,cannabetum,n,n-s---nn2-,cannabet,cannabetum,0
104201,104201,cannalis,a,aps---cn3i,cannal cannal cannal,cannalis,0
104202,104202,cannicia,n,n-s---fn1-,cannici,cannicia,0
104204,104204,cannicius,a,aps---mn1-,cannici cannici cannici,cannicius,0
104205,104205,cannophoros,n,n-s---mn2g,cannophor,cannophoros,0
104206,104206,cannucia,n,n-s---fn1-,cannuci,cannucia,0
104207,104207,cannuciae,n,n-p---fn1-,cannuci,cannuciae,0
104210,104210,canonicarii,n,n-p---mn2-,canonicari,canonicarii,0
104211,104211,canonici,n,n-p---mn2-,canonic,canonici,0
104212,104212,canopica,n,n-p---nn2-,canopic,canopica,0
104187,c0410,canicae,n,n-p---fn1-,canic,canicae,0
104215,104215,cantatus,a,aps---mn1-,cantat cantat cantat,cantatus,0
104219,104219,cantharum,n,n-s---nn2-,canthar,cantharum,0
104189,c0403,caniculatus,a,aps---mn1-,caniculat caniculat caniculat,caniculatus,0
104190,c0405,canifico,v,v1spia--1-,canific canificau canificat,canifico,0
104226,104226,capanna,n,n-s---fn1-,capann,capanna,0
104191,c0406,caniformis,a,aps---cn3i,caniform caniform caniform,caniformis,0
104192,c0400,canisco,v,v1spia--3-,,canisco,0
104228,104228,capero,v,v1spia--1-,caper caperau caperat,capero,0
104196,c0413,canistrifer,a,aps---mn1r,canistrifer canistrifer canistrifer,canistrifer,0
104164,104164,campsarium,n,n-s---nn2-,campsari,campsarium,0
104198,c0421,cannaba,n,n-s---fn1-,cannab,cannaba,0
104200,c0419,cannabifer,a,aps---mn1r,cannabifer cannabifer cannabifer,cannabifer,0
104203,c0425,canniciae,n,n-p---fn1-,cannici,canniciae,0
104209,c0430,canonicaria,n,n-s---fn1-,canonicari,canonicaria,0
104213,c0435,canosus,a,aps---mn1-,canos canos canos,canosus,0
104216,c0450,cantatus,n,n-s---mn4-,cantat,cantatus,0
104217,c1919,cantharida,n,n-s---fn1-,cantharid,cantharida,0
104218,c0448,cantharites,n,n-s---mn1g,cantharit,cantharites,0
104220,c0459,cantilatrix,n,n-s---fn3-,cantilatric,cantilatrix,0
104221,c0462,cantilo,v,v1spia--1-,cantil cantilau cantilat,cantilo,0
104223,c0469,cantula,n,n-s---fn1-,cantul,cantula,0
27080,27080,scrutino,v,v1spia--1-,scrutin scrutinau scrutinat,scrutino,1
104236,104236,capillati,n,n-p---mn2-,capillat,capillati,0
104283,104283,captus,n,n-s---mn2-,capt,captus,0
104232,c0489,capillago,n,n-s---fn3-,capillagin,capillago,0
104233,c0491,capillare,n,n-s---nn3i,capillar,capillare,0
104235,c0492,capillasco,v,v1spia--3-,,capillasco,0
104237,104237,capillor,n,n-s---mn3-,capillor,capillor,0
104239,104239,capillum,n,n-s---nn2-,capill,capillum,0
104242,104242,capisterium,n,n-s---nn2-,capisteri,capisterium,0
104252,104252,cappari,n,n-s---n---,-,cappari,0
104251,c0529,cappa,n,n-s---n---,-,cappa,0
104243,104243,capitale,n,n-s---nn3i,capital,capitale,0
104244,104244,capitulani,n,n-p---mn2-,capitulan,capitulani,0
104248,104248,caplum,n,n-s---nn2-,capl,caplum,0
104240,c0501,capio,n,n-s---fn3-,capion,capio,0
104241,c0503,capistellum,n,n-s---nn2-,capistell,capistellum,0
104257,104257,capreolinus,a,aps---mn1-,capreolin capreolin capreolin,capreolinus,0
104245,c0517,capitulare,n,n-s---nn3i,capitular,capitulare,0
104262,104262,caprius,a,aps---mn1-,capri capri capri,caprius,0
104246,c0517,capitularii,n,n-p---mn2-,capitulari,capitularii,0
104247,c0523,capitum,n,n-s---nn2-,capit,capitum,0
104264,104264,caproneae,n,n-p---fn1-,caprone,caproneae,0
104249,c0525,capnios,n,n-s---fn2g,capni,capnios,0
104250,c0527,capnos,n,n-s---fn2g,capn,capnos,0
104267,104267,capsarara,n,n-s---fn1-,capsarar,capsarara,0
104258,c0542,capreus,a,aps---mn1-,capre capre capre,capreus,0
104272,104272,captabilis,a,aps---cn3i,captabil captabil captabil,captabilis,0
104259,c0548,caprile,n,n-s---nn3i,capril,caprile,0
104260,c0548,caprilis,a,aps---cn3i,capril capril capril,caprilis,0
104275,104275,captatus,a,aps---mn1-,captat captat captat,captatus,0
104261,c0552,caprio,v,v1spia--1-,capri capriau capria,caprio,0
104263,c0554,capronae,n,n-p---fn1-,capron,capronae,0
104277,104277,capticius,a,aps---mn1-,captici captici captici,capticius,0
104266,c0558,capsaces,n,n-s---mn1g,capsac,capsaces,0
104278,104278,captiosa,n,n-p---nn2-,captios,captiosa,0
104268,c0559,capsaria,n,n-s---fn1-,capsari,capsaria,0
104280,104280,captiuatus,a,aps---mn1-,captiuat captiuat captiuat,captiuatus,0
104282,104282,captus,a,aps---mn1-,capt capt capt,captus,0
104269,c0560,capsaricius,a,aps---mn1-,capsarici capsarici capsarici,capsaricius,0
104270,c0559,capsarium,n,n-s---nn2-,capsari,capsarium,0
104284,104284,capud,n,n-s---nn3-,capit,capud,0
104285,104285,capudo,n,n-s---fn3-,capudin,capudo,0
104292,104292,caragus,n,n-s---fn2-,carag,caragus,0
104271,c0562,capsilago,n,n-s---fn3-,capsilagin,capsilago,0
104293,104293,carbasina,n,n-p---nn2-,carbasin,carbasina,0
