id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
20131,a3019,ascella,n,n-s---fn1-,ascell,,,[asˈkɛl.la],ascella,1
20133,a3023,ascensio,n,n-s---fn3-,ascension,,,[as.'keːn̪.sɪ̣.jɔ],ascensio,1
20134,a2969,ascensus,n,n-s---mn4-,ascens,,,[as.'keːn̪.sʊs],ascensus,1
20136,a3028,ascisco,v,v1spia--3-,ascisc asciu ascit,,,/asˈkiːs.koː/,ascisco,1
20137,a3034,ascribo,v,v1spia--3-,ascrib ascrips ascript,,,/aːsˈkriː.boː/,ascribo,1
20138,a3045,asellus,n,n-s---mn2-,asell,,,[a.'sɛɫ.lʊs],asellus,1
20094,a1540,aridus,a,aps---mn1-,arid arid arid,,,[ˈaː.rɪ.dʊs],aridus,1
20142,a3051,asilus,n,n-s---mn2-,asil,,,[aˈsiː.ɫʊs],asilus,1
20144,a3052,asinus,n,n-s---mn2-,asin,,,[ˈa.sɪ.nʊs],asinus,1
113032,i0283,illutilis,a,aps---cn3i,illutil illutil illutil,,,[ɪɫ.'lʊ.t̪ɪ.lɪs],illutilis,0
20079,a2788,argentarius,n,n-s---mn2-,argentari,,,[ar.ɡɛnˈtaː.ri.ʊs],argentarius,1
20082,a2795,argentum,n,n-s---nn2-,argent,,,[arˈɡɛn.tũ],argentum,1
20074,a2772,arduitas,n,n-s---fn3-,arduitat,,,[arˈdʊ.ɪ.taːs],arduitas,1
20099,a2845,arista,n,n-s---fn1-,arist,,27338,[aˈrɪs.ta],arista,1
20075,a2774,arduus,a,aps---mn1-,ardu ardu ardu,,27340,[ˈar.dʊ.ʊs],arduus,1
20076,a2775,area,n,n-s---fn1-,are,,,/ˈaː.re.a/,area,1
20078,a2788,argentaria,n,n-s---fn1-,argentari,,,[ar.ɡɛnˈtaː.ri.a],argentaria,1
46006,46006,inmutatio,n,n-s---fn3-,inmutation,,,[ɪ.n̪mʊ.'t̪a.t̪ɪ̣.jɔ],inmutatio,0
20125,a1891,artus,a,aps---mn1-,art art art,,"27335,27336,27337",[ˈar.tʊs],artus,1
20089,20089,argute,r,rp--------,argut,,,['argʷ.t̪ɛ],argute,1
20092,20092,argutus,a,aps---mn1-,argut argut argut,,,[arˈɡuː.tʊs],argutus,1
20095,20095,ariena,n,n-s---fn1-,arien,,,[a.'rɪ̣.jɛ.n̪a],ariena,1
20081,20081,Argentoratus,n,n-s---mn2-,Argentorat,,,[ar.gɛn̪.'t̪ɔ.ra.t̪ʊs],Argentoratus,0
45999,45999,optimas,a,aps---an3-,optimat optimat optimat,,,[ˈɔp.tɪ.maːs],optimas,0
45988,45988,praetorianus,n,n-s---mn2-,praetorian,,,[prae̯.toː.rɪˈaː.nʊs],praetorianus,0
20088,a2811,argutator,n,n-s---mn3-,argutator,,,['argʷ.t̪a.t̪ɔr],argutator,1
20096,a2829,aries,n,n-s---mn3-,ariet,,,/ˈa.ri.eːs/,aries,1
20128,20128,arx,n,n-s---fn3-,arc,,,/arks/,arx,1
20139,20139,Asia,n,n-s---fn1-,Asi,,,ˈa.si.a,Asia,1
20135,20135,ascetria,n,n-s---fn1-,ascetri,,,[as.'kɛ.t̪rɪ̣.ja],ascetria,1
20129,a3009,as,n,n-s---mn3-,ass,,,/as/,as,1
20140,20140,Asianus,a,aps---mn1-,Asian Asian Asian,,,aː.sɪˈaː.nʊs,Asianus,0
20141,20141,Asiaticus,a,aps---mn1-,Asiatic Asiatic Asiatic,,,aː.sɪˈaː.tɪ.kʊs,Asiaticus,0
20080,a2788,argentarius,a,aps---mn1-,argentari argentari argentari,,,[ar.ɡɛnˈtaː.ri.ʊs],argentarius,1
119916,119916,originarius,n,n-s---mn2-,originari,,,[ɔ.rɪ.gɪ.'n̪a.rɪ̣.jʊs],originarius,0
20161,a3089,asphodelus,n,n-s---mn2-,asphodel,,27344,/asˈpʰo.de.lus/,asphodelus,1
20155,a3077,asperitas,n,n-s---fn3-,asperitat,,,[asˈpɛ.rɪ.taːs],asperitas,1
20176,a3245,astragalus,n,n-s---mn2-,astragal,,27342,[as.'t̪ra.ga.lʊs],astragalus,1
20196,a6297,athlum,n,n-s---nn2-,athl,,27343,['a.t̪ʰɫũː],athlum,1
20153,a3076,aspergo,n,n-s---fn3-,aspergin,,,[as.'pɛr.gɔ],aspergo,1
20151,a3072,asper,a,aps---mn1r,aspr aspr aspr,,,[ˈas.pɛr],asper,1
46055,46055,saeue,r,rp--------,soc,,,['sewɛ],saeue,0
20152,20152,aspere,r,rp--------,asperius asperrime,,,['as.pɛ.rɛ],aspere,1
20162,a3091,aspicio,v,v1spia--3i,aspic aspex aspect,,,[asˈpɪ.ki.oː],aspicio,1
20163,a3095,aspiratio,n,n-s---fn3-,aspiration,,,[as.pɪ.'ra.t̪ɪ̣.jɔ],aspiratio,1
20164,a3096,aspiro,v,v1spia--1-,aspir aspirau aspirat,,,/asˈpiː.roː/,aspiro,1
20165,a3097,aspis,n,n-s---fn3-,aspid,,,[ˈas.pɪs],aspis,1
20167,a3101,asporto,v,v1spia--1-,asport asportau asportat,,,/asˈpor.toː/,asporto,1
20168,a3138,asser,n,n-s---mn3-,asser,,,[ˈas.sɛr],asser,1
20169,a3183,asso,v,v1spia--1-,ass assau assat,,,/ˈas.soː/,asso,1
20170,a3197,assula,n,n-s---fn1-,assul,,,[ˈas.sʊ.ɫa],assula,1
20171,a3216,astacus,n,n-s---mn2-,astac,,,[ˈas.ta.kʊs],astacus,1
20172,a3218,astaphis,n,n-s---fn3-,astaphid,,,['as.t̪a.pʰɪs],astaphis,1
20173,a3227,asteriscus,n,n-s---mn2-,asterisc,,,[as.t̪ɛ.'rɪs.kʊs],asteriscus,1
20174,a3232,asthma,n,n-s---nn3-,asthmat,,,['as.t̪ʰma],asthma,1
20177,a3252,astricus,a,aps---mn1-,astric astric astric,,,['as.t̪rɪ.kʊs],astricus,1
20178,a3254,astrifer,a,aps---mn1r,astrifer astrifer astrifer,,,['as.t̪rɪ.fɛr],astrifer,1
20179,a3256,astriger,a,aps---mn1r,astriger astriger astriger,,,[ˈas.trɪ.ɡɛr],astriger,1
20181,a3267,astrologus,n,n-s---mn2-,astrolog,,,[asˈtrɔ.ɫɔ.ɡʊs],astrologus,1
20183,a3270,astronomus,n,n-s---mn2-,astronom,,,/asˈtro.no.mus/,astronomus,1
20184,a3275,astrum,n,n-s---nn2-,astr,,,[ˈas.trũ],astrum,1
20186,a3282,astus,n,n-s---mn4-,ast,,,['as.t̪ʊs],astus,1
20188,a3283,astutia,n,n-s---fn1-,astuti,,,[as.'t̪ʊ.t̪ɪ̣.ja],astutia,1
20189,a3290,asylum,n,n-s---nn2-,asyl,,,[aˈsyː.ɫũ],asylum,1
20191,a6288,ater,a,aps---mn1r,  ,,,[ˈaː.tɛr],ater,1
20157,20157,aspernanter,r,rp--------,aspernant,,,[as.pɛr.'n̪an̪.t̪ɛr],aspernanter,1
20158,a3081,aspernatio,n,n-s---fn3-,aspernation,,,[as.pɛr.'n̪a.t̪ɪ̣.jɔ],aspernatio,1
20185,20185,astula,n,n-s---fn1-,astul,,,['as.t̪ʊ.la],astula,1
20187,20187,astute,r,rp--------,astut,,,['as.t̪ʊ.t̪ɛ],astute,1
20195,a6296,athletica,n,n-s---fn1-,athletic,,,[a.'t̪ʰlɛ.t̪ɪ.ka],athletica,1
20197,20197,atlas,n,n-s---mn3i,atlant,,,['a.t̪las],atlas,1
20198,a6299,atocium,n,n-s---nn2-,atoci,,,[aˈtɔ.ki.ũ],atocium,1
20200,a6300,atomus,a,aps---mn1-,atom atom atom,,,[ˈa.tɔ.mʊs],atomus,1
20201,a3306,atramentarium,n,n-s---nn2-,atramentari,,,[a.t̪ra.mɛ.'n̪t̪a.rɪ̣.jũː],atramentarium,1
20206,20206,atrociter,r,rp--------,atroc,,,[aˈtroː.kɪ.tɛr],atrociter,1
20203,a3315,atritas,n,n-s---fn3-,atritat,,,['a.t̪rɪ.t̪as],atritas,1
20204,a3318,atrium,n,n-s---nn2-,atri,,,[ˈaː.tri.ũ],atrium,1
20205,a3319,atrocitas,n,n-s---fn3-,atrocitat,,,[aˈtroː.kɪ.taːs],atrocitas,1
20207,a3320,atrophia,n,n-s---fn1-,atrophi,,,[a.'t̪rɔ.pʰɪ̣.ja],atrophia,1
20209,a3323,atrox,a,aps---an3i,atroc atroc atroc,,,/ˈa.troːks/,atrox,1
20210,a8909,attactus,n,n-s---mn4-,attact,,,[at̪.'t̪ak.t̪ʊs],attactus,1
20215,20215,attentatio,n,n-s---fn3-,attentation,,,[at̪.t̪ɛn̪.'t̪a.t̪ɪ̣.jɔ],attentatio,1
20211,a6326,attagus,n,n-s---mn2-,attag,,,['at̪.t̪agʷs],attagus,1
20212,a3329,attamino,v,v1spia--1-,attamin attaminau attaminat,,,[atˈtaː.mɪ.noː],attamino,1
20213,a3333,attegia,n,n-s---fn1-,attegi,,,[atˈtɛ.ɡi.a],attegia,1
20217,a3341,attentio,n,n-s---fn3-,attention,,,[at̪.'t̪ɛn̪.t̪ɪ̣.jɔ],attentio,1
20149,a3106,aspectus,n,n-s---mn4-,aspect,,,[asˈpɛk.tʊs],aspectus,1
20216,20216,attente,r,rp--------,attent,,,[at̪.'t̪ɛn̪.t̪ɛ],attente,1
20192,20192,Atheniensis,a,aps---cn3-,Atheniens Atheniens Atheniens,,,a.tʰeː.nɪˈẽː.sɪs,Atheniensis,1
20150,a3070,aspello,v,v1spia--3-,aspell aspul aspuls,,,[asˈpɛl.loː],aspello,1
20154,a3075,aspergo,v,v1spia--3-,asperg aspers aspers,,,[as.'pɛr.gɔ],aspergo,1
20194,a6295,athleta,n,n-s---mn1-,athlet,,,[aːtʰˈɫeː.ta],athleta,1
119919,119919,orinda,n,n-s---fn1-,orind,,,[ɔ.'rɪn̪.d̪a],orinda,0
45998,s0430,satisdatio,n,n-s---fn3-,satisdation,,,[sa.t̪ɪs.'d̪a.t̪ɪ̣.jɔ],satisdatio,0
20279,a3490,auguro,v,v1spia--1-,augur augurau augurat,,27346,[ˈau̯.ɡʊ.roː],auguro,1
46060,46060,sat,r,rp--------,sat sat sat,,,['sat̪],sat,0
119920,119920,orion,n,n-s---nn2g,ori,,,['ɔ.rɪ̣.jɔn̪],orion,0
20222,a3344,attenuo,v,v1spia--1-,attenu attenuau attenuat,,,[atˈtɛ.nʊ.oː],attenuo,1
20223,a3346,attero,v,v1spia--3-,atter attriu attrit,,,[ˈat.tɛ.roː],attero,1
20221,20221,attenuatus,a,aps---mn1-,attenuat attenuat attenuat,,,[at̪.t̪ɛ.'n̪ʊ.ja.t̪ʊs],attenuatus,1
20266,a3444,auditor,n,n-s---mn3-,auditor,,,[au̯ˈdiː.tɔr],auditor,1
20243,20243,attritus,a,aps---mn1-,attrit attrit attrit,,,['at̪.t̪rɪ.t̪ʊs],attritus,1
20228,a3361,attineo,v,v1spia--2-,attin attinu attent,,,[atˈtɪ.ne.oː],attineo,1
20229,a3400,attingo,v,v1spia--3-,atting attinx attinct,,,[atˈtɪŋ.ɡoː],attingo,1
20230,a3363,attinguo,v,v1spia--3-,attingu - attinct,,,[at̪.'t̪ɪŋ.gʷɔ],attinguo,1
20231,a3366,attolero,v,v1spia--1-,attoler attolerau attolerat,,,[atˈtɔ.ɫɛ.roː],attolero,1
20232,a3368,attollo,v,v1spia--3-,attoll - -,,,[at̪.'t̪ɔɫ.lɔ],attollo,1
20234,a3370,attono,v,v1spia--1-,atton attonu attonit,,,[ˈat.tɔ.noː],attono,1
20235,a3373,attorreo,v,v1spia--2-,attorr - -,,,[atˈtɔr.re.oː],attorreo,1
20237,a3376,attraho,v,v1spia--3-,attrah attrax attract,,,/ˈat.tra.hoː/,attraho,1
20239,a3381,attribuo,v,v1spia--3-,attribu attribu attribut,,,[atˈtrɪ.bʊ.oː],attribuo,1
20240,a3382,attributio,n,n-s---fn3-,attribution,,,[at.trɪˈbuː.ti.oː],attributio,1
20241,a3384,attritio,n,n-s---fn3-,attrition,,,[at̪.'t̪rɪ.t̪ɪ̣.jɔ],attritio,1
20257,20257,audaciter,r,rp--------,audac,,,[aw.'d̪a.kɪ.t̪ɛr],audaciter,1
20242,a8913,attritus,n,n-s---mn4-,attrit,,,['at̪.t̪rɪ.t̪ʊs],attritus,1
20246,a3405,auctifer,a,aps---mn1r,auctifer auctifer auctifer,,,['awk.t̪ɪ.fɛr],auctifer,1
20247,a3406,auctifico,v,v1spia--1-,auctific auctificau auctificat,,,[au̯kˈtɪ.fɪ.koː],auctifico,1
20248,a3408,auctio,n,n-s---fn3-,auction,,,['awk.t̪ɪ̣.jɔ],auctio,1
20249,a3416,aucto,v,v1spia--1-,auct auctau auctat,,,/ˈau̯k.toː/,aucto,1
20250,a3417,auctor,n,n-s---cn3-,auctor,,,[ˈau̯k.tɔr],auctor,1
20252,a3422,auctoritas,n,n-s---fn3-,auctoritat,,,[au̯kˈtoː.rɪ.taːs],auctoritas,0
20254,a3499,auctus,n,n-s---mn4-,auct,,,[ˈau̯k.tʊs],auctus,1
20255,a3426,aucupatio,n,n-s---fn3-,aucupation,,,[aw.kʊ.'pa.t̪ɪ̣.jɔ],aucupatio,1
20256,a3433,audacia,n,n-s---fn1-,audaci,,,/au̯ˈdaː.ki.a/,audacia,1
20260,20260,audens,a,aps---an3i,audent audent audent,,,['aw.d̪eːn̪s],audens,1
20258,a3435,audaculus,a,aps---mn1-,audacul audacul audacul,,,[aw.'d̪a.kʊ.lʊs],audaculus,1
20219,20219,attentus,a,aps---mn1-,attent attent attent,,,[atˈtɛn.tʊs],attentus,1
20261,a3403,audentia,n,n-s---fn1-,audenti,,,[aw.'d̪ɛn̪.t̪ɪ̣.ja],audentia,1
20264,a3440,audio,v,v1spia--4-,aud audi audit,,,/ˈau̯.di.oː/,audio,1
20265,a3441,auditio,n,n-s---fn3-,audition,,,/au̯ˈdiː.ti.oː/,auditio,1
20270,a3471,augeo,v,v1spia--2-,aug aux auct,,,/ˈau̯.ɡe.oː/,augeo,1
20272,a3472,augifico,v,v1spia--1-,augific augificau augifica,,,[au̯ˈɡɪ.fɪ.koː],augifico,1
20273,a3475,augmen,n,n-s---nn3-,augmin,,,['aw.gmɛn̪],augmen,1
20274,a3476,augmentatio,n,n-s---fn3-,augmentation,,,[aw.gmɛ.'n̪t̪a.t̪ɪ̣.jɔ],augmentatio,1
20275,a3478,augmento,v,v1spia--1-,augment augmentau augmenta,,,[au̯ɡˈmɛn.toː],augmento,1
20276,a3479,augmentum,n,n-s---nn2-,augment,,,['aw.gmɛ.n̪t̪ũː],augmentum,1
20277,a3480,augur,n,n-s---mn3-,augur,,,[ˈau̯.ɡʊr],augur,1
20281,a3492,augustus,a,aps---mn1-,august august august,,,[au̯ˈɡʊs.tʊs],augustus,1
20282,a3672,aula,n,n-s---fn1-,aul,,,[ˈau̯.ɫa],aula,1
20283,a3509,aulax,n,n-s---fn3-,aulac,,,['aw.laks],aulax,1
20284,a3529,aura,n,n-s---fn1-,aur,,,/ˈau̯.ra/,aura,1
20280,20280,auguste,r,rp--------,august,,,['awgʷs.t̪ɛ],auguste,1
20286,a3541,aureus,a,aps---mn1-,aure aure aure,,,[ˈau̯.re.ʊs],aureus,1
20287,a3547,auricula,n,n-s---fn1-,auricul,,,[au̯ˈrɪ.kʊ.ɫa],auricula,1
20288,a3551,aurifex,n,n-s---mn3-,aurific,,,[ˈau̯.rɪ.fɛks],aurifex,1
20289,a3556,auriga,n,n-s---mn1-,aurig,,,/au̯ˈriː.ɡa/,auriga,1
20227,a3358,attillo,v,v1spia--1-,attill attillau attillat,,,[at̪.'t̪ɪɫ.lɔ],attillo,1
20226,20226,Atticus,a,aps---mn1-,Attic Attic Attic,,,['at̪.t̪ɪ.kʊs],Atticus,0
20218,20218,attento,v,v1spia--1-,attent attentau attentat,,,[atˈtɛn.toː],attento,1
119922,119922,oriputidus,a,aps---mn1-,oriputid oriputid oriputid,,,[ɔ.rɪ.'pʊ.t̪ɪ.d̪ʊs],oriputidus,0
20325,a3452,auena,n,n-s---fn1-,auen,,,/aˈweː.na/,auena,1
20327,a3457,auerrunco,v,v1spia--1-,auerrunc auerruncau auerruncat,,,[aː.wɛrˈrʊŋ.koː],auerrunco,1
20328,a3460,auersatio,n,n-s---fn3-,auersation,,,[a.wɛr.'sa.t̪ɪ̣.jɔ],auersatio,1
20329,a3468,auerto,v,v1spia--3-,auert auert auers,,,[aːˈwɛr.toː],auerto,1
20334,a6490,auidus,a,aps---mn1-,auid auid auid,,,[ˈa.wɪ.dʊs],auidus,1
20335,a3502,auis,n,n-s---fn3i,au,,,[ˈa.wɪs],auis,1
20336,a3521,auocamentum,n,n-s---nn2-,auocament,,,[aː.wɔ.kaːˈmɛn.tũ],auocamentum,1
20358,b0096,balteus,n,n-s---mn2-,balte,,27350,[ˈbaɫ.te.ʊs],balteus,1
20337,a3525,auoco,v,v1spia--1-,auoc auocau auocat,,,[ˈaː.wɔ.koː],auoco,1
20290,a3569,auris,n,n-s---fn3i,aur,,,[ˈau̯.rɪs],auris,1
20292,a3574,auro,v,v1spia--1-,aur aurau aurat,,,['aw.roː],auro,1
20293,a3576,aurora,n,n-s---fn1-,auror,,,/au̯ˈroː.ra/,aurora,1
20294,a3582,aurugo,n,n-s---fn3-,aurugin,,,/au̯ˈruː.ɡoː/,aurugo,1
20295,a3583,aurula,n,n-s---fn1-,aurul,,,['aw.rʊ.la],aurula,1
20311,a3619,automatum,n,n-s---nn2-,automat,,27348,[au̯ˈtɔ.ma.tũ],automatum,1
20296,a3585,aurum,n,n-s---nn2-,aur,,,[ˈau̯.rũ],aurum,1
20297,a3587,auscultator,n,n-s---mn3-,auscultator,,,[au̯s.kʊɫˈtaː.tɔr],auscultator,1
20299,a3589,auspex,n,n-s---mn3-,auspic,,,[ˈau̯s.pɛks],auspex,1
20301,a3592,auspicium,n,n-s---nn2-,auspici,,,[au̯sˈpɪ.ki.ũ],auspicium,1
20303,a3597,austeritas,n,n-s---fn3-,austeritat,,,[au̯sˈteː.rɪ.taːs],austeritas,1
20304,a3599,austerus,a,aps---mn1-,auster auster auster,,,[au̯sˈteː.rʊs],austerus,1
20338,a3634,auus,n,n-s---mn2-,au,,27349,[ˈa.wʊs],auus,1
46041,46041,semiustilatus,a,aps---mn1-,semiust semiust semiust,,,[sɛ.mɪ̣.jʊs.'t̪ɪ.la.t̪ʊs],semiustilatus,0
20307,a3602,austrinus,a,aps---mn1-,austrin austrin austrin,,,[au̯sˈtriː.nʊs],austrinus,1
20308,a3436,ausum,n,n-s---nn2-,aus,,,[ˈau̯.sũ],ausum,1
20312,a3625,autumnitas,n,n-s---fn3-,autumnitat,,,[aw.'t̪ʊm.n̪ɪ.t̪as],autumnitas,1
20314,a3667,autumnus,a,aps---mn1-,autumn autumn autumn,,,[au̯ˈtʊm.nʊs],autumnus,1
20313,a3668,autumnus,n,n-s---mn2-,autumn,,,[au̯ˈtʊm.nʊs],autumnus,1
20315,a3630,autumo,v,v1spia--1-,autum autumau autumat,,,[ˈau̯.tʊ.moː],autumo,1
20331,20331,auide,r,rp--------,auid,,,['a.wɪ.d̪ɛ],auide,1
20317,a3629,auxiliatus,n,n-s---mn4-,auxiliat,,,[awk.sɪ.'lɪ̣.ja.t̪ʊs],auxiliatus,1
20333,20333,auiditer,r,rp--------,auid,,,[aˈwɪ.dɪ.tɛr],auiditer,1
20319,a3643,auxilium,n,n-s---nn2-,auxili,,,[au̯kˈsɪ.li.ũ],auxilium,1
20339,a3650,axilla,n,n-s---fn1-,axill,,,[akˈsɪl.la],axilla,1
20340,a3653,axioma,n,n-s---nn3-,axiomat,,,[ak.sɪˈoː.ma],axioma,1
20341,a3666,axis,n,n-s---mn3i,ax,,,[ˈak.sɪs],axis,1
20343,b0038,bacca,n,n-s---fn1-,bacc,,,/ˈbaːk.ka/,bacca,1
20346,b0037,badizo,v,v1spia--1-,badiz badizau badizat,,,[ba.'d̪ɪz.zɔ],badizo,1
46042,46042,sepes,a,aps---an3-,seped seped seped,,,['sɛ.pɛs],sepes,0
20300,20300,auspicatus,a,aps---mn1-,auspicat auspicat auspicat,,,[au̯s.pɪˈkaː.tʊs],auspicatus,1
20348,b0053,balanus,n,n-s---fn2-,balan,,,['ba.la.n̪ʊs],balanus,1
20349,b0054,balatro,n,n-s---mn3-,balatron,,,[baˈɫaː.troː],balatro,1
20342,20342,Babylon,n,n-s---fn3-,Babylon,,,['ba.by.loːn̪],Babylon,0
20351,b0058,balbutio,v,v1spia--4-,balbut balbutiu -,,,[baɫˈbuː.ti.oː],balbutio,1
20310,20310,autochthon,n,n-s---mn3-,autochthon,,,[aw.'t̪ɔkʰ.t̪ʰɔn̪],autochthon,1
20352,b0061,balito,v,v1spia--1-,balit balitau balitat,,,['ba.lɪ.t̪ɔ],balito,1
20353,b0063,ballaena,n,n-s---fn1-,ballaen,,,/balˈlae̯.na/,ballaena,1
20354,b0074,ballo,v,v1spia--1-,ball ballau ballat,,,['baɫ.lɔ],ballo,1
20356,b0086,balo,v,v1spia--1-,bal balau balat,,,/ˈbaː.loː/,bālo,1
20357,b0092,balsamum,n,n-s---nn2-,balsam,,,['baɫ.sa.mũː],balsamum,1
20359,b0106,baptisma,n,n-s---nn3-,baptismat,,,[bapˈtɪs.ma],baptisma,1
20360,b0108,baptista,n,n-s---mn1-,baptist,,,[bapˈtɪs.ta],baptista,1
20344,20344,Bacchus,n,n-s---mn2-,Bacch,,,['bak.kʰʊs],Bacchus,0
20321,20321,auariter,r,rp--------,auar,,,[aˈwaː.rɪ.tɛr],auariter,1
20347,20347,baeto,v,v1spia--3-,baet - -,,,/ˈbae̯.toː/,baeto,1
20350,20350,balbe,r,rp--------,,,,['baɫ.bɛ],balbe,1
20302,20302,Auster,n,n-s---mn2r,Auster,,,[ˈau̯s.tɛr],Auster,1
20320,20320,auare,r,rp--------,auar,,,/aˈwaː.reː/,auare,1
119923,119923,orites,n,n-s---mn1g,orit,,,['ɔ.rɪ.t̪ɛs],orites,0
119925,119925,oriturus,a,aps---mn1-,oritur oritur oritur,,,[ɔ.'rɪ.t̪ʊ.rʊs],oriturus,0
20364,b0113,barathrum,n,n-s---nn2-,barathr,,,[ˈba.ra.tʰrũ],barathrum,1
20367,b0116,barbaricarius,n,n-s---mn2-,barbaricari,,,[bar.ba.rɪ.'ka.rɪ̣.jʊs],barbaricarius,1
20368,b0129,barbitium,n,n-s---nn2-,barbiti,,,[bar.'bɪ.t̪ɪ̣.jũː],barbitium,1
20369,b0131,barbitos,n,n-s---mn2g,barbit,,,['bar.bɪ.t̪ɔs],barbitos,1
20370,b0135,barcala,n,n-s---mn1-,barcal,,,['bar.ka.la],barcala,1
20373,b0140,bardus,a,aps---mn1-,bard bard bard,,,['bar.d̪ʊs],bardus,1
20372,b0162,bardus,n,n-s---mn2-,bard,,,['bar.d̪ʊs],bardus,1
20374,b0445,baro,n,n-s---mn3-,baron,,,/ˈbaː.roː/,baro,1
20375,b0148,barrus,n,n-s---mn2-,barr,,,[ˈbar.rʊs],barrus,1
20376,b0152,bascauda,n,n-s---fn1-,bascaud,,,[bas.'kaw.d̪a],bascauda,1
20377,b0154,basiatio,n,n-s---fn3-,basiation,,,[baː.sɪˈaː.ti.oː],basiatio,1
20379,b0165,basiliscus,n,n-s---mn2-,basilisc,,,[ba.sɪˈlɪs.kʊs],basiliscus,1
20380,b0168,basio,v,v1spia--1-,basi basiau basiat,,,/ˈbaː.si.oː/,basio,1
20381,b0170,basis,n,n-s---fn3i,bas,,,[ˈba.sɪs],basis,1
20382,b0171,basium,n,n-s---nn2-,basi,,,[ˈbaː.si.ũ],basium,1
20383,b0183,batioca,n,n-s---fn1-,batioc,,,[ba.'t̪ɪ̣.jɔ.ka],batioca,1
20384,b0191,battuo,v,v1spia--3-,battu - -,,,[ˈbat.tʊ.oː],battuo,1
20386,b0206,beatitudo,n,n-s---fn3-,beatitudin,,,[be.aː.tɪˈtuː.doː],beatitudo,1
20388,b0209,bebo,v,v1spia--1-,beb bebau bebat,,,['bɛ.bɔ],bebo,1
20389,b0213,beccus,n,n-s---mn2-,becc,,,[ˈbɛk.kʊs],beccus,1
20391,b0220,bellator,n,n-s---mn3-,bellator,,,/belˈlaː.tor/,bellator,1
46054,46054,soca,n,n-s---fn1-,soc,,,['sɔ.ka],soca,0
20394,b0227,bellicosus,a,aps---mn1-,bellicos bellicos bellicos,,,[bɛl.lɪˈkoː.sʊs],bellicosus,1
20395,b0230,bellifer,a,aps---mn1r,bellifer bellifer bellifer,,,[ˈbɛl.lɪ.fɛr],bellifer,1
20409,20409,benedictus,a,aps---mn1-,benedict benedict benedict,,,[bɛ.nɛˈdɪk.tʊs],benedictus,1
20396,b0235,belligerator,n,n-s---mn3-,belligerator,,,[bɛɫ.lɪ.'gɛ.ra.t̪ɔr],belligerator,1
20398,b0242,bellosus,a,aps---mn1-,bellos bellos bellos,,,['bɛɫ.lɔ.sʊs],bellosus,1
20387,20387,beatus,a,aps---mn1-,beat beat beat,,,[bɛˈaː.tʊs],beatus,1
20400,b0244,bellum,n,n-s---nn2-,bell,,,['bɛɫ.ɫũː],bellum,1
20401,b0245,bellus,a,aps---mn1-,bell bell bell,,,[ˈbɛl.lʊs],bellus,1
20402,b0248,belualis,a,aps---cn3i,belual belual belual,,,[bɛ.'lʊ.ja.lɪs],belualis,1
20404,b0250,beluinus,a,aps---mn1-,beluin beluin beluin,,,/beː.luˈiː.nus/,beluinus,1
20390,20390,belbus,n,n-s---mn2-,belb,,,['bɛɫ.bʊs],belbus,1
20405,b0163,beluus,a,aps---mn1-,belu belu belu,,,[ˈbeː.ɫʊ.ʊs],beluus,1
20407,b9256,benedico,v,v1spia--3-,benedic benedix benedict,,,[bɛ.nɛˈdiː.koː],benedico,1
20408,b0258,benedictio,n,n-s---fn3-,benediction,,,[bɛ.nɛˈdɪk.ti.oː],benedictio,1
20411,b0262,beneficentia,n,n-s---fn1-,beneficenti,,,[bɛ.n̪ɛ.fɪ.'kɛn̪.t̪ɪ̣.ja],beneficentia,1
20412,b0266,beneficium,n,n-s---nn2-,benefici,,,[bɛ.nɛˈfɪ.ki.ũ],benĕficium,1
20413,b0268,beneficus,a,aps---mn1-,benefic benefic benefic,,,[bɛˈnɛ.fɪ.kʊs],beneficus,1
20414,b9271,beneplacitum,n,n-s---nn2-,beneplacit,,,[bɛ.n̪ɛ.'pla.kɪ.t̪ũː],beneplacitum,1
20393,20393,belle,r,rp--------,bell,,,['bɛɫ.leː],belle,1
20415,b0795,beneuolentia,n,n-s---fn1-,beneuolenti,,,[bɛ.nɛ.wɔˈɫɛn.ti.a],beneuolentia,1
20417,b0274,benignitas,n,n-s---fn3-,benignitat,,,[bɛˈnɪŋ.nɪ.taːs],benignitas,1
20419,b0278,beo,v,v1spia--1-,be beau beat,,,/ˈbe.oː/,beo,1
20421,b0491,bestia,n,n-s---fn1-,besti,,,/ˈbeːs.ti.a/,bestia,1
20399,20399,bellua,n,n-s---fn1-,bellu,,27351,[ˈbɛl.lʊ.a],bellua,1
20422,b0284,bestialis,a,aps---cn3i,bestial bestial bestial,,,[bɛs.'t̪ɪ̣.ja.lɪs],bestialis,1
20416,20416,benigne,r,rp--------,benign,,,[bɛˈnɪŋ.neː],benigne,1
20423,b0254,bestiola,n,n-s---fn1-,bestiol,,,[beːsˈti.ɔ.ɫa],bestiola,1
20425,b0292,betulla,n,n-s---fn1-,betull,,,[bɛ.'t̪ʊɫ.la],betulla,1
20427,b0306,bibliopola,n,n-s---mn1-,bibliopol,,,[bɪ.bli.ɔˈpoː.ɫa],bibliopola,1
113034,i0285,illuuiosus,a,aps---mn1-,illuuios illuuios illuuios,,,[ɪɫ.lʊ.'jʊj.jɔ.sʊs],illuuiosus,0
