id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
102684,a2219,antichresis,n,n-s---fn3i,antichres,,,[an̪.'t̪ɪ.kʰrɛ.sɪs],antichresis,0
22136,22136,definite,r,rp--------,,,,[d̪ɛ.'fɪ.n̪ɪ.t̪ɛ],definite,1
22138,22138,definitus,a,aps---mn1-,definit definit definit,,,[deː.fiːˈniː.tʊs],definitus,1
22132,22132,defessus,a,aps---mn1-,defess defess defess,,,[deːˈfɛs.sʊs],defessus,1
113060,i0316,imbriculus,n,n-s---mn2-,imbricul,,,[ɪm.'brɪ.kʊ.lʊs],imbriculus,0
102677,102677,anthyllion,n,n-s---nn2g,anthylli,,,[an̪.'t̪ʰyɫ.lɪ̣.jɔn̪],anthyllion,0
102679,102679,antiades,n,n-s---fn3-,antiad,,,[an̪.'t̪ɪ̣.ja.d̪ɛs],antiades,0
102673,102673,Anthropographus,n,n-s---mn2-,Anthropograph,,,[an̪.t̪ʰrɔ.'pɔ.gra.pʰʊs],Anthropographus,0
102683,102683,antibiblion,n,n-s---nn2g,antibibli,,,[an̪.t̪ɪ.'bɪ.blɪ̣.jɔn̪],antibiblion,0
50337,a0848,aedificatorius,a,aps---mn1-,aedificatori aedificatori aedificatori,,,[aj.d̪ɪ.fɪ.ka.'t̪ɔ.rɪ̣.jʊs],aedificatorius,0
22153,d0410,defrenatus,a,aps---mn1-,defrenat defrenat defrenat,,,[d̪ɛf.'rɛ.n̪a.t̪ʊs],defrenatus,1
22154,d0413,defrico,v,v1spia--1-,defric defricu defrict,,,[ˈdeː.frɪ.koː],defrico,1
22155,d0414,defrigesco,v,v1spia--3-,defrigesc defrix -,,,[d̪ɛf.rɪ.'gɛs.kɔ],defrigesco,1
22156,d0424,defuga,n,n-s---mn1-,defug,,,['d̪ɛ.fʊ.ga],defuga,1
22157,d0425,defugio,v,v1spia--3i,defug defug -,,,[deːˈfʊ.ɡi.oː],defugio,1
22158,d0428,defunctio,n,n-s---fn3-,defunction,,,[d̪ɛ.'fʊŋk.t̪ɪ̣.jɔ],defunctio,1
22159,d9526,defunctus,n,n-s---mn4-,defunct,,,[d̪ɛ.'fʊŋk.t̪ʊs],defunctus,1
22162,d0437,degener,a,aps---an3-,degener degener degener,,,[ˈdeː.ɡɛ.nɛr],degener,1
120013,120013,ostentaculum,n,n-s---nn2-,ostentacul,,,[ɔs.t̪ɛn̪.'t̪a.kʊ.ɫũː],ostentaculum,0
22165,d0440,degero,v,v1spia--3-,deger degess degest,,,['d̪ɛ.gɛ.rɔ],degero,1
22166,d0442,deglubo,v,v1spia--3-,deglub deglups deglupt,,,[deːˈɡɫuː.boː],deglubo,1
22167,d0445,dego,v,v1spia--3-,deg - -,,,/ˈdeː.ɡoː/,dego,1
22169,d0447,degrado,v,v1spia--1-,degrad degradau degradat,,,['d̪ɛ.gra.d̪ɔ],degrado,1
120016,120016,ostentarium,n,n-s---nn2-,ostentari,,,[ɔs.t̪ɛn̪.'t̪a.rɪ̣.jũː],ostentarium,0
22171,d0455,degulator,n,n-s---mn3-,degulator,,,['d̪ɛ.gʷla.t̪ɔr],degulator,1
22172,d0456,degulo,v,v1spia--1-,degul degulau degulat,,,['d̪ɛ.gʷlɔ],degulo,1
22173,d0460,degusto,v,v1spia--1-,degust degustau degustat,,,[deːˈɡʊs.toː],degusto,1
22174,d0464,dehisco,v,v1spia--3-,dehisc - -,,,[d̪ɛ.'hɪs.kɔ],dehisco,1
22177,d0469,dehonestus,a,aps---mn1-,dehonest dehonest dehonest,,,[d̪ɛ.hɔ.'n̪ɛs.t̪ʊs],dehonestus,1
22178,d0470,dehonoro,v,v1spia--1-,dehonor dehonorau dehonorat,,,[d̪ɛ.'hɔ.n̪ɔ.rɔ],dehonoro,1
22179,d0478,deicio,v,v1spia--3i,deic deiec deiect,,,[deːˈjɪ.ki.oː],deicio,1
22180,d0486,deifico,v,v1spia--1-,deific deificau deificat,,,[dɛˈɪ.fɪ.koː],deifico,1
22181,d0488,deinceps,a,aps---an3-,deincipit deincipit deincipit,,,[dɛˈɪŋ.kɛps],deinceps,1
22182,d0490,deinde,r,rp--------,,,,[dɛˈɪn.dɛ],deinde,1
22183,d0491,deintegro,v,v1spia--1-,deintegr deintegrau deintegrat,,,['d̪ejn̪t̪ɛ.grɔ],deintegro,1
22186,d0514,delasso,v,v1spia--1-,delass delassau delassat,,,[d̪ɛ.'las.sɔ],delasso,1
22187,d0515,delatio,n,n-s---fn3-,delation,,,[deːˈɫaː.ti.oː],delatio,1
22188,d0516,delator,n,n-s---mn3-,delator,,,[deːˈɫaː.tɔr],delator,1
22189,d9976,delatura,n,n-s---fn1-,delatur,,,[d̪ɛ.'la.t̪ʊ.ra],delatura,1
22190,d9512,delectabilis,a,aps---cn3i,delectabil delectabil delectabil,,,[deː.ɫɛkˈtaː.bɪ.lɪs],delectabilis,1
22191,d9513,delectamentum,n,n-s---nn2-,delectament,,,[d̪ɛ.lɛk.t̪a.'mɛn̪.t̪ũː],delectamentum,1
22194,d0520,delegatio,n,n-s---fn3-,delegation,,,[d̪ɛ.lɛ.'ga.t̪ɪ̣.jɔ],delegatio,1
22195,d0523,delego,v,v1spia--1-,deleg delegau delegat,,,[deːˈɫeː.ɡoː],delego,1
22196,d0525,delenimentum,n,n-s---nn2-,deleniment,,,[d̪ɛ.lɛ.n̪ɪ.'mɛn̪.t̪ũː],delenimentum,1
22197,d0526,delenio,v,v1spia--4-,delen deleniu delenit,,,[deːˈɫeː.ni.oː],delenio,1
22198,d0529,deleo,v,v1spia--2-,del deleu delet,,,[ˈdeː.ɫe.oː],deleo,1
22199,d0533,deletio,n,n-s---fn3-,deletion,,,[deːˈɫeː.ti.oː],deletio,1
22202,d0543,delibero,v,v1spia--1-,deliber deliberau deliberat,,,[deːˈliː.bɛ.roː],delibero,1
22203,d0544,delibo,v,v1spia--1-,delib delibau delibat,,,/deːˈliː.boː/,delibo,1
22204,d0548,delicatus,a,aps---mn1-,delicat delicat delicat,,,[deː.lɪˈkaː.tʊs],delicatus,1
22206,d0522,delictum,n,n-s---nn2-,delict,,,[deːˈlɪk.tũ],delictum,1
22207,d0563,deligo,v,v1spia--3-,delig deleg delect,,,['d̪ɛ.lɪ.gɔ],deligo,1
22209,d0568,delineatio,n,n-s---fn3-,delineation,,,[d̪ɛ.lɪ.n̪ɛ̣.'ja.t̪ɪ̣.jɔ],delineatio,1
22150,d0402,deformitas,n,n-s---fn3-,deformitat,,,[deːˈfoːr.mɪ.taːs],deformitas,1
22210,d0569,delineo,v,v1spia--1-,deline delineau delineat,,,/deːˈliː.ne.oː/,delineo,1
22211,d0570,delingo,v,v1spia--3-,deling delinx delinct,,,[deːˈlɪŋ.ɡoː],delingo,1
22163,22163,degeneratio,n,n-s---fn3-,degeneration,,,[d̪ɛ.gɛ.n̪ɛ.'ra.t̪ɪ̣.jɔ],degeneratio,1
22212,d0571,delino,v,v1spia--3-,delin deliu delit,,,[ˈdeː.lɪ.noː],delino,1
113061,i0317,imbricus,a,aps---mn1-,imbric imbric imbric,,,['ɪm.brɪ.kʊs],imbricus,0
22205,d0549,delicium,n,n-s---nn2-,delici,,27414,[deːˈlɪ.ki.ũ],delicium,1
22151,d0403,deformo,v,v1spia--1-,deform deformau deformat,,,/deːˈfoːr.moː/,deformo,1
22201,22201,deliberatus,a,aps---mn1-,deliberat deliberat deliberat,,,[d̪ɛ.lɪ.'bɛ.ra.t̪ʊs],deliberatus,1
51966,c1888,circumstrepo,v,v1spia--3-,circumstrep circumstrepu circumstrepit,,,[kɪrˈkũː.strɛ.poː],circumstrepo,0
22218,d0577,deliquo,v,v1spia--1-,deliqu deliquau deliquat,,,[ˈdeː.lɪ.kʷoː],deliquo,1
22219,d0578,deliramentum,n,n-s---nn2-,delirament,,,[d̪ɛ.lɪ.ra.'mɛn̪.t̪ũː],deliramentum,1
22220,d0579,deliratio,n,n-s---fn3-,deliration,,,[d̪ɛ.lɪ.'ra.t̪ɪ̣.jɔ],deliratio,1
22221,d0580,deliritas,n,n-s---fn3-,deliritat,,,[d̪ɛ.'lɪ.rɪ.t̪as],deliritas,1
22222,d0581,delirium,n,n-s---nn2-,deliri,,,/deːˈliː.ri.um/,delirium,1
22225,d0587,delocatio,n,n-s---fn3-,delocation,,,[d̪ɛ.lɔ.'ka.t̪ɪ̣.jɔ],delocatio,1
22227,d0594,delubrum,n,n-s---nn2-,delubr,,,[deːˈɫuː.brũ],delubrum,1
53298,a0230,acatalectus,a,aps---mn1-,acatalect acatalect acatalect,,,[a.ka.t̪a.'lɛk.t̪ʊs],acatalectus,0
22229,d0598,deludo,v,v1spia--3-,delud delus delus,,,[deːˈɫuː.doː],deludo,1
22236,d0623,demereo,v,v1spia--2-,demer - demerit,,27416,[deːˈmɛ.re.oː],demereo,1
22230,d0600,delumbo,v,v1spia--1-,delumb - delumbat,,,[d̪ɛ.'lʊm.bɔ],delumbo,1
22232,d0617,demens,a,aps---an3i,dement dement dement,,,[ˈdeː.mẽːs],demens,1
22234,d0619,dementia,n,n-s---fn1-,dementi,,,[deːˈmɛn.ti.a],dementia,1
22235,d0622,demeo,v,v1spia--1-,deme demeau demeat,,,['d̪ɛ.mɛ̣.jɔ],demeo,1
22224,22224,delitesco,v,v1spia--3-,delitisc delitu -,,,/deː.liˈteːs.koː/,delitesco,1
22237,d0624,demergo,v,v1spia--3-,demerg demers demers,,,[deːˈmɛr.ɡoː],demergo,1
22238,d0628,demeto,v,v1spia--3-,demet demessu demess,,,[ˈdeː.mɛ.toː],demeto,1
22241,d0633,deminuo,v,v1spia--3-,deminu deminu deminut,,,[deːˈmɪ.nʊ.oː],deminuo,1
22245,d0638,demissio,n,n-s---fn3-,demission,,,[d̪ɛ.'mɪs.sɪ̣.jɔ],demissio,1
22247,d0641,demo,v,v1spia--3-,dem demps dempt,,,['d̪ɛ.mɔ],demo,1
22226,22226,delphin,n,n-s---mn3-,delphin,,,['d̪ɛɫ.pʰɪn̪],delphin,1
22233,22233,dementer,r,rp--------,dement,,,[d̪ɛ.'mɛn̪.t̪ɛr],dementer,1
22249,d0645,demolitio,n,n-s---fn3-,demolition,,,[d̪ɛ.mɔ.'lɪ.t̪ɪ̣.jɔ],demolitio,1
22243,22243,deminutus,a,aps---mn1-,deminut deminut deminut,,,[d̪ɛ.'mɪ.n̪ʊ.t̪ʊs],deminutus,1
22251,d0650,demonstrator,n,n-s---mn3-,demonstrator,,,['d̪ɛmɔːn̪s.t̪ra.t̪ɔr],demonstrator,1
22244,22244,demisse,r,rp--------,demissiusssime,,,[d̪ɛ.'mɪs.sɛ],demisse,1
22252,d0653,demonstro,v,v1spia--1-,demonstr demonstrau demonstrat,,,[deːˈmõː.stroː],demonstro,1
22256,d0660,demoueo,v,v1spia--2-,demou demou demot,,,[deːˈmɔ.we.oː],demoueo,1
22217,d1469,deliquium,n,n-s---nn2-,deliqui,,,[d̪ɛ.'lɪ.kʷɪ̣.jũː],deliquium,1
22257,d9660,demptio,n,n-s---fn3-,demption,,,[ˈdɛmp.ti.oː],demptio,1
22246,22246,demissus,a,aps---mn1-,demiss demiss demiss,,,[deːˈmɪs.sʊs],demissus,1
22258,d0662,demulceo,v,v1spia--2-,demulc demuls demulct,,,[deːˈmʊɫ.ke.oː],demulceo,1
22259,d0664,demum,r,rp--------,,,,['d̪eː.mũː],demum,1
22260,d0669,demutatio,n,n-s---fn3-,demutation,,,[d̪ɛ.mʊ.'t̪a.t̪ɪ̣.jɔ],demutatio,1
22262,d0672,demuto,v,v1spia--1-,demut demutau demutat,,,/deːˈmuː.toː/,demuto,1
22263,d0690,denego,v,v1spia--1-,deneg denegau denegat,,,[ˈdeː.nɛ.ɡoː],denego,1
22264,d0694,denigro,v,v1spia--1-,denigr denigrau denigrat,,,['d̪ɛ.n̪ɪ.grɔ],denigro,1
22265,d0695,denique,r,rp--------,,,,[ˈdeː.nɪ.kᶣɛ],denique,1
22266,d0697,denominatio,n,n-s---fn3-,denomination,,,[deː.noː.mɪˈnaː.ti.oː],denominatio,1
22268,d0699,denomino,v,v1spia--1-,denomin denominau denominat,,,[deːˈnoː.mɪ.noː],denomino,1
22269,d0703,denotatio,n,n-s---fn3-,denotation,,,[d̪ɛ.n̪ɔ.'t̪a.t̪ɪ̣.jɔ],denotatio,1
22270,d0704,denoto,v,v1spia--1-,denot denotau denotat,,,[ˈdeː.nɔ.toː],denoto,1
22271,d0705,dens,n,n-s---mn3i,dent,,,[dẽːs],dens,1
22273,d0707,densatio,n,n-s---fn3-,densation,,,[d̪eːn̪.'sa.t̪ɪ̣.jɔ],densatio,1
22275,d0708,denseo,v,v1spia--2-,dens - denset,,,[ˈdẽː.se.oː],denseo,1
22276,d0709,densitas,n,n-s---fn3-,densitat,,,['d̪eːn̪.sɪ.t̪as],densitas,1
22277,d0711,denso,v,v1spia--1-,dens densau densat,,,['d̪eːn̪.sɔ],denso,1
22248,22248,demolio,v,v1spia--3-,demoli  ,,,/deːˈmoː.li.oː/,demolio,1
22278,d0712,densus,a,aps---mn1-,dens dens dens,,,[ˈdẽː.sʊs],densus,1
22280,d0725,dentifricium,n,n-s---nn2-,dentifrici,,,[dɛn.tɪˈfrɪ.ki.ũ],dentifricium,1
22216,d0575,deliquio,n,n-s---fn3-,deliquion,,,[d̪ɛ.'lɪ.kʷɪ̣.jɔ],deliquio,1
22274,22274,dense,r,rp--------,dens,,,['d̪eːn̪.sɛ],dense,1
22255,22255,Demosthenes,n,n-s---mn3-,Demosthen,,,[d̪ɛ.'mɔs.t̪ʰɛ.n̪ɛs],Demosthenes,0
120020,120020,ostentatitius,a,aps---mn1-,ostentatiti ostentatiti ostentatiti,,,[ɔs.t̪ɛn̪.t̪a.'t̪ɪ.t̪ɪ̣.jʊs],ostentatitius,0
22286,d0742,denuo,r,rp--------,,,,['d̪ɛ.n̪ʊ.jɔ],denuo,1
22287,d0745,deonero,v,v1spia--1-,deoner deonerau deonerat,,,[dɛˈɔ.nɛ.roː],deonero,1
22289,d0748,deopto,v,v1spia--1-,deopt deoptau deoptat,,,[d̪ɛ̣.'jɔp.t̪ɔ],deopto,1
22290,d0753,deorsum,r,rp--------,,,,[dɛˈɔr.sũ],deorsum,1
22291,d0882,depalo,v,v1spia--1-,depal depalau depalat,,,['d̪ɛ.pa.lɔ],depălo,1
22292,d0762,depasco,v,v1spia--3-,depasc - depast,,,/deːˈpaːs.koː/,depasco,1
22295,d0766,depectio,n,n-s---fn3-,depection,,,[d̪ɛ.'pɛk.t̪ɪ̣.jɔ],depectio,1
22296,d0767,depecto,v,v1spia--3-,depect depex depex,,,[d̪ɛ.'pɛk.t̪ɔ],depecto,1
22298,d0772,depello,v,v1spia--3-,depell depul depuls,,,[deːˈpɛl.loː],depello,1
22299,d0775,dependo,v,v1spia--3-,depend depend -,,,[deːˈpɛn.doː],dependo,1
22283,d0735,denumeratio,n,n-s---fn3-,denumeration,,,[d̪ɛ.n̪ʊ.mɛ.'ra.t̪ɪ̣.jɔ],denumeratio,1
22301,d0779,deperditio,n,n-s---fn3-,deperdition,,,[d̪ɛ.pɛr.'d̪ɪ.t̪ɪ̣.jɔ],deperditio,1
22302,d0780,deperdo,v,v1spia--3-,deperd deperdid deperdit,,,[deːˈpɛr.doː],deperdo,1
22304,d0790,depingo,v,v1spia--3-,deping depinx depict,,,[deːˈpɪŋ.ɡoː],depingo,1
22305,d0795,depinnatus,a,aps---mn1-,depinnat depinnat depinnat,,,[d̪ɛ.'pɪn̪.n̪a.t̪ʊs],depinnatus,1
22306,d0793,deplango,v,v1spia--3-,deplang deplanx deplanct,,,['d̪ɛ.pla.ŋgɔ],deplango,1
22308,d0799,depleo,v,v1spia--2-,depl depleu deplet,,,[ˈdeː.pɫe.oː],depleo,1
120021,120021,ostentatorie,r,rp--------,,,,[ɔs.t̪ɛn̪.t̪a.'t̪ɔ.rɪ̣.jɛ],ostentatorie,0
22310,d0807,deploro,v,v1spia--1-,deplor deplorau deplorat,,,[deːˈpɫoː.roː],deploro,1
22311,d0815,depompo,v,v1spia--1-,depomp depompau depompa,,,[d̪ɛ.'pɔm.pɔ],depompo,1
22312,d0818,depono,v,v1spia--3-,depon deposu deposit,,,/deːˈpoː.noː/,depono,1
22313,d0821,depopulatio,n,n-s---fn3-,depopulation,,,[d̪ɛ.pɔ.pʊ.'la.t̪ɪ̣.jɔ],depopulatio,1
22314,d0822,depopulator,n,n-s---mn3-,depopulator,,,[d̪ɛ.pɔ.'pʊ.la.t̪ɔr],depopulator,1
22316,d0828,deporto,v,v1spia--1-,deport deportau deportat,,,[deːˈpɔr.toː],deporto,1
22309,22309,deploratus,a,aps---mn1-,deplorat deplorat deplorat,,,[d̪ɛ.'plɔ.ra.t̪ʊs],deploratus,1
22317,d0829,deposco,v,v1spia--3-,deposc depoposc -,,,[deːˈpɔs.koː],deposco,1
22319,d0831,depositio,n,n-s---fn3-,deposition,,,[d̪ɛ.pɔ.'sɪ.t̪ɪ̣.jɔ],depositio,1
22320,d0833,depositor,n,n-s---mn3-,depositor,,,[d̪ɛ.'pɔ.sɪ.t̪ɔr],depositor,1
22322,d0836,depostulo,v,v1spia--1-,depostul depostulau depostulat,,,[d̪ɛ.'pɔs.t̪ʊ.lɔ],depostulo,1
22323,d0838,depraedatio,n,n-s---fn3-,depraedation,,,[d̪ɛ.pra.'jd̪a.t̪ɪ̣.jɔ],depraedatio,1
22324,d0839,depraedator,n,n-s---mn3-,depraedator,,,[d̪ɛ.'pra.jd̪a.t̪ɔr],depraedator,1
22327,d0846,deprauo,v,v1spia--1-,deprau deprauau deprauat,,,/deːˈpraː.woː/,deprauo,1
22328,d0849,deprecatio,n,n-s---fn3-,deprecation,,,[deː.prɛˈkaː.ti.oː],deprecatio,1
22330,d0856,deprehendo,v,v1spia--3-,deprehend deprehend deprehens,,,[deː.prɛˈhɛn.doː],deprehendo,1
22331,d0859,depressio,n,n-s---fn3-,depression,,,[d̪ɛ.'prɛ.ssɪ̣.jɔ],depressio,1
22332,d0861,depretio,v,v1spia--1-,depreti depretiau depretiat,,,[d̪ɛ.'prɛ.t̪ɪ̣.jɔ],depretio,1
22333,d0862,deprimo,v,v1spia--3-,deprim depress depress,,,[ˈdeː.prɪ.moː],deprimo,1
22335,d0871,depso,v,v1spia--3-,deps depsu depst,,,[ˈdɛ.psoː],depso,1
22336,d0875,depudico,v,v1spia--1-,depudic depudicau depudicat,,,[deːˈpʊ.dɪ.koː],depudico,1
22337,d0886,depurgatio,n,n-s---fn3-,depurgation,,,[d̪ɛ.pʊr.'ga.t̪ɪ̣.jɔ],depurgatio,1
22338,d0889,deputatio,n,n-s---fn3-,deputation,,,[d̪ɛ.pʊ.'t̪a.t̪ɪ̣.jɔ],deputatio,1
22339,d0890,deputo,v,v1spia--1-,deput deputau deputat,,,[ˈdeː.pʊ.toː],deputo,1
22340,d0893,derado,v,v1spia--3-,derad deras deras,,,/deːˈraː.doː/,derado,1
22342,d9535,derelictus,n,n-s---mn4-,derelict,,,[d̪ɛ.rɛ.'lɪk.t̪ʊs],derelictus,1
22343,d0897,derelinquo,v,v1spia--3-,derelinqu dereliqu derelict,,,[deː.rɛˈlɪŋ.kʷoː],derelinquo,1
22344,d0900,derideo,v,v1spia--2-,derid deris deris,,,/deːˈriː.de.oː/,derideo,1
22345,d0901,deridiculum,n,n-s---nn2-,deridicul,,,[d̪ɛ.rɪ.'d̪ɪ.kʊ.ɫũː],deridiculum,1
22346,d0903,deripio,v,v1spia--3i,derip deripu derept,,,[deːˈrɪ.pi.oː],deripio,1
22347,d0904,derisio,n,n-s---fn3-,derision,,,/deːˈriː.si.oː/,derisio,1
22348,d0905,derisor,n,n-s---mn3-,derisor,,,['d̪ɛ.rɪ.sɔr],derisor,1
22349,d9536,derisus,n,n-s---mn4-,deris,,,['d̪ɛ.rɪ.sʊs],derisus,1
22285,d0741,denuntio,v,v1spia--1-,denunti denuntiau denuntiat,,,[deːˈnʊn.ti.oː],denuntio,1
56761,d0149,decempeda,n,n-s---fn1-,decemped,,,[dɛˈkɛm.pɛ.da],decempeda,0
22356,d0925,desaeuio,v,v1spia--4-,desaeu desaeuiu desaeuit,,,/deːˈsae̯.wi.oː/,desaeuio,1
22357,d0931,descensio,n,n-s---fn3-,descension,,,[deːsˈkẽː.si.oː],descensio,1
22358,d0933,descindo,v,v1spia--3-,descind desciss -,,,[d̪ɛs.'kɪn̪.d̪ɔ],descindo,1
22359,d0934,descisco,v,v1spia--3-,descisc desciu descit,,,/deːsˈkiːs.koː/,descisco,1
22360,d0936,descobino,v,v1spia--1-,descobin descobinau descobinat,,,[d̪ɛs.'kɔ.bɪ.n̪ɔ],descobino,1
22361,d0937,describo,v,v1spia--3-,describ descrips descript,,,/deːsˈkriː.boː/,describo,1
22363,d0942,descrobo,v,v1spia--1-,descrob descrobau descrobat,,,['d̪ɛs.krɔ.bɔ],descrobo,1
22364,d0944,desecatio,n,n-s---fn3-,desecation,,,[d̪ɛ.sɛ.'ka.t̪ɪ̣.jɔ],desecatio,1
22365,d0945,deseco,v,v1spia--1-,desec desecu desect,,,[ˈdeː.sɛ.koː],deseco,1
22366,d0946,desectio,n,n-s---fn3-,desection,,,[d̪ɛ.'sɛk.t̪ɪ̣.jɔ],desectio,1
22368,d0955,desertor,n,n-s---mn3-,desertor,,,[d̪ɛ.'sɛr.t̪ɔr],desertor,1
22354,d0918,derogo,v,v1spia--1-,derog derogau derogat,,,[ˈdeː.rɔ.ɡoː],derogo,1
120023,120023,ostentifer,a,aps---mn1r,ostentifer ostentifer ostentifer,,,[ɔs.'t̪ɛn̪.t̪ɪ.fɛr],ostentifer,0
22371,d0959,deses,a,aps---an3-,desid desid desid,,,[ˈdeː.sɛs],deses,1
22373,d0965,desideratio,n,n-s---fn3-,desideration,,,[d̪ɛ.sɪ.d̪ɛ.'ra.t̪ɪ̣.jɔ],desideratio,1
22374,d0967,desiderium,n,n-s---nn2-,desideri,,,[deː.siːˈdɛ.ri.ũ],desiderium,1
22375,d0968,desidero,v,v1spia--1-,desider desiderau desiderat,,,[deːˈsiː.dɛ.roː],desidero,1
22376,d0970,desidia,n,n-s---fn1-,desidi,,,[deːˈsɪ.di.a],desĭdia,1
22377,d0973,desido,v,v1spia--3-,desid desed -,,,['d̪ɛ.sɪ.d̪ɔ],desido,1
22379,d0976,designo,v,v1spia--1-,design designau designat,,,[deːˈsɪŋ.noː],designo,1
22380,d0978,desino,v,v1spia--3-,desin desi desit,,,[ˈdeː.sɪ.noː],desino,1
22382,d9980,desipientia,n,n-s---fn1-,desipienti,,,[d̪ɛ.sɪ.pɪ̣.'jɛn̪.t̪ɪ̣.ja],desipientia,1
22383,d0981,desisto,v,v1spia--3-,desist destit destit,,,[deːˈsɪs.toː],desisto,1
22384,d0985,desolatio,n,n-s---fn3-,desolation,,,[d̪ɛ.sɔ.'la.t̪ɪ̣.jɔ],desolatio,1
22385,d0988,desolo,v,v1spia--1-,desol desolau desolat,,,[deːˈsoː.ɫoː],desolo,1
22386,d0995,despectio,n,n-s---fn3-,despection,,,[d̪ɛs.'pɛk.t̪ɪ̣.jɔ],despectio,1
59235,59235,Caletranus,a,aps---mn1-,Caletran Caletran Caletran,,,[ka.'lɛ.t̪ra.n̪ʊs],Caletranus,0
22388,d9539,despectus,n,n-s---mn4-,despect,,,[d̪eːs.'pɛk.t̪ʊs],despectus,1
22392,d1006,despicatio,n,n-s---fn3-,despication,,,[d̪ɛs.pɪ.'ka.t̪ɪ̣.jɔ],despicatio,1
22393,d8010,despicatus,n,n-s---mn4-,despicat,,,[deːs.pɪˈkaː.tʊs],despicatus,1
22394,d9981,despicientia,n,n-s---fn1-,despicienti,,,[d̪ɛs.pɪ.kɪ̣.'jɛn̪.t̪ɪ̣.ja],despicientia,1
22395,d1007,despicio,v,v1spia--3i,despic despex despect,,,[deːsˈpɪ.ki.oː],despicio,1
22398,d1012,despondeo,v,v1spia--2-,despond despopond despons,,,[deːsˈpɔn.de.oː],despondeo,1
22399,d1013,desponsatio,n,n-s---fn3-,desponsation,,,[d̪ɛspɔːn̪.'sa.t̪ɪ̣.jɔ],desponsatio,1
22389,22389,despectus,a,aps---mn1-,despect despect despect,,,[d̪eːs.'pɛk.t̪ʊs],despectus,1
22407,22407,destinate,r,rp--------,,,,[d̪ɛs.'t̪ɪ.n̪a.t̪ɛ],destinate,1
22400,d1018,despuo,v,v1spia--3-,despu despu desput,,,['d̪ɛs.pʊ.jɔ],despuo,1
22401,d0987,desputum,n,n-s---nn2-,desput,,,['d̪ɛs.pʊ.t̪ũː],desputum,1
22402,d1020,desquamo,v,v1spia--1-,desquam desquamau desquamat,,,['d̪ɛs.kʷa.mɔ],desquamo,1
22403,d1021,desterno,v,v1spia--3-,destern destrau destrat,,,[deːsˈtɛr.noː],desterno,1
22404,d1024,destillatio,n,n-s---fn3-,destillation,,,[d̪ɛs.t̪ɪɫ.'la.t̪ɪ̣.jɔ],destillatio,1
22405,d1025,destillo,v,v1spia--1-,destill destillau destillat,,,[deːsˈtɪl.loː],destillo,1
22408,d1028,destinatio,n,n-s---fn3-,destination,,,[d̪ɛs.t̪ɪ.'n̪a.t̪ɪ̣.jɔ],destinatio,1
22410,d1030,destino,v,v1spia--1-,destin destinau destinat,,,[ˈdeːs.tɪ.noː],destino,1
22411,d1032,destituo,v,v1spia--3-,destitu destitu destitut,,,[deːsˈtɪ.tʊ.oː],destituo,1
22412,d1033,destitutio,n,n-s---fn3-,destitution,,,[d̪ɛs.t̪ɪ.'t̪ʊ.t̪ɪ̣.jɔ],destitutio,1
22409,22409,destinatus,a,aps---mn1-,destinat destinat destinat,,,[d̪ɛs.'t̪ɪ.n̪a.t̪ʊs],destinatus,1
22413,22413,destricte,r,rp--------,destrict,,,['d̪ɛs.t̪rɪ.kt̪ɛ],destricte,1
22414,22414,destrictus,a,aps---mn1-,destrict destrict destrict,,,['d̪ɛs.t̪rɪ.kt̪ʊs],destrictus,1
22352,d0912,deriuo,v,v1spia--1-,deriu deriuau deriuat,,,/deːˈriː.woː/,deriuo,1
98741,h0244,hepatiarius,a,aps---mn1-,hepatiari hepatiari hepatiari,,,[hɛ.pa.t̪ɪ̣.'ja.rɪ̣.jʊs],hepatiarius,0
22419,d1043,destruo,v,v1spia--3-,destru destrux destruct,,,[ˈdeːs.trʊ.oː],destruo,1
22420,d1049,desudatio,n,n-s---fn3-,desudation,,,[d̪ɛ.sʊ.'d̪a.t̪ɪ̣.jɔ],desudatio,1
22421,d1050,desudo,v,v1spia--1-,desud desudau desudat,,,[dɛˈsuː.doː],desudo,1
22422,d1054,desuetudo,n,n-s---fn3-,desuetudin,,,[deː.sʊ.eːˈtuː.doː],desuetudo,1
22423,d1055,desugo,v,v1spia--3-,desug desux desuct,,,['d̪ɛ.sʊ.gɔ],desugo,1
22425,d1062,desumo,v,v1spia--3-,desum - desupt,,,/deːˈsuː.moː/,desumo,1
22427,d1069,detectio,n,n-s---fn3-,detection,,,[d̪ɛ.'t̪ɛk.t̪ɪ̣.jɔ],detectio,1
22428,d1071,detego,v,v1spia--3-,deteg detex detect,,,[ˈdeː.tɛ.ɡoː],detego,1
22429,d1073,detendo,v,v1spia--3-,detend - detens,,,[d̪ɛ.'t̪ɛn̪.d̪ɔ],detendo,1
22430,d1075,detentatio,n,n-s---fn3-,detentation,,,[d̪ɛ.t̪ɛn̪.'t̪a.t̪ɪ̣.jɔ],detentatio,1
22431,d1076,detentio,n,n-s---fn3-,detention,,,[d̪ɛ.'t̪ɛn̪.t̪ɪ̣.jɔ],detentio,1
22434,d1081,deterior,a,acs---cn3-,deterior deterior deterior,,,[deːˈtɛ.ri.ɔr],deterior,1
