"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"!","v#01713759","v#00587298","m9604","b9257"
"!","v#00587298","v#01257604","b9257","m9604"
"!","v#01257604","v#00587298","m9604","b9257"
"!","v#00587298","v#01879916","b9257","m9604"
"!","v#01879916","v#00587298","m9604","b9257"
"!","v#00587298","v#01821274","b9257","m9604"
"!","v#01821274","v#00587298","m9604","b9257"
"!","v#00587298","v#01177316","b9257","m9604"
"!","v#01177316","v#00587298","m9604","b9257"
"!","v#00587298","v#01177668","b9257","m9604"
"!","v#01177668","v#00587298","m9604","b9257"
"!","v#00587298","v#01612822","b9257","m9604"
"!","v#01612822","v#00587298","m9604","b9257"
"!","v#00587298","v#01178748","b9257","m9604"
"!","v#01178748","v#00587298","m9604","b9257"
"!","v#00587298","v#00741672","b9257","m9604"
"!","v#00741672","v#00587298","m9604","b9257"
"!","v#00587298","v#01720230","b9257","m9604"
"!","v#01720230","v#00587298","m9604","b9257"
"!","v#00587744","v#00007023","b9257","m9604"
"!","v#00007023","v#00587744","m9604","b9257"
"!","v#00587744","v#01785226","b9257","m9604"
"!","v#01785226","v#00587744","m9604","b9257"
"!","v#00587744","v#00027257","b9257","m9604"
"!","v#00027257","v#00587744","m9604","b9257"
"!","v#00587744","v#01721982","b9257","m9604"
"!","v#01721982","v#00587744","m9604","b9257"
"!","v#00587744","v#00008958","b9257","m9604"
"!","v#00008958","v#00587744","m9604","b9257"
"!","v#00587744","v#01850598","b9257","m9604"
"!","v#01850598","v#00587744","m9604","b9257"
"!","v#00587744","v#01746118","b9257","m9604"
"!","v#01746118","v#00587744","m9604","b9257"
"!","v#00587744","v#01130277","b9257","m9604"
"!","v#01130277","v#00587744","m9604","b9257"
"!","v#00587744","v#01747342","b9257","m9604"
"!","v#01747342","v#00587744","m9604","b9257"
"!","v#00587744","v#00069684","b9257","m9604"
"!","v#00069684","v#00587744","m9604","b9257"
"!","v#00587744","v#01113245","b9257","m9604"
"!","v#01113245","v#00587744","m9604","b9257"
"!","v#00587744","v#01751275","b9257","m9604"
"!","v#01751275","v#00587744","m9604","b9257"
"!","v#00587744","v#01173875","b9257","m9604"
"!","v#01173875","v#00587744","m9604","b9257"
"!","v#00587744","v#01713759","b9257","m9604"
"!","v#01713759","v#00587744","m9604","b9257"
"!","v#00587744","v#01257604","b9257","m9604"
"!","v#01257604","v#00587744","m9604","b9257"
"!","v#00587744","v#01879916","b9257","m9604"
"!","v#01879916","v#00587744","m9604","b9257"
"!","v#00587744","v#01821274","b9257","m9604"
"!","v#01821274","v#00587744","m9604","b9257"
"!","v#00587744","v#01177316","b9257","m9604"
"!","v#01177316","v#00587744","m9604","b9257"
"!","v#00587744","v#01177668","b9257","m9604"
"!","v#01177668","v#00587744","m9604","b9257"
"!","v#00587744","v#01612822","b9257","m9604"
"!","v#01612822","v#00587744","m9604","b9257"
"!","v#00587744","v#01178748","b9257","m9604"
"!","v#01178748","v#00587744","m9604","b9257"
"!","v#00587744","v#00741672","b9257","m9604"
"!","v#00741672","v#00587744","m9604","b9257"
"!","v#00587744","v#01720230","b9257","m9604"
"!","v#01720230","v#00587744","m9604","b9257"
"!","v#01850598","v#01721982","b9257","m9604"
"!","v#01721982","v#01850598","m9604","b9257"
"!","v#01850598","v#00008958","b9257","m9604"
"!","v#00008958","v#01850598","m9604","b9257"
"!","v#01850598","v#01850598","b9257","m9604"
"!","v#01850598","v#01130277","b9257","m9604"
"!","v#01130277","v#01850598","m9604","b9257"
"!","v#01850598","v#00069684","b9257","m9604"
"!","v#00069684","v#01850598","m9604","b9257"
"!","v#01850598","v#01713759","b9257","m9604"
"!","v#01713759","v#01850598","m9604","b9257"
"!","v#01850598","v#01879916","b9257","m9604"
"!","v#01879916","v#01850598","m9604","b9257"
"!","v#01850598","v#01177316","b9257","m9604"
"!","v#01177316","v#01850598","m9604","b9257"
"!","v#01850598","v#01177668","b9257","m9604"
"!","v#01177668","v#01850598","m9604","b9257"
"!","v#01850598","v#01612822","b9257","m9604"
"!","v#01612822","v#01850598","m9604","b9257"
"!","v#01850598","v#01178748","b9257","m9604"
"!","v#01178748","v#01850598","m9604","b9257"
"!","v#01850598","v#00741672","b9257","m9604"
"!","v#00741672","v#01850598","m9604","b9257"
"!","v#01130277","v#01721982","b9257","m9604"
"!","v#01721982","v#01130277","m9604","b9257"
"!","v#01130277","v#00008958","b9257","m9604"
"!","v#00008958","v#01130277","m9604","b9257"
"!","v#01130277","v#01130277","b9257","m9604"
"!","v#01130277","v#00069684","b9257","m9604"
"!","v#00069684","v#01130277","m9604","b9257"
"!","v#01130277","v#01713759","b9257","m9604"
"!","v#01713759","v#01130277","m9604","b9257"
"!","v#01130277","v#01879916","b9257","m9604"
"!","v#01879916","v#01130277","m9604","b9257"
"!","v#01130277","v#01177316","b9257","m9604"
"!","v#01177316","v#01130277","m9604","b9257"
"!","v#01130277","v#01177668","b9257","m9604"
"!","v#01177668","v#01130277","m9604","b9257"
"!","v#01130277","v#01612822","b9257","m9604"
"!","v#01612822","v#01130277","m9604","b9257"
"!","v#01130277","v#01178748","b9257","m9604"
"!","v#01178748","v#01130277","m9604","b9257"
"!","v#01130277","v#00741672","b9257","m9604"
"!","v#00741672","v#01130277","m9604","b9257"
"!","v#01130643","v#00007023","b9257","m9604"
"!","v#00007023","v#01130643","m9604","b9257"
"!","v#01130643","v#01785226","b9257","m9604"
"!","v#01785226","v#01130643","m9604","b9257"
"!","v#01130643","v#00027257","b9257","m9604"
"!","v#00027257","v#01130643","m9604","b9257"
"!","v#01130643","v#01721982","b9257","m9604"
"!","v#01721982","v#01130643","m9604","b9257"
"!","v#01130643","v#00008958","b9257","m9604"
"!","v#00008958","v#01130643","m9604","b9257"
"!","v#01130643","v#01850598","b9257","m9604"
"!","v#01850598","v#01130643","m9604","b9257"
"!","v#01130643","v#01746118","b9257","m9604"
"!","v#01746118","v#01130643","m9604","b9257"
"!","v#01130643","v#01130277","b9257","m9604"
"!","v#01130277","v#01130643","m9604","b9257"
"!","v#01130643","v#01747342","b9257","m9604"
"!","v#01747342","v#01130643","m9604","b9257"
"!","v#01130643","v#00069684","b9257","m9604"
"!","v#00069684","v#01130643","m9604","b9257"
"!","v#01130643","v#01113245","b9257","m9604"
"!","v#01113245","v#01130643","m9604","b9257"
"!","v#01130643","v#01751275","b9257","m9604"
"!","v#01751275","v#01130643","m9604","b9257"
"!","v#01130643","v#01173875","b9257","m9604"
"!","v#01173875","v#01130643","m9604","b9257"
"!","v#01130643","v#01713759","b9257","m9604"
"!","v#01713759","v#01130643","m9604","b9257"
"!","v#01130643","v#01257604","b9257","m9604"
"!","v#01257604","v#01130643","m9604","b9257"
"!","v#01130643","v#01879916","b9257","m9604"
"!","v#01879916","v#01130643","m9604","b9257"
"!","v#01130643","v#01821274","b9257","m9604"
"!","v#01821274","v#01130643","m9604","b9257"
"!","v#01130643","v#01177316","b9257","m9604"
"!","v#01177316","v#01130643","m9604","b9257"
"!","v#01130643","v#01177668","b9257","m9604"
"!","v#01177668","v#01130643","m9604","b9257"
"!","v#01130643","v#01612822","b9257","m9604"
"!","v#01612822","v#01130643","m9604","b9257"
"!","v#01130643","v#01178748","b9257","m9604"
"!","v#01178748","v#01130643","m9604","b9257"
"!","v#01130643","v#00741672","b9257","m9604"
"!","v#00741672","v#01130643","m9604","b9257"
"!","v#01130643","v#01720230","b9257","m9604"
"!","v#01720230","v#01130643","m9604","b9257"
"!","v#00673751","v#00007023","b9257","m9604"
"!","v#00007023","v#00673751","m9604","b9257"
"!","v#00673751","v#01785226","b9257","m9604"
"!","v#01785226","v#00673751","m9604","b9257"
"!","v#00673751","v#00027257","b9257","m9604"
"!","v#00027257","v#00673751","m9604","b9257"
"!","v#00673751","v#01721982","b9257","m9604"
"!","v#01721982","v#00673751","m9604","b9257"
"!","v#00673751","v#00008958","b9257","m9604"
"!","v#00008958","v#00673751","m9604","b9257"
"!","v#00673751","v#01850598","b9257","m9604"
"!","v#01850598","v#00673751","m9604","b9257"
"!","v#00673751","v#01746118","b9257","m9604"
"!","v#01746118","v#00673751","m9604","b9257"
"!","v#00673751","v#01130277","b9257","m9604"
"!","v#01130277","v#00673751","m9604","b9257"
"!","v#00673751","v#01747342","b9257","m9604"
"!","v#01747342","v#00673751","m9604","b9257"
"!","v#00673751","v#00069684","b9257","m9604"
"!","v#00069684","v#00673751","m9604","b9257"
"!","v#00673751","v#01113245","b9257","m9604"
"!","v#01113245","v#00673751","m9604","b9257"
"!","v#00673751","v#01751275","b9257","m9604"
"!","v#01751275","v#00673751","m9604","b9257"
"!","v#00673751","v#01173875","b9257","m9604"
"!","v#01173875","v#00673751","m9604","b9257"
"!","v#00673751","v#01713759","b9257","m9604"
"!","v#01713759","v#00673751","m9604","b9257"
"!","v#00673751","v#01257604","b9257","m9604"
"!","v#01257604","v#00673751","m9604","b9257"
"!","v#00673751","v#01879916","b9257","m9604"
"!","v#01879916","v#00673751","m9604","b9257"
"!","v#00673751","v#01821274","b9257","m9604"
"!","v#01821274","v#00673751","m9604","b9257"
"!","v#00673751","v#01177316","b9257","m9604"
"!","v#01177316","v#00673751","m9604","b9257"
"!","v#00673751","v#01177668","b9257","m9604"
"!","v#01177668","v#00673751","m9604","b9257"
"!","v#00673751","v#01612822","b9257","m9604"
"!","v#01612822","v#00673751","m9604","b9257"
"!","v#00673751","v#01178748","b9257","m9604"
"!","v#01178748","v#00673751","m9604","b9257"
"!","v#00673751","v#00741672","b9257","m9604"
"!","v#00741672","v#00673751","m9604","b9257"
"!","v#00673751","v#01720230","b9257","m9604"
"!","v#01720230","v#00673751","m9604","b9257"
"!","v#00752987","v#00007023","b9257","m9604"
"!","v#00007023","v#00752987","m9604","b9257"
"!","v#00752987","v#01785226","b9257","m9604"
"!","v#01785226","v#00752987","m9604","b9257"
"!","v#00752987","v#00027257","b9257","m9604"
"!","v#00027257","v#00752987","m9604","b9257"
"!","v#00752987","v#01721982","b9257","m9604"
"!","v#01721982","v#00752987","m9604","b9257"
"!","v#00752987","v#00008958","b9257","m9604"
"!","v#00008958","v#00752987","m9604","b9257"
"!","v#00752987","v#01850598","b9257","m9604"
"!","v#01850598","v#00752987","m9604","b9257"
"!","v#00752987","v#01746118","b9257","m9604"
"!","v#01746118","v#00752987","m9604","b9257"
"!","v#00752987","v#01130277","b9257","m9604"
"!","v#01130277","v#00752987","m9604","b9257"
"!","v#00752987","v#01747342","b9257","m9604"
"!","v#01747342","v#00752987","m9604","b9257"
"!","v#00752987","v#00069684","b9257","m9604"
"!","v#00069684","v#00752987","m9604","b9257"
"!","v#00752987","v#01113245","b9257","m9604"
"!","v#01113245","v#00752987","m9604","b9257"
"!","v#00752987","v#01751275","b9257","m9604"
"!","v#01751275","v#00752987","m9604","b9257"
"!","v#00752987","v#01173875","b9257","m9604"
"!","v#01173875","v#00752987","m9604","b9257"
"!","v#00752987","v#01713759","b9257","m9604"
"!","v#01713759","v#00752987","m9604","b9257"
"!","v#00752987","v#01257604","b9257","m9604"
"!","v#01257604","v#00752987","m9604","b9257"
"!","v#00752987","v#01879916","b9257","m9604"
"!","v#01879916","v#00752987","m9604","b9257"
"!","v#00752987","v#01821274","b9257","m9604"
"!","v#01821274","v#00752987","m9604","b9257"
"!","v#00752987","v#01177316","b9257","m9604"
"!","v#01177316","v#00752987","m9604","b9257"
"!","v#00752987","v#01177668","b9257","m9604"
"!","v#01177668","v#00752987","m9604","b9257"
"!","v#00752987","v#01612822","b9257","m9604"
"!","v#01612822","v#00752987","m9604","b9257"
"!","v#00752987","v#01178748","b9257","m9604"
"!","v#01178748","v#00752987","m9604","b9257"
"!","v#00752987","v#00741672","b9257","m9604"
"!","v#00741672","v#00752987","m9604","b9257"
"!","v#00752987","v#01720230","b9257","m9604"
"!","v#01720230","v#00752987","m9604","b9257"
"!","v#01135997","v#00007023","b9257","m9604"
"!","v#00007023","v#01135997","m9604","b9257"
"!","v#01135997","v#01785226","b9257","m9604"
"!","v#01785226","v#01135997","m9604","b9257"
"!","v#01135997","v#00027257","b9257","m9604"
"!","v#00027257","v#01135997","m9604","b9257"
"!","v#01135997","v#01721982","b9257","m9604"
"!","v#01721982","v#01135997","m9604","b9257"
"!","v#01135997","v#00008958","b9257","m9604"
"!","v#00008958","v#01135997","m9604","b9257"
"!","v#01135997","v#01850598","b9257","m9604"
"!","v#01850598","v#01135997","m9604","b9257"
"!","v#01135997","v#01746118","b9257","m9604"
"!","v#01746118","v#01135997","m9604","b9257"
"!","v#01135997","v#01130277","b9257","m9604"
"!","v#01130277","v#01135997","m9604","b9257"
"!","v#01135997","v#01747342","b9257","m9604"
"!","v#01747342","v#01135997","m9604","b9257"
"!","v#01135997","v#00069684","b9257","m9604"
"!","v#00069684","v#01135997","m9604","b9257"
"!","v#01135997","v#01113245","b9257","m9604"
"!","v#01113245","v#01135997","m9604","b9257"
"!","v#01135997","v#01751275","b9257","m9604"
"!","v#01751275","v#01135997","m9604","b9257"
"!","v#01135997","v#01173875","b9257","m9604"
"!","v#01173875","v#01135997","m9604","b9257"
"!","v#01135997","v#01713759","b9257","m9604"
"!","v#01713759","v#01135997","m9604","b9257"
"!","v#01135997","v#01257604","b9257","m9604"
"!","v#01257604","v#01135997","m9604","b9257"
"!","v#01135997","v#01879916","b9257","m9604"
"!","v#01879916","v#01135997","m9604","b9257"
"!","v#01135997","v#01821274","b9257","m9604"
"!","v#01821274","v#01135997","m9604","b9257"
"!","v#01135997","v#01177316","b9257","m9604"
"!","v#01177316","v#01135997","m9604","b9257"
"!","v#01135997","v#01177668","b9257","m9604"
"!","v#01177668","v#01135997","m9604","b9257"
"!","v#01135997","v#01612822","b9257","m9604"
"!","v#01612822","v#01135997","m9604","b9257"
"!","v#01135997","v#01178748","b9257","m9604"
"!","v#01178748","v#01135997","m9604","b9257"
"!","v#01135997","v#00741672","b9257","m9604"
"!","v#00741672","v#01135997","m9604","b9257"
"!","v#01135997","v#01720230","b9257","m9604"
"!","v#01720230","v#01135997","m9604","b9257"
"!","v#01136484","v#00007023","b9257","m9604"
"!","v#00007023","v#01136484","m9604","b9257"
"!","v#01136484","v#01785226","b9257","m9604"
"!","v#01785226","v#01136484","m9604","b9257"
"!","v#01136484","v#00027257","b9257","m9604"
"!","v#00027257","v#01136484","m9604","b9257"
"!","v#01136484","v#01721982","b9257","m9604"
"!","v#01721982","v#01136484","m9604","b9257"
"!","v#01136484","v#00008958","b9257","m9604"
"!","v#00008958","v#01136484","m9604","b9257"
"!","v#01136484","v#01850598","b9257","m9604"
"!","v#01850598","v#01136484","m9604","b9257"
"!","v#01136484","v#01746118","b9257","m9604"
"!","v#01746118","v#01136484","m9604","b9257"
"!","v#01136484","v#01130277","b9257","m9604"
"!","v#01130277","v#01136484","m9604","b9257"
"!","v#01136484","v#01747342","b9257","m9604"
"!","v#01747342","v#01136484","m9604","b9257"
"!","v#01136484","v#00069684","b9257","m9604"
"!","v#00069684","v#01136484","m9604","b9257"
"!","v#01136484","v#01113245","b9257","m9604"
"!","v#01113245","v#01136484","m9604","b9257"
"!","v#01136484","v#01751275","b9257","m9604"
"!","v#01751275","v#01136484","m9604","b9257"
"!","v#01136484","v#01173875","b9257","m9604"
"!","v#01173875","v#01136484","m9604","b9257"
"!","v#01136484","v#01713759","b9257","m9604"
"!","v#01713759","v#01136484","m9604","b9257"
"!","v#01136484","v#01257604","b9257","m9604"
"!","v#01257604","v#01136484","m9604","b9257"
"!","v#01136484","v#01879916","b9257","m9604"
"!","v#01879916","v#01136484","m9604","b9257"
"!","v#01136484","v#01821274","b9257","m9604"
"!","v#01821274","v#01136484","m9604","b9257"
"!","v#01136484","v#01177316","b9257","m9604"
"!","v#01177316","v#01136484","m9604","b9257"
"!","v#01136484","v#01177668","b9257","m9604"
"!","v#01177668","v#01136484","m9604","b9257"
"!","v#01136484","v#01612822","b9257","m9604"
"!","v#01612822","v#01136484","m9604","b9257"
"!","v#01136484","v#01178748","b9257","m9604"
"!","v#01178748","v#01136484","m9604","b9257"
"!","v#01136484","v#00741672","b9257","m9604"
"!","v#00741672","v#01136484","m9604","b9257"
"!","v#01136484","v#01720230","b9257","m9604"
"!","v#01720230","v#01136484","m9604","b9257"
"!","v#01772926","v#00007023","b9257","m9604"
"!","v#00007023","v#01772926","m9604","b9257"
"!","v#01772926","v#01785226","b9257","m9604"
"!","v#01785226","v#01772926","m9604","b9257"
"!","v#01772926","v#00027257","b9257","m9604"
"!","v#00027257","v#01772926","m9604","b9257"
"!","v#01772926","v#01721982","b9257","m9604"
"!","v#01721982","v#01772926","m9604","b9257"
"!","v#01772926","v#00008958","b9257","m9604"
"!","v#00008958","v#01772926","m9604","b9257"
"!","v#01772926","v#01850598","b9257","m9604"
"!","v#01850598","v#01772926","m9604","b9257"
"!","v#01772926","v#01746118","b9257","m9604"
"!","v#01746118","v#01772926","m9604","b9257"
"!","v#01772926","v#01130277","b9257","m9604"
"!","v#01130277","v#01772926","m9604","b9257"
"!","v#01772926","v#01747342","b9257","m9604"
"!","v#01747342","v#01772926","m9604","b9257"
"!","v#01772926","v#00069684","b9257","m9604"
"!","v#00069684","v#01772926","m9604","b9257"
"!","v#01772926","v#01113245","b9257","m9604"
"!","v#01113245","v#01772926","m9604","b9257"
"!","v#01772926","v#01751275","b9257","m9604"
"!","v#01751275","v#01772926","m9604","b9257"
"!","v#01772926","v#01173875","b9257","m9604"
"!","v#01173875","v#01772926","m9604","b9257"
"!","v#01772926","v#01713759","b9257","m9604"
"!","v#01713759","v#01772926","m9604","b9257"
"!","v#01772926","v#01257604","b9257","m9604"
"!","v#01257604","v#01772926","m9604","b9257"
"!","v#01772926","v#01879916","b9257","m9604"
"!","v#01879916","v#01772926","m9604","b9257"
"!","v#01772926","v#01821274","b9257","m9604"
"!","v#01821274","v#01772926","m9604","b9257"
"!","v#01772926","v#01177316","b9257","m9604"
"!","v#01177316","v#01772926","m9604","b9257"
"!","v#01772926","v#01177668","b9257","m9604"
"!","v#01177668","v#01772926","m9604","b9257"
"!","v#01772926","v#01612822","b9257","m9604"
"!","v#01612822","v#01772926","m9604","b9257"
"!","v#01772926","v#01178748","b9257","m9604"
"!","v#01178748","v#01772926","m9604","b9257"
"!","v#01772926","v#00741672","b9257","m9604"
"!","v#00741672","v#01772926","m9604","b9257"
"!","v#01772926","v#01720230","b9257","m9604"
"!","v#01720230","v#01772926","m9604","b9257"
"!","v#01608899","v#00007023","b9257","m9604"
