"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"@","v#01816255","v#01816635","",""
"@","v#01816363","v#01818988","",""
"@","v#01816538","v#01818988","",""
"@","v#01816761","v#01816363","",""
"@","v#01816870","v#01813355","",""
"@","v#01817101","v#01852531","",""
"@","v#01817306","v#01775973","",""
"@","v#01817415","v#01775973","",""
"@","v#01817504","v#01846168","",""
"@","v#01817929","v#01817797","",""
"@","v#01818087","v#01813355","",""
"@","v#01818384","v#01818087","",""
"@","v#01818534","v#01818087","",""
"@","v#01818703","v#01818087","",""
"@","v#01818827","v#01818087","",""
"@","v#01819172","v#01819549","",""
"@","v#01819394","v#01819172","",""
"@","v#01819549","v#01818988","",""
"@","v#01819739","v#01819549","",""
"@","v#01819876","v#00074063","",""
"@","v#01819996","v#00074063","",""
"@","v#01820117","v#01819739","",""
"@","v#01820283","v#01813355","",""
"@","v#01820473","v#01820283","",""
"@","v#01820863","v#01813355","",""
"@","v#01820991","v#01824128","",""
"@","v#01821274","v#01822979","",""
"@","v#01821648","v#01821274","",""
"@","v#01821776","v#01128460","",""
"@","v#01821939","v#00615168","",""
"@","v#01822108","v#01821274","",""
"@","v#01822460","v#01850598","",""
"@","v#01822625","v#01822108","",""
"@","v#01822711","v#01822108","",""
"@","v#01822979","v#01820283","",""
"@","v#01823180","v#00727087","",""
"@","v#01823352","v#01823633","",""
"@","v#01823527","v#01823352","",""
"@","v#01823633","v#00319306","",""
"@","v#01824007","v#01824128","",""
"@","v#01824318","v#01775973","",""
"@","v#01824467","v#01824128","",""
"@","v#01824584","v#01460069","",""
"@","v#01824716","v#01789797","",""
"@","v#01824887","v#01818087","",""
"@","v#01825126","v#01818087","",""
"@","v#01825253","v#01824887","",""
"@","v#01825351","v#01725730","",""
"@","v#01825455","v#01822979","",""
"@","v#01825948","v#01825574","",""
"@","v#01826205","v#01825574","",""
"@","v#01826476","v#01825574","",""
"@","v#01826657","v#01669261","",""
"@","v#01826833","v#01826657","",""
"@","v#01827088","v#01648347","",""
"@","v#01827287","v#01826657","",""
"@","v#01827564","v#01827420","",""
"@","v#01827745","v#01825574","",""
"@","v#01827903","v#01827745","",""
"@","v#01828040","v#01821274","",""
"@","v#01828272","v#01828422","",""
"@","v#01828422","v#01829600","",""
"@","v#01828796","v#01829006","",""
"@","v#01828906","v#01829006","",""
"@","v#01829329","v#01829006","",""
"@","v#00002841","v#00001740","",""
"@","v#01830158","v#01829600","",""
"@","v#01830311","v#01829600","",""
"@","v#01830403","v#01829600","",""
"@","v#01830535","v#01832078","",""
"@","v#01830717","v#01830886","",""
"@","v#01830886","v#01779664","",""
"@","v#01831139","v#01830886","",""
"@","v#01831269","v#01832078","",""
"@","v#01831413","v#00530824","",""
"@","v#01831586","v#01832078","",""
"@","v#01831708","v#01830886","",""
"@","v#01831830","v#01830886","",""
"@","v#01832078","v#01612822","",""
"@","v#01832499","v#01834457","",""
"@","v#01832678","v#01811792","",""
"@","v#01832891","v#01811792","",""
"@","v#01833375","v#01811792","",""
"@","v#00002720","v#00071495","",""
"@","v#01833529","v#01402976","",""
"@","v#01833691","v#01832891","",""
"@","v#01833838","v#01832891","",""
"@","v#01834207","v#01844410","",""
"@","v#01834307","v#01834207","",""
"@","v#01834457","v#01811792","",""
"@","v#01834846","v#01834457","",""
"@","v#01834998","v#01834457","",""
"@","v#01835138","v#01834457","",""
"@","v#01835254","v#01834457","",""
"@","v#01835411","v#01811792","",""
"@","v#01835617","v#01832678","",""
"@","v#01835702","v#01787769","",""
"@","v#01835877","v#01835702","",""
"@","v#01836008","v#01811792","",""
"@","v#01836406","v#01836008","",""
"@","v#01836514","v#01836008","",""
"@","v#01836635","v#01836008","",""
"@","v#01836789","v#01836008","",""
"@","v#01836899","v#01836008","",""
"@","v#01837041","v#01811792","",""
"@","v#01837166","v#01836008","",""
"@","v#01837246","v#01836008","",""
"@","v#01837332","v#01836008","",""
"@","v#01837625","v#01811792","",""
"@","v#01837761","v#01775973","",""
"@","v#01837884","v#01836008","",""
"@","v#01838007","v#01836008","",""
"@","v#01838134","v#01836008","",""
"@","v#01838273","v#01838134","",""
"@","v#01838402","v#01838134","",""
"@","v#01838527","v#01838273","",""
"@","v#01838645","v#00622132","",""
"@","v#01838902","v#01838645","",""
"@","v#01839070","v#01838645","",""
"@","v#01839221","v#01836008","",""
"@","v#01839380","v#01839221","",""
"@","v#01839478","v#01839580","",""
"@","v#01839580","v#01460069","",""
"@","v#01839722","v#01460069","",""
"@","v#01839881","v#01775163","",""
"@","v#01840093","v#01016520","",""
"@","v#01840198","v#00169382","",""
"@","v#01840295","v#00566766","",""
"@","v#01840484","v#00439665","",""
"@","v#01840661","v#01840484","",""
"@","v#01840766","v#01840484","",""
"@","v#01840890","v#01775973","",""
"@","v#01841083","v#01840890","",""
"@","v#01841166","v#01840295","",""
"@","v#01841277","v#00566766","",""
"@","v#01841374","v#00566766","",""
"@","v#01841491","v#01813355","",""
"@","v#01841631","v#01813355","",""
"@","v#01841740","v#01813355","",""
"@","v#01841936","v#01841740","",""
"@","v#01842330","v#01796443","",""
"@","v#01842620","v#01775973","",""
"@","v#01842856","v#01842620","",""
"@","v#01842985","v#01842330","",""
"@","v#01843133","v#01842330","",""
"@","v#01843249","v#01842620","",""
"@","v#01843353","v#00757252","",""
"@","v#01843519","v#01845217","",""
"@","v#01843641","v#01775973","",""
"@","v#01843771","v#01843641","",""
"@","v#01843927","v#01820283","",""
"@","v#01844061","v#00078842","",""
"@","v#01844321","v#01844178","",""
"@","v#01844410","v#01836008","",""
"@","v#01844566","v#01851864","",""
"@","v#01844645","v#01851864","",""
"@","v#01844749","v#01844645","",""
"@","v#01844840","v#01818827","",""
"@","v#01845082","v#01004644","",""
"@","v#01845217","v#01775973","",""
"@","v#01845395","v#00341143","",""
"@","v#01845550","v#01845217","",""
"@","v#01845642","v#01845217","",""
"@","v#01845783","v#01845642","",""
"@","v#01845936","v#00748500","",""
"@","v#01846061","v#01845642","",""
"@","v#01846168","v#01796443","",""
"@","v#01846313","v#01787769","",""
"@","v#01846466","v#01824128","",""
"@","v#01846718","v#01811792","",""
"@","v#01846815","v#00455018","",""
"@","v#01847019","v#01802820","",""
"@","v#01847140","v#01847019","",""
"@","v#01847232","v#01480723","",""
"@","v#01847341","v#01775973","",""
"@","v#01847498","v#00757252","",""
"@","v#01847789","v#00078446","",""
"@","v#01847921","v#01847498","",""
"@","v#01848077","v#01847498","",""
"@","v#01848380","v#01848500","",""
"@","v#01848500","v#01862317","",""
"@","v#01848681","v#01842330","",""
"@","v#01848879","v#01848681","",""
"@","v#01849036","v#01848681","",""
"@","v#01849509","v#01849171","",""
"@","v#01849604","v#01849171","",""
"@","v#01849727","v#01849171","",""
"@","v#01849866","v#01849171","",""
"@","v#01850019","v#01849171","",""
"@","v#01850101","v#01849171","",""
"@","v#01850261","v#01849171","",""
"@","v#01850380","v#01849171","",""
"@","v#01850506","v#01850380","",""
"@","v#01850598","v#01849171","",""
"@","v#01850768","v#01849171","",""
"@","v#01850913","v#01849171","",""
"@","v#01851008","v#01849171","",""
"@","v#01851126","v#01849171","",""
"@","v#01851436","v#01851240","",""
"@","v#01851543","v#01851683","",""
"@","v#01851864","v#01852161","",""
"@","v#01852046","v#01851864","",""
"@","v#01852161","v#01842330","",""
"@","v#01852319","v#01852161","",""
"@","v#01852433","v#01852161","",""
"@","v#01852789","v#01813355","",""
"@","v#00002561","v#00071495","",""
"@","v#01853220","v#01354457","",""
"@","v#01853353","v#01836008","",""
"@","v#01853641","v#01853436","",""
"@","v#01853727","v#01853436","",""
"@","v#01853896","v#01853436","",""
"@","v#01854038","v#01853436","",""
"@","v#01854146","v#01853436","",""
"@","v#01854237","v#01847341","",""
"@","v#01854371","v#01775973","",""
"@","v#01854512","v#01794357","",""
"@","v#01854711","v#01794357","",""
"@","v#01854822","v#01781222","",""
"@","v#01854947","v#01854237","",""
"@","v#01855273","v#01855070","",""
"@","v#01855455","v#01765037","",""
"@","v#01855593","v#01855070","",""
"@","v#01855700","v#01794357","",""
"@","v#01855924","v#01353437","",""
"@","v#01856016","v#01016520","",""
"@","v#01856209","v#01856016","",""
"@","v#01856321","v#01823633","",""
"@","v#01856487","v#01823633","",""
"@","v#01856632","v#01813355","",""
"@","v#01856772","v#01813355","",""
"@","v#01856887","v#01856772","",""
"@","v#01857045","v#01775973","",""
"@","v#01857180","v#01775973","",""
"@","v#01857267","v#01851240","",""
"@","v#01858964","v#00465761","",""
"@","v#01859103","v#01858964","",""
"@","v#01859256","v#01775973","",""
"@","v#01859617","v#01797749","",""
"@","v#01859779","v#01797749","",""
"@","v#01859969","v#01811792","",""
"@","v#00002484","v#00003763","",""
"@","v#01860328","v#01860462","",""
"@","v#01860462","v#00702056","",""
"@","v#01860661","v#01775973","",""
"@","v#01860768","v#01775973","",""
"@","v#01860915","v#01597666","",""
"@","v#01861165","v#00235005","",""
"@","v#01861291","v#01836008","",""
"@","v#01861517","v#01775973","",""
"@","v#01861884","v#01787769","",""
"@","v#01862003","v#01775973","",""
"@","v#01862105","v#01775973","",""
"@","v#01862201","v#00007023","",""
"@","v#01862317","v#00421500","",""
"@","v#01862494","v#01811792","",""
"@","v#01862613","v#01612822","",""
"@","v#01862875","v#01840295","",""
"@","v#01863048","v#01119504","",""
"@","v#01863205","v#01848681","",""
"@","v#01863319","v#00201878","",""
"@","v#01863478","v#01775973","",""
"@","v#01863676","v#01775973","",""
"@","v#01863788","v#01775973","",""
"@","v#01863878","v#01775973","",""
"@","v#01863980","v#01775973","",""
"@","v#01864344","v#01864132","",""
"@","v#01864545","v#01864132","",""
"@","v#01864703","v#01864132","",""
"@","v#01864824","v#01775973","",""
"@","v#01864938","v#01775973","",""
"@","v#01865057","v#01775973","",""
"@","v#01865371","v#01775973","",""
"@","v#01865738","v#01775973","",""
"@","v#01865961","v#01775973","",""
"@","v#01866189","v#01845217","",""
"@","v#01866316","v#01865738","",""
"@","v#01866472","v#01865738","",""
"@","v#01866638","v#01775973","",""
"@","v#01866761","v#01775973","",""
"@","v#01866915","v#00079910","",""
"@","v#01867106","v#01775973","",""
"@","v#01867275","v#01867106","",""
"@","v#01867419","v#01775973","",""
"@","v#01867591","v#01509557","",""
"@","v#01867742","v#01775973","",""
"@","v#01867887","v#01460069","",""
"@","v#01868081","v#01867887","",""
"@","v#01868212","v#01794357","",""
"@","v#01868569","v#01868387","",""
"@","v#01868717","v#01781222","",""
"@","v#01868923","v#00441099","",""
"@","v#01869087","v#01817101","",""
"@","v#01869269","v#01775973","",""
"@","v#01869403","v#01859256","",""
"@","v#01869530","v#01775973","",""
"@","v#01869639","v#01844840","",""
"@","v#01869803","v#01775973","",""
"@","v#01869947","v#00101662","",""
"@","v#01870507","v#00765817","",""
"@","v#01870647","v#01775973","",""
"@","v#01870766","v#01832891","",""
"@","v#01871021","v#01775973","",""
"@","v#01871100","v#01775973","",""
"@","v#01871232","v#01775973","",""
"@","v#01871592","v#00078446","",""
"@","v#01871726","v#01775973","",""
"@","v#01871916","v#01775973","",""
"@","v#01872020","v#01775973","",""
"@","v#01872156","v#01775973","",""
"@","v#01872318","v#01775973","",""
"@","v#01872462","v#01821776","",""
"@","v#01872617","v#01863478","",""
"@","v#01872902","v#01775973","",""
"@","v#01873175","v#01856887","",""
"@","v#01873293","v#01462865","",""
"@","v#01873493","v#01775973","",""
"@","v#01873873","v#01775973","",""
"@","v#01874002","v#01775973","",""
"@","v#01874154","v#01811792","",""
"@","v#01874403","v#01821274","",""
"@","v#01874518","v#00259859","",""
"@","v#01874673","v#01874936","",""
"@","v#01874815","v#01874936","",""
"@","v#01874936","v#01775973","",""
"@","v#01875128","v#01874936","",""
"@","v#01875255","v#01809753","",""
"@","v#01875370","v#00235191","",""
"@","v#01875477","v#00080645","",""
"@","v#01875649","v#01157275","",""
"@","v#01875730","v#01819549","",""
"@","v#01875885","v#01775973","",""
"@","v#01876022","v#01794357","",""
"@","v#01876192","v#01802820","",""
"@","v#01876322","v#00668411","",""
"@","v#01876504","v#01775973","",""
"@","v#01877237","v#01877065","",""
"@","v#01877390","v#01775973","",""
"@","v#01877767","v#01775973","",""
"@","v#01878283","v#01837332","",""
"@","v#01878451","v#01775973","",""
"@","v#01878575","v#01775973","",""
"@","v#01878697","v#01775973","",""
"@","v#01878826","v#01778989","",""
"@","v#01878994","v#01811792","",""
"@","v#01879156","v#01775163","",""
"@","v#01879418","v#01871726","",""
"@","v#01879916","v#01775973","",""
"@","v#01880057","v#01788486","",""
"@","v#01880199","v#01805970","",""
"@","v#01880525","v#01775973","",""
"@","v#01880658","v#01775973","",""
"@","v#01880793","v#01775973","",""
"@","v#01880916","v#01775973","",""
"@","v#01881056","v#01775973","",""
"@","v#01881191","v#01775973","",""
"@","v#01881365","v#00082064","",""
"@","v#01881519","v#01779664","",""
"@","v#01881637","v#01794357","",""
"@","v#01881783","v#01775973","",""
"@","v#01881880","v#01775973","",""
"@","v#01882150","v#01612822","",""
"@","v#01882327","v#01612822","",""
"@","v#01882504","v#01775973","",""
"@","v#01882635","v#01775973","",""
"@","v#01882775","v#01775973","",""
"@","v#01882889","v#01775973","",""
"@","v#01883003","v#00074063","",""
"@","v#01883135","v#01775973","",""
"@","v#01883311","v#00822267","",""
"@","v#01883408","v#00822267","",""
"@","v#01883503","v#00822267","",""
"@","v#01883638","v#00822267","",""
"@","v#01883756","v#01883959","",""
"@","v#01884208","v#01883959","",""
"@","v#01884330","v#00098574","",""
"@","v#01884408","v#01883756","",""
"@","v#01884494","v#01883756","",""
"@","v#01884584","v#01883756","",""
"@","v#01884703","v#01883756","",""
"@","v#01884913","v#01884703","",""
"@","v#01885050","v#01884703","",""
"@","v#01885160","v#00074063","",""
"@","v#01885454","v#01883959","",""
"@","v#01885556","v#01883959","",""
"@","v#01885677","v#01883959","",""
"@","v#01885781","v#00262798","",""
"@","v#00002343","v#00001740","",""
"@","v#01885866","v#01887716","",""
"@","v#01886178","v#01887716","",""
"@","v#01886402","v#01885866","",""
"@","v#01886493","v#01887307","",""
"@","v#01886620","v#00098574","",""
"@","v#01886790","v#01886620","",""
"@","v#01886885","v#01886620","",""
"@","v#01887028","v#01885866","",""
"@","v#01887142","v#01887028","",""
"@","v#01887233","v#01889049","",""
"@","v#01887472","v#01887307","",""
"@","v#01887582","v#00217336","",""
"@","v#00002143","v#00001740","",""
"@","v#01887853","v#00262798","",""
"@","v#01887961","v#01888557","",""
"@","v#01888075","v#01888557","",""
"@","v#01888346","v#01888557","",""
"@","v#01888444","v#01888557","",""
"@","v#01888939","v#01888557","",""
"@","v#01889049","v#01885866","",""
"@","v#01889160","v#01885866","",""
"@","v#01889264","v#00262798","",""
"@","v#01889372","v#01888557","",""
"@","v#01889465","v#01888557","",""
"@","v#01889608","v#01888557","",""
"@","v#01889719","v#01890214","",""
"@","v#01889802","v#01890214","",""
"@","v#01890060","v#01889904","",""
"@","v#01890214","v#01890772","",""
"@","v#01890381","v#01890214","",""
"@","v#01890503","v#01890772","",""
"@","v#01890588","v#01462444","",""
"@","v#01890685","v#01890772","",""
"@","v#01891088","v#01890772","",""
"@","v#01891168","v#01890772","",""
"@","v#01891307","v#01890772","",""
"@","v#01891552","v#01890772","",""
"@","v#01892830","v#01892072","",""
"@","v#01893081","v#00215332","",""
"@","v#01893250","v#00216063","",""
"@","v#01893550","v#00177425","",""
"@","v#01893655","v#00148162","",""
"@","v#01893781","v#00149731","",""
"@","v#01893913","v#01893081","",""
"@","v#01894022","v#01887716","",""
"@","v#N0002595","v#00106108","",""
"@","v#N0002597","v#00166362","",""
"@","v#N0002598","v#00298808","",""
"@","v#N0002599","v#00326513","",""
"@","v#N0002600","v#00343807","",""
"@","v#N0002603","v#00551957","",""
"@","v#N0002604","v#00640934","",""
"@","v#N0002605","v#01026409","",""
"@","v#N0002606","v#01026409","",""
"@","v#N0002607","v#01026409","",""
"@","v#N0002608","v#01026409","",""
"@","v#N0002609","v#01048914","",""
"@","v#N0002610","v#01066739","",""
"@","v#N0002611","v#01137221","",""
"@","v#N0002613","v#01511279","",""
"@","v#N0002614","v#01518274","",""
"@","v#N0002615","v#01518274","",""
"@","v#N0002616","v#01518274","",""
"@","v#N0002617","v#01520167","",""
"@","v#N0002618","v#01536410","",""
"@","v#N0002619","v#01540968","",""
"@","v#N0002620","v#01549489","",""
"@","v#N0002621","v#01579642","",""
"@","v#N0002622","v#01602063","",""
"@","v#N0002623","v#01641059","",""
"@","v#N0002624","v#01641059","",""
"@","v#N0002625","v#01664787","",""
"@","v#W0003044","v#01383938","",""
"@","v#W0003046","v#01711244","",""
"@","v#W0003047","v#00301917","",""
"@","v#W0003048","v#00520277","",""
"@","v#W0003049","v#01241117","",""
"@","v#W0003051","v#01393615","",""
"@","v#W0003053","v#01253107","",""
"@","v#W0003065","v#W0003064","",""
"@","v#W0003069","v#00790940","",""
"@","v#W0003154","v#00566766","",""
"@","v#W0003154","v#01798530","",""
"@","v#W0003158","v#01721982","",""
"@","v#W0003164","v#01358414","",""
"@","v#01873617","v#01790203","",""
"@","v#W0003155","v#00083947","",""
"@","v#N0002596","v#00111031","",""
"@","v#N0002601","v#00412961","",""
"@","v#N0002612","v#01199881","",""
"@","v#N0002626","v#01769888","",""
"@","v#W0020927","v#00102193","",""
"@","v#W0020968","v#01341375","",""
"@","v#W0020969","v#01340005","",""
"@","v#W0021031","v#00464775","",""
"@","v#W0021051","v#01299128","",""
"@","v#W0021052","v#00344252","",""
"@","v#W0021053","v#00717937","",""
"@","v#W0021055","v#00239960","",""
"@","v#W0021061","v#00407541","",""
"@","v#W0021062","v#00562446","",""
"@","v#W0021070","v#01825574","",""
"@","v#W0021076","v#00502333","",""
"@","v#W0021077","v#01089750","",""
"@","v#W0021080","v#01794357","",""
"@","v#W0021087","v#00427776","",""
"@","v#W0021088","v#00628262","",""
"@","v#W0021089","v#00502333","",""
"@","v#W0021092","v#01442173","",""
"@","v#W0021093","v#01442173","",""
"@","v#L6196189","v#00417819","",""
"@","v#00036551","v#00036087","",""
"@","v#00036710","v#00035907","",""
"@","v#00036821","v#00034046","",""
"@","v#00036911","v#00032951","",""
"@","v#00037017","v#00034046","",""
"@","v#00037100","v#00032951","",""
"@","v#00037183","v#00034046","",""
"@","v#00037417","v#00083947","",""
"@","v#00037600","v#00037417","",""
"@","v#00037690","v#01249365","",""
"@","v#00037785","v#00037417","",""
"@","v#00036459","v#00036087","",""
"@","v#00037906","v#00037417","",""
"@","v#00038045","v#00098574","",""
"@","v#00038161","v#00037417","",""
"@","v#00038285","v#00098574","",""
"@","v#00038481","v#00979316","",""
"@","v#00038574","v#01111638","",""
"@","v#00038794","v#00071198","",""
"@","v#00038872","v#01111638","",""
"@","v#00039057","v#00038872","",""
"@","v#00039184","v#00039057","",""
"@","v#00036087","v#00032951","",""
"@","v#00039431","v#00038872","",""
"@","v#00039524","v#00038872","",""
"@","v#00039676","v#00039524","",""
"@","v#00039770","v#01063367","",""
"@","v#00039908","v#00039770","",""
"@","v#00039991","v#01197357","",""
"@","v#00040327","v#00039991","",""
"@","v#00040419","v#00039991","",""
"@","v#00040500","v#00039991","",""
"@","v#00040631","v#00039991","",""
"@","v#00040724","v#00041013","",""
"@","v#00040829","v#00039991","",""
"@","v#00040922","v#00039991","",""
"@","v#00041013","v#00039991","",""
"@","v#00041201","v#00041013","",""
"@","v#00041285","v#00041013","",""
"@","v#00041370","v#00041013","",""
"@","v#00041451","v#00041013","",""
"@","v#00041768","v#00487408","",""
"@","v#00042125","v#00042237","",""
"@","v#00042237","v#00071198","",""
"@","v#00042383","v#00038872","",""
"@","v#00042567","v#00043269","",""
"@","v#00042674","v#00042567","",""
"@","v#00042775","v#00043269","",""
"@","v#00042951","v#00042775","",""
"@","v#00043044","v#00042775","",""
"@","v#00043167","v#00043269","",""
"@","v#00043269","v#00057137","",""
"@","v#00043467","v#00057137","",""
"@","v#00043583","v#00057137","",""
"@","v#00043683","v#00051929","",""
"@","v#00043841","v#00071198","",""
"@","v#00043944","v#00060532","",""
"@","v#00044052","v#00043944","",""
"@","v#00044156","v#00251991","",""
"@","v#00044261","v#00142648","",""
"@","v#00044449","v#00139555","",""
"@","v#00044560","v#00142648","",""
"@","v#00044675","v#00044854","",""
"@","v#00044854","v#00140937","",""
"@","v#00045066","v#00054862","",""
"@","v#00035907","v#00035494","",""
"@","v#00045186","v#00045378","",""
"@","v#00045378","v#00083947","",""
"@","v#00045541","v#01775973","",""
"@","v#00045715","v#00045541","",""
"@","v#00045822","v#01775973","",""
"@","v#00045966","v#01443215","",""
"@","v#00046267","v#00046397","",""
"@","v#00046397","v#01229639","",""
"@","v#00046687","v#00083947","",""
"@","v#00046846","v#00046397","",""
"@","v#00046943","v#00046397","",""
"@","v#00047059","v#00046397","",""
"@","v#00047168","v#00046397","",""
"@","v#00047342","v#00051051","",""
"@","v#00047530","v#00051051","",""
"@","v#00047796","v#00047530","",""
"@","v#00047909","v#00047530","",""
"@","v#00048009","v#00047530","",""
"@","v#00048113","v#00047530","",""
"@","v#00048267","v#00047530","",""
"@","v#00048363","v#00047530","",""
"@","v#00048541","v#00048363","",""
"@","v#00048718","v#00047342","",""
"@","v#00048850","v#00045186","",""
"@","v#00049302","v#00048850","",""
"@","v#00049460","v#00048850","",""
"@","v#00049550","v#00048850","",""
"@","v#00049653","v#00048850","",""
"@","v#00049733","v#00045186","",""
"@","v#00049882","v#00049733","",""
"@","v#00050036","v#00048850","",""
"@","v#00050178","v#00050036","",""
"@","v#00050259","v#00050036","",""
"@","v#00050353","v#00048850","",""
"@","v#00050470","v#00051051","",""
"@","v#00050810","v#00050470","",""
"@","v#00050959","v#00050470","",""
"@","v#00051051","v#00071198","",""
"@","v#00051279","v#00071198","",""
"@","v#00035768","v#00035907","",""
"@","v#00051515","v#00051051","",""
"@","v#00051742","v#00051515","",""
"@","v#00051831","v#00045378","",""
"@","v#00051929","v#00071198","",""
"@","v#00035494","v#00122353","",""
"@","v#00052062","v#00045378","",""
"@","v#00052402","v#00052062","",""
"@","v#00052604","v#00052402","",""
"@","v#00052724","v#00052062","",""
"@","v#00052840","v#00062377","",""
"@","v#00053004","v#00051051","",""
"@","v#00053456","v#00053004","",""
"@","v#00053581","v#00059890","",""
"@","v#00053673","v#00045541","",""
"@","v#00035393","v#00034046","",""
"@","v#00053789","v#00951804","",""
"@","v#00053930","v#00250254","",""
"@","v#00054128","v#00054373","",""
"@","v#00054288","v#00054373","",""
"@","v#00054373","v#01775973","",""
"@","v#00054559","v#01775973","",""
"@","v#00054683","v#00956445","",""
"@","v#00054770","v#00045541","",""
"@","v#00055271","v#00054862","",""
"@","v#00055386","v#00055271","",""
"@","v#00055482","v#00054862","",""
"@","v#00055579","v#00054862","",""
"@","v#00055748","v#00054862","",""
"@","v#00055849","v#00054862","",""
"@","v#00056004","v#00056138","",""
"@","v#00056138","v#00140937","",""
"@","v#00056311","v#00044854","",""
"@","v#00056406","v#00054862","",""
"@","v#00056498","v#00054862","",""
"@","v#00056656","v#00056498","",""
"@","v#00056778","v#00056498","",""
"@","v#00056933","v#00915832","",""
"@","v#00057035","v#00054862","",""
"@","v#00057137","v#00054862","",""
"@","v#00057362","v#00054862","",""
"@","v#00057513","v#00347065","",""
"@","v#00057616","v#00057362","",""
"@","v#00057833","v#00057616","",""
"@","v#00057996","v#00057833","",""
"@","v#00058082","v#00057616","",""
"@","v#00058235","v#00057616","",""
"@","v#00058325","v#00587155","",""
"@","v#00058505","v#00057362","",""
"@","v#00058584","v#00054862","",""
"@","v#00058757","v#00055849","",""
"@","v#00058927","v#00058757","",""
"@","v#00059064","v#00054862","",""
"@","v#00059153","v#00139555","",""
"@","v#00059352","v#00059153","",""
"@","v#00059435","v#00059153","",""
"@","v#00059669","v#00059435","",""
"@","v#00059801","v#00059669","",""
"@","v#00059890","v#00069684","",""
"@","v#00060019","v#00057616","",""
"@","v#00060157","v#00060019","",""
"@","v#00060266","v#00343123","",""
"@","v#00060417","v#00060266","",""
"@","v#00060532","v#01054427","",""
"@","v#00060738","v#00060532","",""
"@","v#00060850","v#01583087","",""
"@","v#00061019","v#00060850","",""
"@","v#00061103","v#00059153","",""
"@","v#00061196","v#00048850","",""
"@","v#00061293","v#00054862","",""
"@","v#00061402","v#00061293","",""
"@","v#00061518","v#00061637","",""
"@","v#00061637","v#00048850","",""
"@","v#00061816","v#00048850","",""
"@","v#00061971","v#00061637","",""
"@","v#00062151","v#00061971","",""
"@","v#00062250","v#00048850","",""
"@","v#00062377","v#00139555","",""
"@","v#00062604","v#00140363","",""
"@","v#00062966","v#00062377","",""
"@","v#00063052","v#00062377","",""
"@","v#00063224","v#00165232","",""
"@","v#00063362","v#00158081","",""
"@","v#00063465","v#00063646","",""
"@","v#00063562","v#00063646","",""
"@","v#00063646","v#00074063","",""
"@","v#00064095","v#00063646","",""
"@","v#00064201","v#00063646","",""
"@","v#00064289","v#00063646","",""
"@","v#00064405","v#00063646","",""
"@","v#00064492","v#00063646","",""
"@","v#00064576","v#00063646","",""
"@","v#00064692","v#00158819","",""
"@","v#00064820","v#00881999","",""
"@","v#00064904","v#00158819","",""
"@","v#00065009","v#00884615","",""
"@","v#00065114","v#00063646","",""
"@","v#00065214","v#00063646","",""
"@","v#00065314","v#00071198","",""
"@","v#00065413","v#01710997","",""
"@","v#00065558","v#00065413","",""
"@","v#00065642","v#00063052","",""
"@","v#00065768","v#00140937","",""
"@","v#00065919","v#00140937","",""
"@","v#00066079","v#00066183","",""
"@","v#00066183","v#00074063","",""
"@","v#00066289","v#00062377","",""
"@","v#00035310","v#00034046","",""
"@","v#00066451","v#00015408","",""
"@","v#00066660","v#00066451","",""
"@","v#00066831","v#00066451","",""
"@","v#00067049","v#00067252","",""
"@","v#00067157","v#00067252","",""
"@","v#00067252","v#00140363","",""
"@","v#00067424","v#00067252","",""
"@","v#00067539","v#00052840","",""
"@","v#00067976","v#00067743","",""
"@","v#00068131","v#00067743","",""
"@","v#00068252","v#00068131","",""
"@","v#00035152","v#00034046","",""
"@","v#00068375","v#01640004","",""
"@","v#00068549","v#00068375","",""
"@","v#00068549","v#01640004","",""
"@","v#00068736","v#00067743","",""
"@","v#00068875","v#01249365","",""
"@","v#00069052","v#00006829","",""
"@","v#00069166","v#00003763","",""
"@","v#00069271","v#00004570","",""
"@","v#00069431","v#00004570","",""
"@","v#00069548","v#00048850","",""
"@","v#00069684","v#00048850","",""
"@","v#00069815","v#00006829","",""
"@","v#00069962","v#00069815","",""
"@","v#00070161","v#00192676","",""
"@","v#00070283","v#00192676","",""
"@","v#00070485","v#00192676","",""
"@","v#00070600","v#00070485","",""
"@","v#00070703","v#01065170","",""
"@","v#00070819","v#00192676","",""
"@","v#00070931","v#00944672","",""
"@","v#00071078","v#00944672","",""
"@","v#00071495","v#00071198","",""
"@","v#00071715","v#00007023","",""
"@","v#00071831","v#00071715","",""
"@","v#00071939","v#01775973","",""
"@","v#00072165","v#00034046","",""
"@","v#00072242","v#00013620","",""
"@","v#00072344","v#00007023","",""
"@","v#00072443","v#00048850","",""
"@","v#00072589","v#00032685","",""
"@","v#00072715","v#00013061","",""
"@","v#00072853","v#00007023","",""
"@","v#00072952","v#00007023","",""
"@","v#00073088","v#00103366","",""
"@","v#00073470","v#00253202","",""
"@","v#00073624","v#00063646","",""
"@","v#00073753","v#01571054","",""
"@","v#00073901","v#00541962","",""
"@","v#00076581","v#00074063","",""
"@","v#00076673","v#00083947","",""
"@","v#00076834","v#00077276","",""
"@","v#00076933","v#00077064","",""
"@","v#00077064","v#00074063","",""
"@","v#00077276","v#00083947","",""
"@","v#00077559","v#00077276","",""
"@","v#00077737","v#00077276","",""
"@","v#00077855","v#00083947","",""
"@","v#00077943","v#00077276","",""
